n, chi2, alfa, beta, gama
2490, 11.307310, 4.7085, 0.7774, -0.4602
2491, 10.740866, 4.6023, 0.7387, -0.3402
2492, 6.825023, 4.5923, 0.8698, -0.2083
2493, 11.216729, 4.5991, 0.9971, -0.1328
2494, 6.693927, 4.4844, 0.9374, -0.1768
2495, 6.770720, 4.5400, 0.9323, -0.2034
2496, 5.428113, 4.6366, 0.8483, -0.2464
2497, 6.681078, 4.6010, 0.7603, -0.3524
2498, 5.339712, 4.7534, 0.8343, -0.2529
2499, 5.754085, 4.6964, 0.8298, -0.2333
2500, 6.888997, 4.8955, 0.7958, -0.2185
2501, 6.405422, 4.8406, 0.8533, -0.2067
2502, 7.944308, 4.7818, 0.7936, -0.3101
2503, 6.567246, 4.8911, 0.7276, -0.3797
2504, 5.880657, 4.8921, 0.7680, -0.2711
2505, 6.689868, 4.7673, 0.7608, -0.3797
2506, 6.916835, 4.7127, 0.7464, -0.3572
2507, 5.676884, 4.7540, 0.7946, -0.2522
2508, 5.273919, 4.8991, 0.8572, -0.2236
2509, 7.758562, 4.8043, 0.9663, -0.1546
2510, 5.739916, 4.7328, 0.8907, -0.2330
2511, 5.649504, 4.8026, 0.8937, -0.1996
2512, 7.595281, 4.8725, 0.8099, -0.2175
2513, 5.436678, 4.7532, 0.7792, -0.3100
2514, 6.026851, 4.7884, 0.7793, -0.2660
2515, 5.340190, 4.7381, 0.8727, -0.2313
2516, 6.155662, 4.8931, 0.8626, -0.2328
2517, 6.519828, 4.9245, 0.7540, -0.3125
2518, 5.697354, 4.9347, 0.7155, -0.4817
2519, 7.179448, 4.8215, 0.6768, -0.4985
2520, 4.239505, 4.7863, 0.7249, -0.5026
2521, 6.334845, 4.7319, 0.7546, -0.5038
2522, 6.272090, 4.7094, 0.7080, -0.4340
2523, 4.612547, 4.8384, 0.7133, -0.4875
2524, 4.475710, 4.9051, 0.6930, -0.5176
2525, 6.561641, 4.9624, 0.6724, -0.5658
2526, 10.597680, 4.9887, 0.6300, -0.5911
2527, 6.067029, 4.9013, 0.6757, -0.5430
2528, 5.292186, 4.8285, 0.7031, -0.5499
2529, 8.732340, 4.8630, 0.6717, -0.4680
2530, 6.180518, 4.8380, 0.7378, -0.4017
2531, 5.389209, 4.6920, 0.7264, -0.4367
2532, 5.596751, 4.6425, 0.7552, -0.5240
2533, 5.973854, 4.6308, 0.7665, -0.4967
2534, 6.197117, 4.4549, 0.7559, -0.3855
2535, 5.063501, 4.3731, 0.7687, -0.4005
2536, 5.040305, 4.3605, 0.7834, -0.3843
2537, 5.030140, 4.3609, 0.7302, -0.4890
2538, 5.231310, 4.4013, 0.8012, -0.3306
2539, 4.479018, 4.3182, 0.8057, -0.3824
2540, 5.294281, 4.3789, 0.7780, -0.3825
2541, 5.272899, 4.2387, 0.8164, -0.4037
2542, 4.602725, 4.2745, 0.8409, -0.2915
2543, 12.679770, 4.2154, 0.7819, -0.3204
2544, 7.964085, 4.3844, 0.8150, -0.3708
2545, 5.506523, 4.3807, 0.7199, -0.5107
2546, 7.545203, 4.2784, 0.8228, -0.4088
2547, 6.912338, 4.1618, 0.7443, -0.5213
2548, 7.615156, 4.1148, 0.7775, -0.4145
2549, 6.081118, 3.8642, 0.7926, -0.4543
2550, 8.110272, 3.8724, 0.8905, -0.4518
2551, 9.408498, 4.0276, 0.8238, -0.5353
2552, 5.596367, 4.0030, 0.8359, -0.4970
2553, 4.087527, 4.0703, 0.8338, -0.4002
2554, 3.925148, 3.8922, 0.8215, -0.4317
2555, 6.863761, 3.8143, 0.8465, -0.3363
2556, 4.407363, 3.7002, 0.8709, -0.3624
2557, 3.836352, 3.8538, 0.8454, -0.3972
2558, 5.176118, 3.7883, 0.8767, -0.3143
2559, 11.151566, 3.9009, 0.8204, -0.3279
2560, 9.219062, 4.1159, 0.7919, -0.3473
2561, 8.735887, 4.1251, 0.7478, -0.4140
2562, 6.984761, 4.2170, 0.7340, -0.4814
2563, 5.781024, 4.2142, 0.8221, -0.4739
2564, 4.539919, 4.1956, 0.8111, -0.3632
2565, 4.929719, 4.1981, 0.8493, -0.3042
2566, 6.038504, 4.3746, 0.8947, -0.2045
2567, 7.356197, 4.3484, 0.7784, -0.3510
2568, 10.461567, 4.3017, 0.7377, -0.4137
2569, 4.621608, 4.4003, 0.7821, -0.4293
2570, 6.486893, 4.2369, 0.7824, -0.3874
2571, 4.583337, 4.3190, 0.7938, -0.3878
2572, 6.814081, 4.0968, 0.7495, -0.4787
2573, 3.913471, 4.0415, 0.8378, -0.4016
2574, 9.024480, 4.1378, 0.8046, -0.3275
2575, 10.003278, 4.0694, 0.8812, -0.3066
2576, 5.053064, 4.0785, 0.7848, -0.4909
2577, 3.955121, 4.1748, 0.8019, -0.4733
2578, 10.719542, 4.2016, 0.7271, -0.4354
2579, 7.380993, 4.3614, 0.8139, -0.4031
2580, 7.352549, 4.1570, 0.7508, -0.4419
2581, 4.195456, 4.2807, 0.7736, -0.4316
2582, 7.453113, 4.1451, 0.7392, -0.4710
2583, 5.159609, 4.1272, 0.7985, -0.3940
2584, 5.989508, 4.2007, 0.7545, -0.4665
2585, 6.452557, 4.3109, 0.7432, -0.4560
2586, 5.642976, 4.3173, 0.7604, -0.5278
2587, 4.248411, 4.3284, 0.7775, -0.4978
2588, 5.043106, 4.1648, 0.8097, -0.3817
2589, 6.015104, 4.1468, 0.9067, -0.2413
2590, 5.336474, 4.0632, 0.8657, -0.3104
2591, 5.389309, 4.2763, 0.8443, -0.2912
2592, 5.263209, 4.3239, 0.8378, -0.2484
2593, 8.660086, 4.4384, 0.8427, -0.2752
2594, 5.128103, 4.5035, 0.7933, -0.3405
2595, 5.746362, 4.6279, 0.7585, -0.3837
2596, 4.732198, 4.6811, 0.7250, -0.5293
2597, 5.831916, 4.7568, 0.7517, -0.4918
2598, 6.048042, 4.7514, 0.7521, -0.3842
2599, 6.202703, 4.6495, 0.7776, -0.2953
2600, 6.007235, 4.6255, 0.8658, -0.2400
2601, 4.032624, 4.6394, 0.7216, -0.5017
2602, 4.787149, 4.4851, 0.7496, -0.4463
2603, 6.281642, 4.5543, 0.7250, -0.5566
2604, 10.304014, 4.6994, 0.7773, -0.4374
2605, 6.757898, 4.8082, 0.7061, -0.5663
2606, 7.621088, 4.9664, 0.7110, -0.5657
2607, 5.848185, 4.8955, 0.6692, -0.5239
2608, 5.277826, 4.8275, 0.6963, -0.4879
2609, 5.495061, 4.7393, 0.7415, -0.4279
2610, 5.502349, 4.6789, 0.7521, -0.4259
2611, 4.737016, 4.7466, 0.7011, -0.5154
2612, 5.750457, 4.8515, 0.7059, -0.4544
2613, 6.565431, 4.8898, 0.6673, -0.5048
2614, 6.161362, 5.0636, 0.6763, -0.5703
2615, 6.168149, 5.1299, 0.6943, -0.5298
2616, 6.858204, 5.0269, 0.6633, -0.5712
2617, 9.184695, 4.9588, 0.6542, -0.4534
2618, 6.456593, 5.0433, 0.7431, -0.3271
2619, 6.636366, 5.1395, 0.7933, -0.2712
2620, 6.166003, 5.0838, 0.8094, -0.2480
2621, 6.090086, 4.8456, 0.8448, -0.2312
2622, 5.758519, 4.9623, 0.7792, -0.2437
2623, 5.633533, 4.8336, 0.8127, -0.2362
2624, 13.331883, 4.8214, 0.7743, -0.4007
2625, 9.017131, 4.7851, 0.6463, -0.5311
2626, 9.728233, 4.6882, 0.6981, -0.4312
2627, 6.999848, 4.7395, 0.8227, -0.2702
2628, 6.203397, 4.7155, 0.8299, -0.2164
2629, 5.882391, 4.6900, 0.8816, -0.2360
2630, 7.598816, 4.6889, 0.9291, -0.2018
2631, 7.433534, 4.6899, 0.9134, -0.1700
2632, 7.790792, 4.7484, 0.9424, -0.1567
2633, 7.906914, 4.6946, 0.9247, -0.1590
2634, 5.393128, 4.6039, 0.8979, -0.2182
2635, 5.674120, 4.6758, 0.8800, -0.2054
2636, 5.897772, 4.7052, 0.8071, -0.2706
2637, 5.474532, 4.4739, 0.8271, -0.2421
2638, 5.138770, 4.3847, 0.8575, -0.2329
2639, 8.545971, 4.4219, 0.8762, -0.2691
2640, 5.173553, 4.3513, 0.9059, -0.2234
2641, 4.658320, 4.3366, 0.8785, -0.2288
2642, 7.728278, 4.2640, 0.9097, -0.2518
2643, 6.137095, 4.0863, 0.8565, -0.3436
2644, 4.081761, 3.9865, 0.8423, -0.3730
2645, 7.143779, 3.9774, 0.9215, -0.1948
2646, 8.843150, 3.8347, 1.0256, -0.1578
2647, 10.335374, 3.7776, 1.0780, -0.1324
2648, 7.371742, 3.9803, 0.9704, -0.1770
2649, 5.921436, 4.0952, 0.9659, -0.1909
2650, 6.462819, 3.9720, 0.8851, -0.2324
2651, 6.536159, 3.9107, 0.8893, -0.3372
2652, 7.608697, 3.9834, 1.0010, -0.2167
2653, 5.551247, 3.9981, 0.8937, -0.2478
2654, 5.913089, 3.8081, 0.9020, -0.2365
2655, 7.126846, 4.0192, 0.8451, -0.2798
2656, 4.233609, 3.9421, 0.8677, -0.3488
2657, 5.708547, 3.9419, 0.8193, -0.3808
2658, 3.874091, 3.9387, 0.8094, -0.4471
2659, 11.365934, 3.9077, 0.7511, -0.4810
2660, 6.562260, 3.8726, 0.8695, -0.4759
2661, 4.960073, 3.9451, 0.8425, -0.3476
2662, 4.763033, 3.9488, 0.8721, -0.3749
2663, 4.037610, 3.9174, 0.8594, -0.3589
2664, 3.763249, 3.9765, 0.8104, -0.4832
2665, 5.157685, 3.9459, 0.8590, -0.2995
2666, 5.992126, 3.9465, 0.9376, -0.2189
2667, 5.874360, 3.9312, 0.9518, -0.2113
2668, 4.848076, 3.9728, 0.8871, -0.2650
2669, 7.438563, 3.7250, 0.8572, -0.3238
2670, 6.351763, 3.6598, 0.9051, -0.2821
2671, 10.301354, 4.0426, 0.9136, -0.2684
2672, 5.615314, 4.1192, 0.8612, -0.3119
2673, 4.338075, 4.2113, 0.7890, -0.4159
2674, 4.468679, 4.2387, 0.7745, -0.4963
2675, 5.300112, 4.3355, 0.8068, -0.4010
2676, 5.801325, 4.1977, 0.7461, -0.4711
2677, 5.507025, 3.9817, 0.8114, -0.3851
2678, 5.993862, 3.8834, 0.7846, -0.4630
2679, 3.499948, 3.9981, 0.8280, -0.4158
2680, 3.913709, 3.9650, 0.8327, -0.3921
2681, 3.791333, 3.9622, 0.8478, -0.4155
2682, 3.868364, 3.8828, 0.8459, -0.3843
2683, 4.167249, 3.9070, 0.8131, -0.4333
2684, 3.583962, 3.8802, 0.8282, -0.4376
2685, 6.150646, 3.8537, 0.8216, -0.3918
2686, 4.288286, 3.8524, 0.8819, -0.3112
2687, 5.777678, 3.9253, 0.9031, -0.2232
2688, 4.991524, 3.9077, 0.8588, -0.3218
2689, 4.040797, 3.8826, 0.8194, -0.4358
2690, 3.899685, 3.9936, 0.8198, -0.4683
2691, 5.121742, 3.9186, 0.8081, -0.4553
2692, 4.153516, 3.7913, 0.8651, -0.3553
2693, 4.491389, 3.9220, 0.8639, -0.3713
2694, 6.238966, 3.8180, 0.8211, -0.3939
2695, 9.794812, 3.8254, 0.7792, -0.4509
2696, 7.485706, 3.8600, 0.8820, -0.4692
2697, 7.301228, 3.8226, 0.8552, -0.5024
2698, 4.872331, 3.9100, 0.8699, -0.4425
2699, 4.308192, 3.8451, 0.8702, -0.3999
2700, 3.787703, 3.8268, 0.8614, -0.4582
2701, 5.061927, 3.8036, 0.8419, -0.3787
2702, 3.789087, 3.7084, 0.9027, -0.3272
2703, 3.313973, 3.4419, 0.9192, -0.3995
2704, 3.982303, 3.3350, 0.9475, -0.3727
2705, 4.194918, 3.5342, 0.8747, -0.3977
2706, 4.679242, 3.4746, 0.9003, -0.4233
2707, 9.362629, 3.3412, 0.9706, -0.4205
2708, 5.031738, 3.2559, 0.9744, -0.3527
2709, 3.934817, 3.3385, 0.9437, -0.3310
2710, 4.566766, 3.2618, 0.9521, -0.3458
2711, 5.125985, 3.2554, 0.9473, -0.3948
2712, 3.990030, 3.3591, 0.9365, -0.3535
2713, 8.281982, 3.2823, 0.9091, -0.4420
2714, 4.431792, 3.3282, 0.9565, -0.3543
2715, 6.543919, 3.4826, 0.8716, -0.3736
2716, 7.356064, 3.4458, 0.8904, -0.4588
2717, 8.443043, 3.4320, 0.9143, -0.4675
2718, 8.353370, 3.3578, 0.8936, -0.4278
2719, 5.342115, 3.2873, 0.9615, -0.3929
2720, 4.402355, 3.4244, 0.9122, -0.4057
2721, 5.005664, 3.5043, 0.9366, -0.3174
2722, 4.276208, 3.5935, 0.8957, -0.3552
2723, 6.515337, 3.6033, 0.8870, -0.3335
2724, 9.049465, 3.6267, 0.9126, -0.2376
2725, 4.706097, 3.7564, 0.9113, -0.2699
2726, 4.854571, 3.8872, 0.8735, -0.4534
2727, 4.375812, 3.7562, 0.8630, -0.3686
2728, 5.379278, 3.7320, 0.8708, -0.3307
2729, 3.551734, 3.6478, 0.8810, -0.3834
2730, 7.633947, 3.7733, 0.8823, -0.2802
2731, 3.632950, 3.6860, 0.8795, -0.3804
2732, 3.485375, 3.8590, 0.8534, -0.4004
2733, 11.853028, 3.8480, 0.7718, -0.5041
2734, 9.960264, 3.8754, 0.7750, -0.4250
2735, 8.636157, 3.7580, 0.7898, -0.4601
2736, 3.558261, 3.9411, 0.8376, -0.4186
2737, 3.613003, 3.9791, 0.8298, -0.4110
2738, 3.926475, 3.8665, 0.8471, -0.3932
2739, 6.606253, 3.7560, 0.8596, -0.4945
2740, 12.886657, 3.7783, 0.8215, -0.5305
2741, 4.975678, 3.7858, 0.9054, -0.3126
2742, 4.651770, 3.7835, 0.9089, -0.2813
2743, 9.384410, 3.6850, 0.8899, -0.4975
2744, 10.088772, 3.6895, 0.9165, -0.3996
2745, 11.855925, 3.7161, 0.8349, -0.5208
2746, 8.975744, 3.8011, 0.8916, -0.4636
2747, 9.529194, 3.7638, 0.8087, -0.5036
2748, 6.393205, 3.9140, 0.8223, -0.3687
2749, 6.116053, 3.9030, 0.8417, -0.3489
2750, 6.262437, 3.7875, 0.8915, -0.4014
2751, 7.312511, 3.6759, 0.8624, -0.3353
2752, 7.388320, 3.8013, 0.8400, -0.3480
2753, 5.578453, 3.7445, 0.8418, -0.3748
2754, 5.485902, 3.8334, 0.8250, -0.4813
2755, 3.383649, 3.8527, 0.8608, -0.4517
2756, 3.890176, 4.0119, 0.8289, -0.3946
2757, 6.853385, 3.9490, 0.8953, -0.2813
2758, 5.318784, 4.0060, 0.8637, -0.3265
2759, 8.574187, 3.9137, 0.8115, -0.3461
2760, 6.628514, 3.8358, 0.8678, -0.4806
2761, 4.049105, 3.8949, 0.8324, -0.3997
2762, 7.136747, 3.9085, 0.9962, -0.1868
2763, 8.432528, 3.9018, 0.9124, -0.2760
2764, 4.447725, 3.8106, 0.9038, -0.2718
2765, 6.732682, 3.6871, 0.9568, -0.2251
2766, 3.869237, 3.8121, 0.8873, -0.3247
2767, 4.438900, 3.7740, 0.8951, -0.3182
2768, 4.769469, 3.8842, 0.8374, -0.3704
2769, 5.090160, 3.9263, 0.8590, -0.4345
2770, 11.357461, 3.8207, 0.8985, -0.4741
2771, 3.689996, 3.7663, 0.8423, -0.4387
2772, 4.593514, 3.7244, 0.8569, -0.4668
2773, 4.945956, 3.6487, 0.9087, -0.3874
2774, 4.724108, 3.6338, 0.9115, -0.2936
2775, 7.117051, 3.7712, 0.9228, -0.2820
2776, 7.246407, 3.6358, 0.9515, -0.2329
2777, 9.196536, 3.7935, 0.9107, -0.3380
2778, 6.805417, 3.7839, 0.8415, -0.3519
2779, 4.976391, 3.6302, 0.8846, -0.3407
2780, 5.154911, 3.6916, 0.8469, -0.3897
2781, 7.883912, 3.7170, 0.8956, -0.4746
2782, 5.584202, 3.7334, 0.8229, -0.4526
2783, 6.833019, 3.7755, 0.8136, -0.4269
2784, 8.134233, 3.7454, 0.8801, -0.2892
2785, 5.734975, 3.7283, 0.9076, -0.3249
2786, 4.570622, 3.6934, 0.9073, -0.2923
2787, 7.170506, 3.8375, 0.8954, -0.3404
2788, 7.870370, 3.8106, 0.8963, -0.3538
2789, 12.019399, 3.7061, 0.9770, -0.1554
2790, 7.608441, 3.6747, 1.0232, -0.1920
2791, 8.258748, 3.7014, 1.0206, -0.2021
2792, 13.093264, 3.6672, 0.8282, -0.3537
2793, 8.231477, 3.8059, 0.8151, -0.3984
2794, 3.881869, 3.9422, 0.8258, -0.4160
2795, 3.944428, 3.9005, 0.8189, -0.4429
2796, 9.246082, 3.7972, 0.8057, -0.5021
2797, 3.473644, 3.8444, 0.8384, -0.4408
2798, 5.063874, 3.7478, 0.9048, -0.3122
2799, 9.908962, 3.5905, 0.9229, -0.2291
2800, 6.628479, 3.5906, 0.9746, -0.2078
2801, 6.222186, 3.6109, 0.9424, -0.2240
2802, 2.916924, 3.6610, 0.8728, -0.4258
2803, 3.482593, 3.5292, 0.8849, -0.4108
2804, 7.495831, 3.4720, 0.9282, -0.2656
2805, 8.309029, 3.5339, 0.8810, -0.3236
2806, 10.375873, 3.5826, 0.8549, -0.3365
2807, 4.746644, 3.7357, 0.9118, -0.2570
2808, 6.548415, 3.7687, 0.9561, -0.2077
2809, 8.258196, 3.8932, 0.8908, -0.2188
2810, 7.967291, 3.8486, 0.9271, -0.2528
2811, 7.000287, 3.9139, 0.8933, -0.2948
2812, 4.072337, 3.9427, 0.8482, -0.3632
2813, 3.608648, 3.9652, 0.8443, -0.3996
2814, 4.242588, 3.9953, 0.8395, -0.3638
2815, 6.103598, 4.2700, 0.8288, -0.3482
2816, 5.173940, 4.3144, 0.8839, -0.2413
2817, 11.329697, 4.1992, 0.9647, -0.1383
2818, 5.086129, 4.1687, 0.9482, -0.2037
2819, 6.599980, 4.1988, 0.9449, -0.2294
2820, 9.873594, 4.0605, 0.8744, -0.3304
2821, 7.823679, 4.1027, 0.8550, -0.3548
2822, 6.549211, 4.0726, 0.7727, -0.4550
2823, 4.203600, 4.1439, 0.8243, -0.4124
2824, 5.555987, 4.2882, 0.7407, -0.4728
2825, 4.269125, 4.1737, 0.8208, -0.4561
2826, 5.493488, 4.2368, 0.8174, -0.4449
2827, 4.160575, 4.3147, 0.7942, -0.4819
2828, 4.812210, 4.3729, 0.7841, -0.5135
2829, 5.617752, 4.4541, 0.7212, -0.4805
2830, 6.059206, 4.3725, 0.7928, -0.5258
2831, 3.610205, 4.2283, 0.7844, -0.4764
2832, 4.170728, 4.2521, 0.7867, -0.4231
2833, 3.998704, 4.0307, 0.8307, -0.4773
2834, 5.100920, 3.8836, 0.8126, -0.4512
2835, 5.099177, 4.0278, 0.8372, -0.3346
2836, 9.882260, 4.0207, 0.7482, -0.4622
2837, 13.144123, 3.9670, 0.7381, -0.4655
2838, 3.823057, 4.0339, 0.8172, -0.4768
2839, 4.638080, 4.0036, 0.7979, -0.4376
2840, 3.797287, 3.9473, 0.8469, -0.4535
2841, 4.371958, 4.0189, 0.8533, -0.3355
2842, 5.496023, 3.9813, 0.8708, -0.3234
2843, 4.352671, 4.0933, 0.8603, -0.2822
2844, 3.997651, 4.0736, 0.8175, -0.3981
2845, 3.601616, 4.0391, 0.8163, -0.4806
2846, 3.760695, 4.0542, 0.8107, -0.4852
2847, 6.387905, 3.9386, 0.7854, -0.4495
2848, 5.949763, 3.9181, 0.8059, -0.4312
2849, 5.518009, 3.7619, 0.8489, -0.3654
2850, 4.398386, 3.6233, 0.8601, -0.4141
2851, 4.139925, 3.7386, 0.8942, -0.3357
2852, 4.046372, 3.6899, 0.8788, -0.3598
2853, 4.358191, 3.8045, 0.8720, -0.3319
2854, 4.114407, 3.7638, 0.8724, -0.3474
2855, 4.638146, 3.6966, 0.8873, -0.3269
2856, 4.408665, 3.7637, 0.8510, -0.3776
2857, 8.030336, 3.9562, 0.7735, -0.4188
2858, 9.166056, 4.1142, 0.8473, -0.4650
2859, 6.402756, 4.1016, 0.7633, -0.4522
2860, 4.881308, 4.0939, 0.8190, -0.3634
2861, 4.936499, 4.2211, 0.8501, -0.3079
2862, 7.135741, 4.2407, 0.8682, -0.2564
2863, 7.695069, 4.2597, 0.8073, -0.3118
2864, 5.045496, 4.4053, 0.7902, -0.4380
2865, 3.742133, 4.3823, 0.7774, -0.4796
2866, 3.952697, 4.4551, 0.7643, -0.4779
2867, 5.663149, 4.5854, 0.7799, -0.3354
2868, 5.637088, 4.5322, 0.8025, -0.3246
2869, 6.101226, 4.4904, 0.8105, -0.2580
2870, 6.682387, 4.4892, 0.8364, -0.2655
2871, 5.440654, 4.4941, 0.7838, -0.3437
2872, 4.693130, 4.3163, 0.7703, -0.4252
2873, 3.629918, 4.3107, 0.7751, -0.4820
2874, 3.926036, 4.3516, 0.7567, -0.4588
2875, 5.342862, 4.2761, 0.7349, -0.4827
2876, 6.311021, 4.4075, 0.7743, -0.5424
2877, 6.177084, 4.5428, 0.7839, -0.3815
2878, 5.301172, 4.7824, 0.7248, -0.4471
2879, 6.050170, 4.8176, 0.7035, -0.4441
2880, 10.117466, 4.6191, 0.6821, -0.4710
2881, 11.227225, 4.4425, 0.7021, -0.4466
2882, 5.226711, 4.4501, 0.7645, -0.5232
2883, 9.549782, 4.4023, 0.7414, -0.5687
2884, 5.099552, 4.5910, 0.7174, -0.4894
2885, 5.459637, 4.4827, 0.7804, -0.5123
2886, 4.750685, 4.5473, 0.7324, -0.5181
2887, 3.935673, 4.6180, 0.7279, -0.5000
2888, 7.199021, 4.5502, 0.7799, -0.5080
2889, 5.168477, 4.3235, 0.8071, -0.4692
2890, 5.685796, 4.1469, 0.7904, -0.3957
2891, 4.896485, 4.0463, 0.8568, -0.3080
2892, 5.870924, 4.2557, 0.9536, -0.2082
2893, 7.245669, 4.3512, 0.9535, -0.2048
2894, 4.567453, 4.3779, 0.8391, -0.2563
2895, 4.995507, 4.3712, 0.7743, -0.4013
2896, 3.772148, 4.3648, 0.7714, -0.4849
2897, 6.639339, 4.3380, 0.7745, -0.3644
2898, 4.456580, 4.2336, 0.8210, -0.3399
2899, 4.670502, 4.3195, 0.8300, -0.2869
2900, 5.431673, 4.5902, 0.8137, -0.2806
2901, 6.820904, 4.4226, 0.9047, -0.1891
2902, 5.185569, 4.3844, 0.8973, -0.2129
2903, 4.802431, 4.2993, 0.7684, -0.4216
2904, 4.590367, 4.2706, 0.7790, -0.5154
2905, 4.776692, 4.3026, 0.7676, -0.4229
2906, 9.387061, 4.3973, 0.7058, -0.5347
2907, 11.317007, 4.3369, 0.7193, -0.4046
2908, 7.717558, 4.3505, 0.8079, -0.4932
2909, 5.153573, 4.3185, 0.7813, -0.5254
2910, 5.362338, 4.2337, 0.7607, -0.4761
2911, 5.012347, 4.0900, 0.8211, -0.4964
2912, 5.271465, 4.0778, 0.8389, -0.4326
2913, 10.849913, 4.2380, 0.8631, -0.2964
2914, 9.946108, 4.2551, 0.8431, -0.3464
2915, 8.853864, 4.2678, 1.0111, -0.1413
2916, 11.403308, 4.2336, 0.9060, -0.1691
2917, 5.948070, 4.0368, 0.9061, -0.2139
2918, 4.866349, 3.8519, 0.9018, -0.2537
2919, 7.717035, 3.9386, 0.8277, -0.3345
2920, 4.774492, 4.0917, 0.8360, -0.4184
2921, 4.104857, 4.0535, 0.8390, -0.4238
2922, 4.334777, 4.0161, 0.8396, -0.3559
2923, 6.458333, 3.9307, 0.9160, -0.2475
2924, 6.785084, 3.8557, 0.9539, -0.2349
2925, 7.423634, 3.9238, 0.9697, -0.2198
2926, 8.387595, 3.8102, 0.8589, -0.3047
2927, 3.706078, 3.8589, 0.8543, -0.3947
2928, 4.346596, 4.1204, 0.8454, -0.3466
2929, 5.005386, 4.1012, 0.8082, -0.3856
2930, 5.445152, 4.0482, 0.9219, -0.2083
2931, 8.373109, 4.2177, 0.9389, -0.2452
2932, 6.015363, 4.2219, 0.9538, -0.1875
2933, 7.327087, 4.3594, 0.9067, -0.2479
2934, 7.753947, 4.1509, 0.8528, -0.3572
2935, 6.471662, 4.0618, 0.8564, -0.3895
2936, 14.695517, 3.9363, 0.8364, -0.5494
2937, 5.120722, 3.8517, 0.8470, -0.4850
2938, 3.380332, 3.7057, 0.8706, -0.4150
2939, 3.348386, 3.6614, 0.8800, -0.3953
2940, 3.363963, 3.6822, 0.8747, -0.3947
2941, 2.874078, 3.6788, 0.8794, -0.4202
2942, 3.520962, 3.6240, 0.8989, -0.3721
2943, 3.845764, 3.4609, 0.9342, -0.3489
2944, 3.890358, 3.6487, 0.8675, -0.4445
2945, 4.189184, 3.6603, 0.8789, -0.3632
2946, 9.384272, 3.7845, 0.8137, -0.3888
2947, 5.074303, 3.5983, 0.9332, -0.2572
2948, 4.392321, 3.6456, 0.9225, -0.2888
2949, 4.092292, 3.6369, 0.9120, -0.3380
2950, 4.912867, 3.5017, 0.8756, -0.4244
2951, 4.460722, 3.6010, 0.9182, -0.3558
2952, 4.850616, 3.3699, 0.9292, -0.3414
2953, 10.562011, 3.4786, 0.9540, -0.3610
2954, 4.446946, 3.4484, 0.8940, -0.3979
2955, 6.950252, 3.2377, 0.9152, -0.3768
2956, 5.767042, 3.2982, 0.9579, -0.4057
2957, 6.029507, 3.3281, 0.9198, -0.4214
2958, 5.459926, 3.3084, 0.9781, -0.2648
2959, 5.286071, 3.3188, 0.9377, -0.3304
2960, 4.587577, 3.3279, 0.9499, -0.3071
2961, 7.640696, 3.1547, 0.9785, -0.2635
2962, 7.321929, 3.0873, 0.9670, -0.3280
2963, 7.569045, 3.1624, 0.9840, -0.2556
2964, 5.008472, 3.1831, 0.9731, -0.3303
2965, 7.844243, 3.4672, 0.9210, -0.2888
2966, 8.247191, 3.4722, 1.0050, -0.1811
2967, 7.917546, 3.3647, 1.0315, -0.2114
2968, 8.602912, 3.3575, 1.0181, -0.1897
2969, 7.636597, 3.3429, 0.9840, -0.2118
2970, 4.826051, 3.4611, 0.8844, -0.4062
2971, 5.863443, 3.4050, 0.9051, -0.4316
2972, 4.197438, 3.3696, 0.9497, -0.3661
2973, 9.099758, 3.4052, 0.9056, -0.4732
2974, 8.199727, 3.4546, 0.9084, -0.4675
2975, 7.035519, 3.5840, 0.9618, -0.2050
2976, 6.824100, 3.5852, 0.9624, -0.2149
2977, 8.953807, 3.3936, 1.0486, -0.1828
2978, 8.957205, 3.4447, 1.0472, -0.1727
2979, 9.788333, 3.4124, 0.9675, -0.3406
2980, 6.746562, 3.3307, 0.9344, -0.3122
2981, 4.372333, 3.2546, 0.9680, -0.2988
2982, 4.807011, 3.1820, 0.9807, -0.3354
2983, 6.873186, 3.1115, 0.9446, -0.3619
2984, 5.488352, 3.2270, 0.9365, -0.3870
2985, 5.883774, 3.1972, 0.9447, -0.3815
2986, 11.727454, 3.0256, 0.9856, -0.2758
2987, 5.460293, 3.0705, 1.0160, -0.2704
2988, 10.626784, 3.1928, 0.9409, -0.3016
2989, 11.768937, 3.3243, 0.8628, -0.4539
2990, 15.282877, 3.5644, 0.9465, -0.4149
2991, 3.325603, 3.7877, 0.8662, -0.4089
2992, 4.128856, 3.7101, 0.8471, -0.4252
2993, 7.359947, 3.6673, 0.8228, -0.4252
2994, 5.575991, 3.6907, 0.9113, -0.3895
2995, 4.264766, 3.6154, 0.8911, -0.3556
2996, 6.015257, 3.4569, 0.9663, -0.2589
2997, 7.881976, 3.5499, 0.9597, -0.2687
2998, 7.143628, 3.5751, 0.8996, -0.4726
2999, 4.306911, 3.6307, 0.8763, -0.4505
3000, 3.774709, 3.7704, 0.8826, -0.4333
3001, 2.941902, 3.7081, 0.8687, -0.4255
3002, 3.540769, 3.6031, 0.8851, -0.4309
3003, 3.889317, 3.5301, 0.8957, -0.3921
3004, 4.328392, 3.5700, 0.9187, -0.3591
3005, 4.448274, 3.4436, 0.9230, -0.3267
3006, 3.458221, 3.4035, 0.9400, -0.3562
