n, chi2, alfa, beta, gama
5606, 4.828502, 7.1734, 0.6635, -0.2423
5607, 7.338992, 7.1098, 0.6478, -0.2954
5608, 3.975599, 7.0189, 0.6972, -0.2338
5609, 5.789709, 6.8603, 0.6656, -0.2655
5610, 8.155855, 6.7072, 0.6223, -0.2693
5611, 9.433848, 6.8173, 0.6250, -0.2478
5612, 4.388388, 6.8568, 0.7226, -0.2365
5613, 7.792338, 6.7879, 0.8746, -0.1169
5614, 5.667272, 6.8914, 0.8009, -0.1980
5615, 5.931778, 6.7849, 0.7224, -0.1954
5616, 7.809667, 6.8232, 0.6767, -0.2866
5617, 5.978663, 6.7658, 0.6498, -0.2751
5618, 3.891936, 6.5697, 0.7485, -0.2046
5619, 4.125306, 6.6284, 0.8020, -0.1654
5620, 7.381490, 6.5428, 0.6672, -0.2557
5621, 6.560687, 6.5875, 0.6926, -0.2211
5622, 4.191549, 6.6231, 0.7365, -0.2277
5623, 6.594037, 6.4767, 0.6613, -0.2740
5624, 6.919968, 6.3611, 0.7128, -0.2687
5625, 4.147591, 6.4523, 0.7704, -0.1897
5626, 5.630884, 6.3714, 0.7546, -0.2370
5627, 4.714082, 6.1661, 0.7707, -0.1997
5628, 4.576853, 6.0457, 0.8172, -0.2104
5629, 5.329888, 5.9992, 0.7758, -0.1977
5630, 5.522765, 6.1075, 0.7719, -0.1879
5631, 4.885907, 6.1413, 0.8052, -0.2075
5632, 7.921441, 6.1159, 0.7073, -0.2832
5633, 7.792924, 5.9597, 0.6826, -0.2826
5634, 11.450538, 5.8517, 0.6372, -0.3435
5635, 11.624295, 5.7263, 0.6033, -0.4257
5636, 9.559142, 5.6678, 0.6494, -0.4984
5637, 8.844240, 5.6446, 0.6253, -0.4872
5638, 6.949842, 5.7276, 0.5688, -0.5599
5639, 11.194262, 5.8023, 0.6420, -0.4908
5640, 13.732747, 5.8066, 0.5355, -0.5732
5641, 6.963068, 5.5771, 0.6474, -0.5960
5642, 8.633264, 5.6072, 0.5562, -0.5753
5643, 8.381750, 5.4737, 0.6231, -0.4984
5644, 8.364372, 5.5483, 0.5801, -0.5293
5645, 5.823093, 5.5002, 0.6406, -0.5618
5646, 10.553559, 5.6453, 0.6258, -0.4470
5647, 9.815989, 5.5572, 0.6600, -0.4799
5648, 7.495520, 5.4560, 0.6439, -0.4958
5649, 9.784727, 5.4162, 0.6775, -0.4602
5650, 6.790813, 5.3629, 0.6498, -0.4983
5651, 5.984825, 5.3057, 0.6651, -0.5025
5652, 8.273294, 5.3195, 0.6719, -0.4265
5653, 8.716366, 5.2864, 0.6972, -0.4252
5654, 6.104215, 5.1068, 0.6389, -0.5243
5655, 6.347805, 5.0352, 0.6454, -0.4993
5656, 7.404547, 5.1172, 0.7371, -0.3468
5657, 7.535088, 5.2013, 0.7233, -0.3278
5658, 10.299241, 5.2835, 0.6689, -0.3769
5659, 9.180451, 5.3338, 0.6601, -0.4235
5660, 9.144796, 5.1948, 0.6576, -0.4391
5661, 7.335511, 5.0704, 0.7133, -0.4618
5662, 6.498069, 4.9959, 0.7070, -0.4242
5663, 7.475599, 5.2162, 0.7232, -0.3099
5664, 6.472452, 5.1042, 0.7564, -0.2695
5665, 8.336859, 5.1276, 0.7428, -0.3461
5666, 7.232106, 5.1498, 0.8089, -0.2641
5667, 7.594084, 5.1307, 0.6978, -0.4025
5668, 6.940978, 5.0787, 0.7556, -0.3055
5669, 7.262488, 5.1374, 0.7258, -0.3102
5670, 6.055225, 5.2590, 0.8645, -0.2043
5671, 6.621914, 5.4736, 0.7524, -0.2402
5672, 10.448657, 5.5507, 0.8962, -0.1108
5673, 14.300838, 5.5220, 0.8847, -0.1039
5674, 6.407872, 5.4880, 0.8843, -0.1597
5675, 5.783024, 5.5971, 0.8742, -0.1815
5676, 7.630760, 5.6325, 0.8869, -0.1335
5677, 5.382548, 5.6420, 0.8281, -0.2127
5678, 5.735522, 5.7134, 0.8197, -0.1874
5679, 8.528449, 5.6193, 0.8019, -0.1805
5680, 11.257336, 5.6840, 0.8148, -0.1542
5681, 5.569820, 5.6213, 0.7764, -0.2328
5682, 6.795372, 5.5671, 0.7945, -0.1961
5683, 7.128929, 5.5623, 0.7486, -0.2645
5684, 11.030775, 5.5320, 0.7868, -0.1796
5685, 7.469731, 5.5786, 0.7455, -0.2745
5686, 7.517730, 5.6239, 0.8812, -0.1385
5687, 6.525996, 5.6094, 0.8891, -0.1492
5688, 10.726844, 5.6031, 0.7174, -0.2223
5689, 9.176633, 5.4188, 0.8041, -0.2707
5690, 6.984320, 5.4019, 0.7516, -0.2369
5691, 6.585301, 5.2889, 0.8364, -0.2398
5692, 5.563479, 5.4774, 0.8707, -0.1903
5693, 6.814153, 5.4996, 0.8089, -0.2418
5694, 7.668688, 5.5211, 0.7477, -0.2305
5695, 11.479424, 5.6275, 0.8022, -0.1542
5696, 6.115294, 5.4346, 0.8187, -0.2336
5697, 6.658542, 5.3858, 0.9075, -0.1562
5698, 6.128464, 5.2545, 0.8094, -0.2157
5699, 6.604904, 5.2533, 0.8875, -0.1950
5700, 6.140538, 5.1857, 0.7958, -0.2475
5701, 7.573718, 5.1022, 0.7132, -0.4098
5702, 7.801741, 5.1776, 0.7029, -0.5045
5703, 6.324822, 5.0986, 0.7008, -0.5361
5704, 7.701565, 5.0927, 0.6981, -0.4022
5705, 8.054709, 5.2578, 0.6961, -0.5107
5706, 5.910345, 5.3030, 0.6705, -0.5319
5707, 4.831665, 5.3167, 0.6504, -0.5528
5708, 5.000849, 5.2100, 0.6397, -0.5510
5709, 6.727111, 5.1765, 0.6499, -0.5016
5710, 6.451401, 5.2484, 0.6366, -0.5800
5711, 4.989487, 5.3143, 0.6365, -0.5558
5712, 6.439057, 5.4838, 0.6086, -0.5335
5713, 5.654353, 5.4687, 0.6385, -0.5274
5714, 5.758522, 5.4671, 0.6314, -0.5296
5715, 5.585262, 5.4957, 0.6128, -0.5765
5716, 5.734856, 5.4989, 0.6258, -0.5324
5717, 5.808609, 5.5630, 0.6088, -0.5889
5718, 5.571397, 5.5729, 0.6328, -0.5788
5719, 6.297676, 5.7051, 0.6290, -0.5713
5720, 6.181253, 5.6643, 0.6282, -0.5405
5721, 6.634956, 5.5204, 0.5887, -0.5701
5722, 7.781628, 5.5173, 0.6538, -0.4997
5723, 7.382209, 5.3598, 0.6413, -0.4930
5724, 8.230437, 5.4541, 0.6352, -0.4776
5725, 7.539327, 5.5735, 0.5891, -0.6168
5726, 5.760907, 5.4992, 0.6164, -0.5425
5727, 5.683731, 5.6073, 0.6108, -0.5736
5728, 9.673660, 5.5579, 0.6151, -0.4858
5729, 6.433750, 5.7036, 0.6119, -0.6061
5730, 6.298443, 5.7160, 0.6169, -0.5608
5731, 8.972674, 5.7660, 0.6458, -0.5344
5732, 7.217055, 5.8108, 0.6012, -0.5446
5733, 7.301262, 5.8688, 0.6155, -0.6044
5734, 7.297283, 5.8776, 0.6054, -0.6069
5735, 6.659573, 5.8068, 0.5966, -0.6057
5736, 7.969905, 5.9356, 0.5972, -0.6190
5737, 7.867408, 5.9505, 0.6013, -0.6134
5738, 11.526847, 6.0650, 0.5247, -0.5519
5739, 14.178885, 6.1789, 0.5113, -0.6262
5740, 12.927663, 6.2756, 0.5044, -0.6277
5741, 10.729778, 6.3646, 0.5747, -0.6037
5742, 12.277460, 6.2573, 0.4989, -0.6155
5743, 10.473755, 6.2942, 0.5803, -0.6202
5744, 7.781024, 6.3148, 0.5523, -0.6270
5745, 8.215371, 6.2547, 0.5999, -0.5862
5746, 8.692825, 6.1745, 0.5741, -0.5668
5747, 6.789670, 6.1475, 0.5587, -0.6044
5748, 6.438807, 5.9388, 0.5693, -0.5916
5749, 7.133429, 6.0797, 0.5726, -0.5664
5750, 10.858268, 6.0217, 0.5952, -0.5098
5751, 9.171255, 6.0484, 0.5391, -0.5530
5752, 10.949285, 6.0491, 0.5978, -0.5045
5753, 9.579449, 6.1409, 0.5869, -0.6223
5754, 10.104366, 5.9301, 0.5439, -0.5369
5755, 7.032431, 5.9586, 0.5464, -0.5864
5756, 8.277654, 5.9931, 0.5425, -0.6267
5757, 7.768481, 6.1026, 0.5674, -0.6219
5758, 8.216492, 6.0693, 0.5959, -0.6010
5759, 8.187078, 6.0407, 0.5723, -0.5455
5760, 9.888298, 5.8707, 0.6029, -0.6424
5761, 9.381420, 5.9004, 0.6139, -0.6296
5762, 6.396027, 5.7927, 0.6189, -0.5725
5763, 7.003513, 5.7015, 0.6280, -0.5996
5764, 9.107576, 5.5169, 0.5826, -0.5167
5765, 7.821927, 5.4904, 0.6070, -0.6144
5766, 7.991691, 5.6391, 0.6320, -0.5030
5767, 12.109088, 5.6994, 0.5574, -0.5043
5768, 10.932105, 5.7513, 0.5972, -0.4708
5769, 14.379845, 5.6273, 0.5799, -0.4441
5770, 19.550929, 5.5881, 0.6066, -0.3640
5771, 18.942196, 5.5040, 0.6167, -0.3787
5772, 8.631717, 5.5809, 0.7142, -0.3032
5773, 8.852128, 5.4908, 0.6628, -0.3982
5774, 9.826264, 5.5569, 0.6739, -0.3958
5775, 9.351512, 5.3877, 0.6876, -0.3267
5776, 7.223434, 5.2011, 0.7101, -0.3515
5777, 8.324118, 5.2890, 0.6819, -0.3943
5778, 6.788703, 5.1919, 0.6498, -0.5032
5779, 6.983728, 5.1609, 0.6815, -0.4716
5780, 7.578336, 5.2190, 0.7363, -0.2641
5781, 7.434881, 5.2064, 0.7114, -0.3752
5782, 8.044992, 5.2210, 0.6966, -0.3927
5783, 6.487629, 5.3088, 0.6674, -0.5695
5784, 6.189478, 5.4616, 0.6587, -0.5684
5785, 10.939829, 5.4857, 0.5784, -0.5010
5786, 10.377822, 5.5144, 0.6726, -0.4351
5787, 5.804990, 5.5350, 0.6111, -0.5497
5788, 5.517890, 5.3775, 0.6370, -0.5565
5789, 8.787805, 5.4151, 0.6801, -0.5196
5790, 7.165193, 5.5141, 0.5867, -0.6005
5791, 7.048228, 5.6108, 0.6492, -0.5238
5792, 7.796463, 5.6444, 0.5638, -0.5947
5793, 7.396961, 5.6271, 0.6162, -0.5174
5794, 5.520091, 5.5228, 0.6248, -0.5463
5795, 5.749579, 5.6886, 0.6048, -0.5718
5796, 10.188943, 5.6396, 0.6637, -0.3998
5797, 10.313265, 5.6299, 0.6406, -0.4249
5798, 10.226205, 5.5766, 0.6631, -0.3801
5799, 9.859175, 5.5630, 0.6678, -0.3714
5800, 5.935581, 5.5056, 0.6019, -0.5484
5801, 6.138576, 5.6564, 0.6307, -0.5797
5802, 6.828470, 5.6932, 0.6178, -0.6060
5803, 6.874575, 5.6300, 0.5872, -0.6152
5804, 8.868511, 5.8547, 0.6209, -0.6225
5805, 11.254078, 5.7212, 0.6180, -0.6440
5806, 12.176163, 5.7756, 0.5658, -0.6613
5807, 10.520269, 5.8598, 0.5672, -0.5039
5808, 12.899172, 6.0827, 0.6206, -0.4179
5809, 10.303447, 6.1610, 0.6000, -0.5248
5810, 8.944660, 6.0259, 0.5256, -0.6112
5811, 10.769621, 6.0380, 0.6294, -0.5793
5812, 8.470740, 5.9801, 0.5420, -0.5580
5813, 11.208080, 5.9418, 0.6207, -0.4683
5814, 8.000826, 5.8011, 0.6333, -0.5280
5815, 5.976249, 5.8787, 0.5844, -0.5687
5816, 16.706491, 5.8633, 0.5327, -0.6306
5817, 8.843350, 6.0461, 0.6091, -0.6029
5818, 8.516719, 6.0660, 0.5958, -0.6214
5819, 7.533993, 6.0514, 0.5590, -0.6351
5820, 8.561603, 6.1174, 0.6080, -0.5856
5821, 13.626631, 5.9362, 0.5645, -0.4728
5822, 14.930098, 6.0965, 0.6353, -0.5856
5823, 12.256010, 6.0238, 0.5877, -0.4681
5824, 14.696678, 5.9487, 0.5795, -0.4213
5825, 14.961210, 5.9734, 0.5896, -0.3877
5826, 10.971996, 6.0437, 0.6069, -0.4889
5827, 13.006372, 5.8252, 0.6530, -0.5343
5828, 14.116621, 5.8468, 0.6462, -0.5037
5829, 8.950968, 5.9363, 0.6183, -0.5200
5830, 7.004138, 5.9560, 0.6883, -0.2722
5831, 5.954633, 5.8239, 0.7415, -0.2551
5832, 6.854002, 5.8123, 0.7088, -0.2565
5833, 9.668294, 5.7612, 0.6765, -0.2828
5834, 9.093977, 5.6859, 0.6999, -0.2434
5835, 8.997367, 5.7050, 0.7465, -0.2090
5836, 8.738324, 5.6501, 0.8168, -0.2528
5837, 9.023871, 5.7926, 0.8067, -0.2472
5838, 6.190701, 5.6763, 0.7349, -0.2553
5839, 5.593960, 5.6772, 0.7816, -0.2292
5840, 5.773109, 5.6755, 0.7811, -0.2465
5841, 4.987649, 5.6195, 0.8535, -0.1948
5842, 4.919878, 5.6326, 0.8330, -0.1929
5843, 6.324119, 5.4265, 0.8189, -0.2387
5844, 5.873456, 5.2832, 0.8316, -0.2227
5845, 5.966553, 5.3037, 0.8597, -0.1768
5846, 13.299319, 5.3604, 0.7554, -0.1923
5847, 11.128992, 5.4241, 0.8514, -0.1427
5848, 5.475079, 5.4436, 0.8379, -0.1929
5849, 6.481300, 5.2198, 0.8473, -0.1929
5850, 6.676913, 5.2773, 0.8682, -0.2104
5851, 7.941477, 5.1965, 0.8047, -0.2076
5852, 9.650993, 5.2316, 0.8932, -0.2194
5853, 8.244838, 5.2929, 0.8069, -0.2634
5854, 7.803680, 5.2278, 0.9237, -0.1699
5855, 7.586729, 4.9299, 0.8794, -0.1761
5856, 7.106971, 4.7274, 0.9110, -0.2224
5857, 5.360943, 4.7482, 0.8265, -0.2440
5858, 4.722701, 4.5765, 0.8096, -0.2701
5859, 5.626082, 4.4771, 0.8525, -0.2256
5860, 7.513731, 4.5117, 0.8898, -0.2484
5861, 7.837617, 4.6200, 0.8327, -0.2064
5862, 8.350294, 4.5767, 0.7937, -0.3565
5863, 5.245873, 4.5591, 0.7735, -0.4701
5864, 5.866729, 4.5859, 0.7502, -0.3942
5865, 5.790941, 4.5924, 0.7011, -0.5322
5866, 7.780812, 4.6967, 0.6827, -0.5494
5867, 7.361235, 4.6250, 0.7042, -0.5607
5868, 6.406346, 4.6344, 0.7193, -0.4278
5869, 6.878188, 4.4400, 0.7476, -0.3869
5870, 5.208037, 4.4659, 0.7381, -0.4566
5871, 5.187424, 4.6361, 0.7058, -0.5082
5872, 5.814680, 4.6414, 0.7291, -0.5470
5873, 6.001019, 4.5512, 0.7059, -0.5343
5874, 7.436068, 4.5752, 0.7684, -0.5554
5875, 7.089077, 4.6721, 0.7605, -0.5527
5876, 8.443964, 4.6563, 0.6695, -0.5369
5877, 4.375429, 4.6089, 0.7451, -0.5114
5878, 4.488929, 4.6372, 0.7347, -0.4738
5879, 4.710512, 4.6971, 0.7402, -0.5033
5880, 5.633215, 4.4972, 0.7632, -0.5388
5881, 5.072909, 4.5205, 0.7433, -0.4440
5882, 5.073398, 4.5220, 0.7732, -0.4048
5883, 5.694913, 4.2142, 0.8147, -0.3267
5884, 7.101604, 4.2281, 0.8643, -0.2716
5885, 8.077432, 4.1931, 0.9805, -0.1612
5886, 11.774686, 4.1747, 1.0414, -0.1151
5887, 18.144687, 4.0445, 1.0726, -0.0693
5888, 11.330358, 3.9932, 1.0704, -0.1458
5889, 9.747458, 4.0351, 0.9833, -0.2272
5890, 11.452875, 3.9367, 1.0210, -0.1261
5891, 10.767547, 3.8099, 1.0226, -0.1408
5892, 15.615205, 3.7601, 1.0222, -0.1190
5893, 16.965425, 3.7588, 1.0224, -0.1146
5894, 6.265785, 3.8171, 0.9473, -0.2236
5895, 8.011824, 3.7322, 0.9132, -0.3510
5896, 8.505428, 3.5961, 0.9373, -0.3274
5897, 6.107782, 3.5837, 0.9268, -0.3708
5898, 5.773675, 3.4677, 0.9453, -0.3444
5899, 7.306937, 3.5917, 0.9197, -0.4410
5900, 7.075522, 3.7356, 0.8304, -0.4064
5901, 4.669153, 3.6448, 0.9071, -0.3033
5902, 3.498099, 3.5335, 0.9117, -0.4179
5903, 7.981548, 3.5102, 0.8600, -0.4120
5904, 8.512675, 3.4192, 0.8731, -0.3960
5905, 7.078593, 3.5896, 0.8820, -0.4696
5906, 7.760152, 3.5419, 0.8547, -0.4035
5907, 8.103103, 3.6289, 0.8426, -0.3840
5908, 5.604493, 3.7463, 0.8551, -0.3522
5909, 3.786052, 3.7026, 0.8783, -0.3691
5910, 3.605677, 3.6401, 0.8747, -0.3859
5911, 3.363564, 3.7952, 0.8640, -0.4135
5912, 4.174985, 3.8104, 0.8834, -0.3740
5913, 4.380340, 3.8560, 0.8265, -0.4036
5914, 4.108616, 3.8134, 0.8788, -0.4415
5915, 7.258964, 3.7453, 0.8074, -0.4339
5916, 5.650807, 3.6505, 0.8653, -0.4635
5917, 5.436911, 3.6178, 0.8795, -0.4567
5918, 5.750397, 3.7659, 0.8352, -0.4771
5919, 6.319324, 3.8287, 0.8191, -0.4112
5920, 6.329265, 3.9635, 0.8282, -0.5089
5921, 4.580773, 3.8857, 0.8319, -0.3874
5922, 6.015158, 3.8831, 0.7946, -0.4636
5923, 5.117414, 4.0770, 0.8541, -0.2709
5924, 4.900210, 4.0424, 0.8605, -0.2787
5925, 8.201702, 4.0835, 0.8076, -0.3358
5926, 6.705034, 3.8632, 0.8930, -0.3367
5927, 6.735630, 3.7992, 0.9563, -0.2310
5928, 3.395025, 3.7935, 0.8583, -0.4280
5929, 3.384290, 3.8224, 0.8573, -0.4208
5930, 7.868650, 3.7373, 0.8089, -0.4163
5931, 7.073252, 3.7725, 0.8225, -0.4148
5932, 5.741716, 3.7161, 0.8864, -0.4632
5933, 4.144717, 3.7828, 0.8507, -0.3856
5934, 3.857286, 3.5938, 0.8642, -0.4176
5935, 3.988426, 3.6039, 0.9162, -0.3133
5936, 3.581988, 3.6782, 0.8807, -0.3826
5937, 4.489694, 3.6616, 0.8827, -0.3489
5938, 4.104643, 3.7836, 0.8730, -0.3463
5939, 4.323749, 3.6869, 0.9035, -0.3091
5940, 3.942801, 3.7162, 0.8474, -0.4078
5941, 4.547422, 3.8401, 0.8428, -0.3782
5942, 4.684596, 3.9935, 0.8492, -0.4089
5943, 5.645885, 3.9668, 0.7738, -0.4696
5944, 11.116827, 3.9433, 0.7783, -0.3939
5945, 4.394939, 3.7566, 0.8948, -0.3047
5946, 6.438024, 3.6621, 0.9178, -0.2383
5947, 8.246143, 3.7930, 0.9298, -0.1915
5948, 7.378155, 3.7723, 0.9586, -0.1902
5949, 6.209064, 3.6955, 0.8469, -0.3688
5950, 5.727459, 3.6207, 0.9371, -0.2631
5951, 6.113684, 3.7354, 0.8813, -0.3124
5952, 5.361693, 3.5565, 0.8993, -0.3394
5953, 4.973875, 3.5169, 0.9458, -0.2654
5954, 10.646716, 3.4596, 0.9712, -0.2955
5955, 4.209885, 3.5440, 0.9219, -0.3122
5956, 4.255241, 3.6359, 0.9010, -0.3359
5957, 3.558533, 3.6747, 0.8674, -0.4028
5958, 3.570995, 3.6617, 0.9005, -0.3896
5959, 3.958563, 3.6826, 0.8601, -0.3941
5960, 4.036863, 3.6946, 0.8447, -0.4153
5961, 3.534066, 3.6245, 0.8834, -0.4290
5962, 3.221349, 3.6870, 0.8846, -0.4409
5963, 3.614801, 3.7239, 0.8539, -0.4160
5964, 3.619008, 3.7498, 0.8815, -0.3741
5965, 4.380428, 3.7867, 0.8862, -0.3700
5966, 6.490880, 3.7866, 0.9130, -0.2827
5967, 5.218893, 3.6065, 0.9326, -0.3204
5968, 6.627780, 3.5572, 0.9373, -0.3279
5969, 4.149970, 3.6907, 0.8969, -0.3513
5970, 3.722691, 3.7063, 0.8800, -0.4103
5971, 3.667306, 3.8008, 0.8446, -0.4116
5972, 5.139872, 3.7923, 0.8908, -0.2737
5973, 4.286440, 3.9076, 0.8736, -0.3646
5974, 4.313514, 3.9424, 0.8546, -0.3903
5975, 3.401236, 3.9020, 0.8476, -0.4236
5976, 4.573797, 3.9223, 0.8776, -0.2874
5977, 6.281101, 3.9936, 0.8593, -0.4050
5978, 4.544218, 3.8450, 0.8810, -0.3693
5979, 7.152961, 3.8274, 0.8090, -0.4197
5980, 3.534576, 3.8826, 0.8498, -0.4320
5981, 3.402725, 3.9013, 0.8370, -0.4302
5982, 5.093300, 3.9979, 0.8182, -0.3811
5983, 3.953699, 3.9535, 0.8233, -0.3997
5984, 5.668725, 4.0081, 0.8502, -0.4404
5985, 3.435700, 3.8313, 0.8569, -0.4375
5986, 7.437983, 3.8668, 0.8873, -0.4340
5987, 4.560990, 3.7744, 0.8332, -0.4591
5988, 5.910219, 3.6538, 0.8473, -0.4509
5989, 3.588144, 3.5666, 0.9050, -0.3602
5990, 3.623730, 3.7501, 0.8459, -0.4372
5991, 4.659076, 3.7252, 0.8497, -0.4697
5992, 4.399276, 3.6158, 0.9183, -0.3130
5993, 6.594007, 3.7752, 0.8915, -0.4638
5994, 11.754622, 3.7175, 0.8536, -0.5201
5995, 3.659409, 3.7334, 0.8576, -0.4508
5996, 4.713385, 3.6115, 0.8635, -0.3774
5997, 3.985193, 3.6147, 0.8721, -0.4429
5998, 4.623705, 3.6367, 0.8557, -0.4053
5999, 5.397755, 3.7144, 0.8418, -0.3853
6000, 7.475319, 3.4936, 0.8527, -0.4307
6001, 11.792755, 3.6049, 0.8250, -0.4927
6002, 7.799251, 3.6102, 0.9027, -0.4755
6003, 3.641046, 3.7258, 0.8913, -0.3935
6004, 3.754078, 3.7420, 0.8497, -0.4064
6005, 5.184146, 3.7675, 0.8813, -0.4659
6006, 9.158831, 3.7241, 0.8250, -0.4916
6007, 4.605683, 3.6610, 0.8666, -0.4608
6008, 4.335398, 3.5574, 0.9121, -0.3312
6009, 5.423262, 3.5207, 0.9398, -0.3109
6010, 3.920735, 3.5125, 0.9008, -0.3881
6011, 3.414594, 3.6041, 0.8677, -0.4183
6012, 4.181171, 3.4530, 0.9139, -0.4080
6013, 3.973452, 3.4104, 0.9404, -0.3664
6014, 7.849243, 3.4500, 0.9324, -0.4527
6015, 12.306365, 3.3911, 0.9646, -0.3815
6016, 8.691354, 3.3968, 0.9655, -0.3390
6017, 4.090883, 3.4082, 0.9446, -0.3501
6018, 4.328333, 3.3945, 0.9115, -0.3980
6019, 5.181668, 3.4561, 0.9134, -0.4299
6020, 4.591331, 3.4234, 0.9213, -0.4091
6021, 5.519408, 3.3661, 0.9634, -0.2595
6022, 6.425877, 3.3863, 0.9799, -0.2499
6023, 7.232482, 3.2434, 0.9320, -0.3394
6024, 8.753021, 3.3284, 0.9699, -0.4058
6025, 4.273540, 3.2721, 0.9516, -0.3611
6026, 5.531281, 3.3733, 0.8937, -0.3975
6027, 6.260139, 3.2650, 0.9104, -0.3875
6028, 6.759628, 3.0745, 0.9570, -0.3919
6029, 7.269151, 3.0756, 0.9558, -0.3565
6030, 10.818658, 3.0574, 0.9282, -0.3826
6031, 14.758061, 3.2085, 0.8646, -0.4431
6032, 9.406382, 3.3574, 0.8853, -0.3848
6033, 12.389232, 3.4860, 0.9121, -0.4932
6034, 10.168438, 3.4357, 0.8634, -0.3904
6035, 11.457423, 3.4037, 0.9318, -0.2553
6036, 7.976093, 3.4623, 1.0075, -0.1855
6037, 9.936644, 3.5711, 1.0364, -0.1587
6038, 8.687075, 3.4648, 1.0075, -0.2185
6039, 7.965814, 3.3049, 0.9733, -0.3635
6040, 7.905769, 3.2805, 0.9060, -0.3531
6041, 11.850834, 3.3670, 1.0100, -0.2418
6042, 9.556527, 3.2976, 0.9962, -0.1868
6043, 13.003694, 3.3610, 0.9969, -0.2558
6044, 8.156137, 3.4344, 1.0111, -0.2082
6045, 3.668217, 3.3295, 0.9513, -0.3516
6046, 5.617268, 3.3518, 0.9653, -0.3041
6047, 5.952286, 3.0993, 1.0115, -0.2954
6048, 5.762317, 3.0799, 1.0056, -0.2632
6049, 5.128724, 3.1680, 0.9909, -0.2720
6050, 4.676290, 3.1665, 0.9837, -0.2998
6051, 5.767304, 3.1692, 0.9544, -0.3557
6052, 7.420788, 3.2021, 0.9579, -0.2968
6053, 8.277688, 3.3422, 0.9660, -0.2285
6054, 14.450351, 3.4708, 0.9474, -0.1961
6055, 7.951531, 3.4275, 0.9998, -0.2059
6056, 8.009717, 3.1803, 0.9875, -0.3876
6057, 6.339545, 3.2184, 0.9759, -0.4032
6058, 6.719386, 3.1303, 0.9697, -0.3157
6059, 9.543109, 3.1946, 1.0545, -0.1757
6060, 4.315529, 3.1784, 0.9863, -0.3099
6061, 8.829705, 3.1182, 0.9475, -0.4348
6062, 6.166001, 3.0000, 0.9889, -0.3813
6063, 11.863597, 2.8845, 0.9670, -0.3871
6064, 16.304234, 2.9723, 0.9182, -0.3467
6065, 13.734161, 3.0787, 0.9264, -0.3370
6066, 5.906763, 3.2327, 0.9697, -0.3996
6067, 6.127628, 3.0650, 0.9701, -0.3834
6068, 6.330226, 3.2492, 0.9208, -0.3951
6069, 11.575694, 3.2468, 0.8866, -0.3698
6070, 8.819131, 3.2763, 0.9111, -0.3242
6071, 4.294547, 3.3812, 0.9434, -0.3917
6072, 3.895592, 3.3631, 0.9536, -0.3423
6073, 9.428313, 3.1943, 0.8988, -0.4233
6074, 11.206032, 3.3061, 0.8680, -0.3743
6075, 11.746522, 3.2276, 0.9004, -0.3606
6076, 11.505529, 3.3068, 0.9535, -0.2416
6077, 10.654097, 3.3687, 0.8825, -0.3728
6078, 3.760431, 3.3934, 0.9385, -0.3544
6079, 5.115258, 3.3864, 0.9568, -0.3763
6080, 5.776439, 3.5243, 0.8858, -0.3474
6081, 8.775900, 3.5533, 0.9344, -0.3485
6082, 6.813849, 3.5457, 0.9493, -0.2880
6083, 7.558997, 3.6790, 0.9596, -0.2336
6084, 5.989759, 3.6952, 0.8998, -0.2864
6085, 2.896403, 3.7103, 0.8827, -0.4251
6086, 4.732046, 3.7195, 0.8514, -0.4697
6087, 5.642372, 3.6297, 0.8455, -0.4361
6088, 5.595268, 3.6481, 0.8839, -0.3230
6089, 6.139068, 3.5968, 0.9497, -0.2643
6090, 10.944588, 3.4868, 0.9798, -0.1714
6091, 13.430956, 3.4194, 0.9776, -0.1668
6092, 10.871929, 3.3145, 1.0396, -0.1622
6093, 7.722272, 3.3811, 0.9834, -0.2056
6094, 4.567622, 3.3547, 0.9604, -0.3046
6095, 4.802567, 3.2119, 0.9799, -0.2769
6096, 6.243679, 3.1943, 0.9641, -0.3006
6097, 6.626426, 3.0713, 1.0159, -0.2950
6098, 6.243825, 3.0240, 1.0092, -0.3354
6099, 5.201384, 3.0815, 0.9842, -0.3474
6100, 4.862020, 3.2872, 0.9420, -0.3396
6101, 5.844783, 3.3830, 0.9441, -0.4148
6102, 5.116432, 3.2808, 0.9290, -0.3880
6103, 7.987921, 3.3993, 0.9461, -0.4375
6104, 8.044675, 3.4486, 0.8726, -0.4435
6105, 8.291126, 3.5260, 0.8974, -0.4777
6106, 12.352965, 3.5145, 0.8271, -0.4833
6107, 8.025860, 3.6326, 0.8696, -0.4901
6108, 6.578593, 3.6628, 0.9581, -0.2280
6109, 8.045772, 3.7102, 0.9940, -0.1729
6110, 11.474183, 3.8399, 0.9308, -0.2727
6111, 4.179401, 3.7940, 0.8856, -0.3405
6112, 4.096312, 3.9531, 0.8482, -0.3803
6113, 4.665183, 3.8064, 0.8479, -0.3752
6114, 3.822601, 3.8295, 0.8366, -0.4719
6115, 4.132569, 3.7576, 0.8589, -0.4600
6116, 6.315943, 3.7166, 0.8495, -0.3623
6117, 4.204926, 3.6609, 0.8545, -0.3951
6118, 4.421679, 3.4425, 0.9438, -0.3707
6119, 6.069476, 3.3384, 0.9135, -0.3457
6120, 10.890617, 3.2564, 0.9181, -0.3153
6121, 6.228192, 3.2225, 0.9318, -0.4079
6122, 4.224830, 3.2719, 0.9722, -0.3270
