     ID ,       RA ,       DE ,   MagK ,    K_t , lgL_K ,  Vls ,   D_i ,     ID1
1013999 , 234.9075 ,  29.4325 , -16.99 ,   8.15 ,  8.11 ,  428 ,  1.07 , 1013999
1086922 , 234.2291 ,  26.7767 , -15.53 ,  12.06 ,  7.52 ,  455 ,  3.30 , 1013999
1032139 , 301.5160 ,  -5.3971 , -16.91 ,  12.33 ,  8.07 ,  551 ,  7.05 , 1032139
1088131 , 301.8852 ,  -5.7583 , -14.30 ,  14.81 ,  7.03 ,  520 ,  6.64 , 1032139
1052376 , 193.1265 ,  28.0977 , -16.62 ,  13.12 ,  7.96 ,  548 ,  8.89 , 1052376
1052377 , 192.7114 ,  28.1193 , -15.17 ,  14.58 ,  7.38 ,  565 ,  8.92 , 1052376
1066772 ,  17.9239 ,   7.5924 , -16.38 ,  10.53 ,  7.87 ,  430 ,  2.41 , 1066772
1066773 ,  18.2391 ,   7.7404 , -14.41 ,  12.51 ,  7.08 ,  389 ,  2.42 , 1066772
1056006 , 182.4888 , -39.0421 , -14.98 ,  13.43 ,  7.31 ,  463 ,  4.81 , 1056006
1056007 , 181.7497 , -39.0481 , -14.98 ,  13.43 ,  7.30 ,  457 ,  4.80 , 1056006
1013964 , 266.5052 , -34.5443 , -18.62 ,   6.93 ,  8.76 ,   15 ,  1.29 , 1013964
1014035 , 264.7574 , -38.8308 , -14.11 ,  11.42 ,  6.96 ,  236 ,  1.28 , 1013964
1051133 , 247.5300 ,  -7.9867 , -17.41 ,  12.28 ,  8.28 ,  663 ,  8.67 , 1051133
1078786 , 247.6485 ,  -7.7042 , -15.64 ,  13.99 ,  7.57 ,  620 ,  8.44 , 1051133
1013945 , 244.3168 ,  21.2588 , -22.19 ,   3.46 , 10.19 ,  307 ,  1.35 , 1013945
1013947 , 220.2556 ,  16.0925 , -22.92 ,   1.98 , 10.48 ,  309 ,  0.96 , 1013947
1013949 , 222.1499 ,  21.5212 , -21.73 ,   2.54 , 10.00 ,   92 ,  0.71 , 1013949
1013954 , 140.0862 , -12.2259 , -22.33 ,  -3.72 , 10.24 , -138 ,  0.05 , 1013954
1013958 , 134.2061 , -22.9358 , -20.84 ,   0.70 ,  9.65 ,  -33 ,  0.20 , 1013958
1013961 , 251.1904 , -14.1702 , -19.94 ,   5.19 ,  9.29 , -274 ,  1.06 , 1013961
1013965 ,  84.4373 ,   1.4936 , -17.43 ,   6.58 ,  8.28 , -186 ,  0.63 , 1013965
1013966 , 259.3861 ,  36.7511 , -17.54 ,   7.30 ,  8.33 ,  331 ,  0.93 , 1013966
1013969 , 246.5477 ,  15.9497 , -17.91 ,   5.06 ,  8.48 ,  550 ,  0.39 , 1013969
1013970 , 168.7766 ,  39.2775 , -17.26 ,   5.44 ,  8.22 ,   17 ,  0.35 , 1013970
1013971 , 115.6644 ,  55.4311 , -15.91 ,   7.92 ,  7.68 , -159 ,  0.58 , 1013971
1013973 , 236.5671 ,  48.0831 , -15.39 ,   8.93 ,  7.47 ,  294 ,  0.73 , 1013973
1013974 , 242.8288 ,  28.2110 , -16.10 ,   8.41 ,  7.75 , -157 ,  0.80 , 1013974
1013984 , 238.5273 ,  37.2895 , -15.10 ,   8.77 ,  7.35 , -157 ,  0.59 , 1013984
1013987 , 244.0737 , -33.7317 , -15.98 ,   7.30 ,  7.70 , -267 ,  0.45 , 1013987
1013988 , 275.6497 ,  20.3040 , -16.60 ,   8.93 ,  7.95 ,  103 ,  1.28 , 1013988
1013990 , 209.4206 ,  25.0434 , -17.06 ,   6.43 ,  8.14 ,  504 ,  0.50 , 1013990
1013991 , 241.4232 ,  53.0550 , -14.06 ,  10.68 ,  6.94 ,  651 ,  0.89 , 1013991
1013992 , 214.6129 ,  40.5565 , -15.64 ,   9.36 ,  7.57 ,  110 ,  1.00 , 1013992
1013996 , 275.7720 , -36.4261 , -14.03 ,  11.26 ,  6.92 ,  553 ,  1.14 , 1013996
1014001 , 206.0686 ,  50.4760 , -16.32 ,   6.79 ,  7.84 , -112 ,  0.42 , 1014001
1014003 , 316.6538 , -53.3412 , -15.56 ,   8.33 ,  7.53 ,  392 ,  0.60 , 1014003
1014004 , 123.7337 , -14.6847 , -17.77 ,   4.90 ,  8.42 ,   -6 ,  0.34 , 1014004
1014005 , 309.7564 ,  10.9103 , -17.30 ,   2.78 ,  8.23 ,  184 ,  0.10 , 1014005
1014007 , 211.2039 , -47.9151 , -17.60 ,   5.77 ,  8.35 ,  170 ,  0.47 , 1014007
1014017 , 243.3733 ,  36.6393 , -15.33 ,  10.01 ,  7.44 ,  236 ,  1.17 , 1014017
1014018 , 244.2948 ,  18.1121 , -14.24 ,  11.69 ,  7.01 ,  331 ,  1.53 , 1014018
1014025 , 209.2642 ,  37.9285 , -15.35 ,   9.57 ,  7.45 ,  140 ,  0.97 , 1014025
1014029 , 343.3742 ,  53.3655 , -14.84 ,   8.33 ,  7.25 ,   66 ,  0.43 , 1014029
1014031 , 221.8631 ,  16.0402 , -15.82 ,   8.74 ,  7.64 ,  200 ,  0.82 , 1014031
1014039 , 209.8380 ,  29.1185 , -15.01 ,   6.65 ,  7.31 ,  -88 ,  0.21 , 1014039
1016708 , 286.5402 , -18.8645 , -20.81 ,   6.34 ,  9.63 ,  976 ,  2.69 , 1016708
1016717 , 284.4162 , -33.4753 , -18.00 ,   9.00 ,  8.51 ,  219 ,  2.52 , 1016717
1030153 , 306.6762 ,  -9.0017 , -18.05 ,  11.33 ,  8.53 ,  612 ,  7.50 , 1030153
1031139 ,  70.6240 , -29.9012 , -22.88 ,   6.51 , 10.46 ,  572 ,  7.54 , 1031139
1032211 , 105.7622 ,  56.3995 , -23.09 ,   5.53 , 10.55 ,  464 ,  5.30 , 1032211
1032620 , 311.4230 , -34.8817 , -23.29 ,   6.47 , 10.63 ,  660 ,  8.92 , 1032620
1032895 , 125.5061 , -47.6635 , -22.62 ,   4.19 , 10.36 ,   89 ,  2.30 , 1032895
1033025 , 240.0032 , -31.2797 , -23.06 ,   6.53 , 10.53 ,  665 ,  8.25 , 1033025
1033372 ,  86.6033 ,  67.8169 , -19.61 ,   7.41 ,  9.16 ,  359 ,  2.53 , 1033372
1033399 , 231.7660 ,  32.6206 , -23.17 ,   6.20 , 10.58 ,  644 ,  7.47 , 1033399
1034080 , 169.6464 , -23.6306 , -22.72 ,   6.55 , 10.40 ,  569 ,  7.14 , 1034080
1034221 , 125.2447 ,  14.4788 , -22.40 ,   6.87 , 10.27 ,  486 ,  7.15 , 1034221
1034879 , 337.2013 , -56.2727 , -22.21 ,   7.21 , 10.19 ,  609 ,  7.63 , 1034879
1035279 , 291.4995 , -60.9918 , -22.24 ,   6.92 , 10.21 ,  478 ,  6.79 , 1035279
1035346 , 131.5847 , -57.8527 , -21.98 ,   3.42 , 10.10 ,  212 ,  1.20 , 1035346
1035347 , 131.1928 , -54.9657 , -15.28 ,  10.52 ,  7.42 ,  347 ,  1.44 , 1035347
1035779 ,  46.6714 ,   7.6885 , -21.75 ,   7.25 , 10.01 ,  701 ,  6.29 , 1035779
1036576 ,  93.6898 ,  44.3054 , -20.28 ,   9.43 ,  9.42 ,  659 ,  8.74 , 1036576
1036577 ,  96.5411 ,  45.0332 , -19.52 ,  10.17 ,  9.12 ,  625 ,  8.66 , 1036577
1036578 ,  95.0872 ,  44.7396 , -15.14 ,  14.58 ,  7.37 ,  641 ,  8.81 , 1036578
1036865 ,  50.2492 , -37.6968 , -22.15 ,   5.09 , 10.17 ,  410 ,  2.81 , 1036865
1036972 ,  91.3874 , -32.6752 , -20.04 ,   7.18 ,  9.33 ,  142 ,  2.78 , 1036972
1037375 ,  11.7400 , -31.9694 , -21.82 ,   8.12 , 10.04 ,  931 ,  9.71 , 1037375
1037493 ,  77.8838 ,   4.4687 , -21.54 ,   7.50 ,  9.93 ,  490 ,  6.43 , 1037493
1038952 , 255.9062 , -47.4077 , -17.30 ,  12.22 ,  8.23 ,  551 ,  8.04 , 1038952
1039943 ,  83.7188 , -31.5184 , -20.56 ,   8.65 ,  9.54 ,  500 ,  6.97 , 1039943
1040048 , 137.4348 , -45.0481 , -20.40 ,   8.85 ,  9.47 ,  577 ,  7.10 , 1040048
1040213 , 248.1919 ,  32.7503 , -20.84 ,   7.52 ,  9.65 ,  562 ,  4.71 , 1040213
1040636 , 297.2793 ,  16.6634 , -20.49 ,   8.75 ,  9.51 ,  668 ,  7.04 , 1040636
1040739 ,  33.1669 ,   7.9448 , -20.51 ,   8.23 ,  9.52 ,  687 ,  5.61 , 1040739
1041075 ,  11.2825 ,  65.7086 , -21.03 ,   3.36 ,  9.72 , -101 ,  0.76 , 1041075
1041845 , 351.8613 , -39.0641 , -20.73 ,   9.01 ,  9.61 ,  801 ,  8.88 , 1041845
1041937 , 202.7785 ,  28.1177 , -20.20 ,   9.57 ,  9.39 ,  507 ,  9.00 , 1041937
1041953 ,  51.7457 ,  69.0645 , -20.42 ,   8.90 ,  9.48 ,  669 ,  7.31 , 1041953
1042141 ,  77.8602 ,  46.0230 , -20.87 ,   9.10 ,  9.66 ,  758 ,  9.87 , 1042141
1042157 ,  71.4737 , -11.7880 , -20.89 ,   7.86 ,  9.67 ,  434 ,  5.61 , 1042157
1042737 , 127.9852 , -45.6125 , -20.43 ,   9.57 ,  9.48 ,  866 ,  9.99 , 1042737
1042765 , 119.2591 ,  42.0393 , -20.11 ,   8.07 ,  9.36 ,  342 ,  4.34 , 1042765
1042775 ,  90.0676 , -44.1562 , -20.49 ,   8.45 ,  9.51 ,  492 ,  6.15 , 1042775
1042783 ,  54.1609 , -33.6251 , -21.11 ,   6.32 ,  9.76 ,  443 ,  3.07 , 1042783
1042845 , 203.1277 ,  73.6877 , -20.17 ,   8.98 ,  9.38 ,  619 ,  6.77 , 1042845
1042900 , 229.9319 ,  41.3503 , -20.69 ,   8.76 ,  9.59 ,  730 ,  7.76 , 1042900
1043276 , 238.3098 ,  30.4099 , -20.03 ,   9.31 ,  9.32 ,  684 ,  7.38 , 1043276
1043693 , 193.2705 ,  23.4102 , -19.84 ,   8.95 ,  9.25 ,  393 ,  5.71 , 1043693
1043930 , 119.1315 ,   9.2186 , -20.44 ,   8.77 ,  9.49 ,  455 ,  6.95 , 1043930
1043997 , 117.2611 ,  12.6601 , -20.03 ,   9.17 ,  9.32 ,  455 ,  6.93 , 1043997
1044093 , 221.5906 ,  37.0242 , -19.92 ,   8.88 ,  9.28 ,  424 ,  5.75 , 1044093
1044320 , 174.2476 , -28.5145 , -20.37 ,   9.56 ,  9.46 ,  778 ,  9.69 , 1044320
1044370 , 246.3179 ,  27.4397 , -20.24 ,   8.31 ,  9.41 ,  550 ,  5.13 , 1044370
1044452 ,  67.0313 ,  35.1502 , -20.62 ,   9.13 ,  9.56 ,  697 ,  8.93 , 1044452
1044580 , 163.8944 , -22.8194 , -20.04 ,   8.14 ,  9.33 ,  414 ,  4.32 , 1044580
1044645 , 247.9361 ,  50.2007 , -20.62 ,   8.96 ,  9.56 ,  729 ,  8.21 , 1044645
1045044 , 222.8286 , -50.8861 , -19.63 ,   9.81 ,  9.16 ,  549 ,  7.75 , 1045044
1045047 ,  79.4125 ,  16.2297 , -20.00 ,   9.31 ,  9.31 ,  554 ,  7.29 , 1045047
1045115 , 108.8303 ,  45.0621 , -20.50 ,   9.15 ,  9.51 ,  605 ,  8.49 , 1045115
1045201 ,  59.8421 , -25.4117 , -20.06 ,   5.89 ,  9.34 ,   14 ,  1.55 , 1045201
1045211 , 215.7913 ,  27.1236 , -19.77 ,   8.54 ,  9.22 ,  487 ,  4.57 , 1045211
1045499 , 213.8736 ,  23.6161 , -20.17 ,   7.75 ,  9.38 ,  457 ,  3.84 , 1045499
1045557 , 123.0548 , -46.9374 , -20.11 ,   8.21 ,  9.35 ,  310 ,  4.61 , 1045557
1045588 , 136.2708 , -40.1080 , -19.53 ,  10.05 ,  9.12 ,  693 ,  8.26 , 1045588
1045626 , 205.6498 ,  29.7218 , -19.79 ,   8.78 ,  9.23 ,  370 ,  5.16 , 1045626
1045846 , 237.8103 , -42.1706 , -20.24 ,   8.94 ,  9.41 ,  533 ,  6.87 , 1045846
1046052 , 186.3023 ,  14.2651 , -19.76 ,   9.75 ,  9.22 ,  513 ,  7.97 , 1046052
1046176 , 304.0910 ,  -5.5979 , -20.14 ,   8.56 ,  9.37 ,  522 ,  5.49 , 1046176
1047027 , 131.1780 ,  21.3964 , -19.04 ,  10.42 ,  8.93 ,  515 ,  7.81 , 1047027
1047269 ,  59.2447 , -29.2572 , -20.19 ,   8.87 ,  9.39 ,  616 ,  6.49 , 1047269
1047342 ,   3.1505 , -52.0778 , -19.50 ,  10.29 ,  9.11 ,  726 ,  9.08 , 1047342
1047356 ,   4.8297 ,  13.7785 , -19.52 ,   9.04 ,  9.12 ,  593 ,  5.14 , 1047356
1047677 , 336.4040 ,  31.2755 , -18.13 ,  11.65 ,  8.56 ,  749 ,  9.02 , 1047677
1047746 , 296.0909 ,  37.1489 , -19.89 ,   9.89 ,  9.27 ,  738 ,  9.03 , 1047746
1047844 , 199.1438 ,  26.9038 , -19.24 ,   9.56 ,  9.01 ,  400 ,  5.75 , 1047844
1048123 ,  60.6508 ,  -1.5570 , -19.72 ,   8.58 ,  9.20 ,  685 ,  4.57 , 1048123
1048252 , 188.2235 ,  12.8347 , -18.75 ,  10.17 ,  8.81 ,  412 ,  6.08 , 1048252
1048317 , 311.2531 , -16.4937 , -18.97 ,  10.31 ,  8.90 ,  551 ,  7.21 , 1048317
1048460 , 349.9925 , -30.6348 , -19.50 ,  10.01 ,  9.11 ,  733 ,  7.95 , 1048460
1048651 ,  73.6851 , -41.2034 , -19.71 ,   9.20 ,  9.20 ,  481 ,  6.07 , 1048651
1048705 , 211.8062 ,  31.0349 , -19.38 ,  10.45 ,  9.06 ,  474 ,  9.23 , 1048705
1048965 , 187.3734 ,   9.2714 , -18.95 ,  10.91 ,  8.89 ,  653 ,  9.38 , 1048965
1049013 , 313.2287 ,  30.5344 , -17.67 ,  12.04 ,  8.38 ,  716 ,  8.73 , 1049013
1049077 , 234.4639 , -48.1937 , -19.47 ,   9.43 ,  9.10 ,  395 ,  6.03 , 1049077
1049087 , 180.5696 , -34.7247 , -19.33 ,   8.76 ,  9.04 ,  400 ,  4.16 , 1049087
1049305 , 169.9016 , -21.1446 , -18.80 ,  10.84 ,  8.83 ,  639 ,  8.46 , 1049305
1049306 , 170.0726 , -20.2356 , -17.38 ,  12.27 ,  8.27 ,  609 ,  8.54 , 1049306
1049399 ,  65.0754 , -29.7655 , -19.62 ,   9.95 ,  9.16 ,  619 ,  8.18 , 1049399
1049604 ,  57.4021 ,  -1.9634 , -17.59 ,  10.57 ,  8.35 ,  480 ,  4.28 , 1049604
1049605 ,  57.5352 ,  -4.1257 , -16.83 ,  11.34 ,  8.04 ,  478 ,  4.31 , 1049605
1049650 , 155.1178 ,  44.5830 , -18.85 ,  10.91 ,  8.85 ,  676 ,  8.98 , 1049650
1049674 , 325.6527 , -59.1065 , -19.46 ,   9.75 ,  9.10 ,  524 ,  6.94 , 1049674
1049736 , 216.8552 ,  33.4692 , -19.24 ,  10.36 ,  9.01 ,  527 ,  8.32 , 1049736
1050158 , 259.2772 , -54.7242 , -19.57 ,   8.87 ,  9.14 ,  367 ,  4.89 , 1050158
1050390 , 324.2923 , -38.9488 , -19.12 ,  10.64 ,  8.96 ,  708 ,  8.96 , 1050390
1050399 , 328.3279 , -46.7515 , -19.36 ,  10.17 ,  9.05 ,  662 ,  8.04 , 1050399
1050518 , 220.9079 ,  32.1380 , -18.66 ,  10.39 ,  8.78 ,  465 ,  6.45 , 1050518
1050565 ,  51.6530 , -11.2797 , -19.08 ,   8.11 ,  8.95 ,  241 ,  2.75 , 1050565
1050593 ,  80.1255 , -13.6940 , -19.12 ,   8.71 ,  8.96 ,  530 ,  3.67 , 1050593
1050613 ,  76.6506 , -45.0000 , -19.90 ,   9.82 ,  9.27 ,  785 ,  8.80 , 1050613
1050848 , 214.1792 ,  31.1586 , -19.31 ,  10.01 ,  9.03 ,  519 ,  7.30 , 1050848
1050851 , 329.3418 , -48.4415 , -18.92 ,  10.64 ,  8.88 ,  657 ,  8.16 , 1050851
1051049 ,  53.0917 ,  30.9816 , -18.92 ,   9.36 ,  8.88 ,  601 ,  4.52 , 1051049
1051395 ,  56.7071 ,  37.2171 , -19.03 ,  10.21 ,  8.92 ,  692 ,  7.02 , 1051395
1051434 , 113.2820 ,  23.6618 , -18.69 ,  11.12 ,  8.79 ,  600 ,  9.19 , 1051434
1051532 ,  60.8484 ,  31.1545 , -19.16 ,  10.63 ,  8.98 ,  720 ,  9.11 , 1051532
1051547 , 265.3916 ,  36.8048 , -17.40 ,  11.80 ,  8.27 ,  674 ,  6.92 , 1051547
1051548 , 265.6234 ,  35.9251 , -15.18 ,  14.00 ,  7.38 ,  644 ,  6.85 , 1051548
1051747 , 327.6932 ,  42.4583 , -18.92 ,  10.66 ,  8.88 ,  707 ,  8.25 , 1051747
1052123 , 205.4958 ,  30.9871 , -19.75 ,  10.11 ,  9.21 ,  512 ,  9.40 , 1052123
1052260 ,  72.7572 ,   2.1306 , -18.32 ,   7.97 ,  8.64 ,   52 ,  1.81 , 1052260
1052411 ,  87.4122 ,  17.8349 , -18.01 ,  11.18 ,  8.52 ,  488 ,  6.87 , 1052411
1052419 , 129.8358 , -43.1273 , -18.64 ,  11.18 ,  8.77 ,  792 ,  9.20 , 1052419
1052453 ,   3.2140 , -41.9552 , -17.79 ,  12.14 ,  8.43 ,  892 ,  9.69 , 1052453
1052486 , 308.6622 ,  40.8175 , -17.83 ,  12.05 ,  8.45 ,  762 ,  9.49 , 1052486
1052699 , 210.6018 ,  31.1374 , -18.06 ,  11.80 ,  8.54 ,  804 ,  9.38 , 1052699
1052738 ,  51.6778 ,   1.7327 , -17.88 ,  11.56 ,  8.46 ,  693 ,  7.73 , 1052738
1053416 , 160.0654 , -37.8454 , -18.08 ,   9.98 ,  8.54 ,  308 ,  4.10 , 1053416
1053497 , 106.6375 ,  47.8414 , -18.88 ,   9.74 ,  8.86 ,  400 ,  5.29 , 1053497
1053651 , 165.6497 ,  85.7820 , -17.94 ,  11.21 ,  8.49 ,  688 ,  6.76 , 1053651
1053787 ,  49.5682 , -18.5370 , -17.50 ,  10.37 ,  8.31 ,  431 ,  3.75 , 1053787
1053792 ,  80.2401 ,  10.3360 , -17.94 ,  11.19 ,  8.49 ,  509 ,  6.71 , 1053792
1053844 , 307.5576 ,  69.5618 , -18.40 ,  10.05 ,  8.67 ,  553 ,  4.90 , 1053844
1054322 , 203.4675 ,  29.7094 , -18.42 ,  11.47 ,  8.68 ,  529 ,  9.51 , 1054322
1054742 ,  62.7141 ,  45.5622 , -17.37 ,  11.68 ,  8.26 ,  605 ,  6.47 , 1054742
1055061 , 141.7072 ,  33.0760 , -17.76 ,  11.90 ,  8.42 ,  573 ,  8.58 , 1055061
1055222 ,  10.6954 ,  -6.7834 , -18.12 ,   9.99 ,  8.56 ,  503 ,  4.18 , 1055222
1055410 , 335.8124 ,  19.7676 , -18.73 ,   8.56 ,  8.80 ,  386 ,  2.87 , 1055410
1055435 ,  81.7430 ,  44.6970 , -17.23 ,  12.58 ,  8.20 ,  692 ,  9.14 , 1055435
1055452 ,  49.9269 , -16.8614 , -15.66 ,  12.99 ,  7.58 ,  816 ,  5.38 , 1055452
1055709 , 172.6838 , -20.9364 , -16.86 ,  12.76 ,  8.05 ,  651 ,  8.38 , 1055709
1055710 , 171.7257 , -20.8879 , -14.61 ,  15.00 ,  7.16 ,  664 ,  8.36 , 1055710
1055892 , 268.8648 ,  40.1275 , -17.30 ,  12.46 ,  8.23 ,  768 ,  8.95 , 1055892
1055945 , 158.6835 ,  53.7507 , -17.69 ,  11.93 ,  8.39 ,  643 ,  8.42 , 1055945
1055958 ,  52.2422 ,  29.3578 , -18.41 ,  10.91 ,  8.68 ,  748 ,  7.32 , 1055958
1056132 ,  64.5472 , -41.2399 , -17.70 ,  12.28 ,  8.39 ,  944 ,  9.92 , 1056132
1056223 ,  45.7632 ,   2.5373 , -18.22 ,  11.71 ,  8.60 ,  858 ,  9.66 , 1056223
1056294 , 190.0377 ,  18.1443 , -17.55 ,  11.94 ,  8.33 ,  540 ,  7.88 , 1056294
1056874 , 186.1842 ,   8.7254 , -16.18 ,  13.70 ,  7.78 ,  594 ,  9.45 , 1056874
1057112 , 173.6994 ,  58.3815 , -17.59 ,   9.58 ,  8.35 ,  357 ,  2.71 , 1057112
1057276 , 281.3313 ,  63.4694 , -17.78 ,   7.26 ,  8.42 ,  455 ,  1.02 , 1057276
1057414 , 169.9620 , -26.6696 , -17.81 ,  11.77 ,  8.44 ,  623 ,  8.26 , 1057414
1057490 , 306.5064 , -15.1115 , -17.84 ,  11.04 ,  8.45 ,  464 ,  5.95 , 1057490
1057637 ,  80.0727 ,  20.8918 , -16.80 ,  12.95 ,  8.03 ,  607 ,  8.91 , 1057637
1057780 , 123.4735 ,  63.0879 , -17.70 ,   9.39 ,  8.39 ,  408 ,  2.61 , 1057780
1057796 , 287.8274 ,  21.3054 , -17.90 ,   9.24 ,  8.47 ,  540 ,  2.68 , 1057796
1058040 ,  79.9382 , -36.4218 , -18.07 ,  10.27 ,  8.54 ,  319 ,  4.65 , 1058040
1058328 , 102.7655 , -38.7953 , -17.32 ,  12.04 ,  8.24 ,  600 ,  7.46 , 1058328
1058481 , 258.1274 ,  60.8164 , -18.86 ,   6.38 ,  8.86 ,  277 ,  1.11 , 1058481
1058537 ,   1.3212 , -44.0322 , -18.02 ,  11.89 ,  8.52 ,  897 ,  9.58 , 1058537
1058565 ,  53.5432 , -25.7268 , -17.26 ,  10.95 ,  8.22 ,  674 ,  4.39 , 1058565
1058592 , 191.0502 ,  15.0832 , -18.01 ,  11.25 ,  8.52 ,  454 ,  7.11 , 1058592
1058724 , 216.3695 ,  24.6453 , -17.78 ,  10.21 ,  8.42 ,  483 ,  3.95 , 1058724
1058764 , 332.5961 ,  31.9670 , -16.35 ,  13.33 ,  7.85 ,  723 ,  8.65 , 1058764
1058795 , 254.5896 , -40.2042 , -16.32 ,  13.37 ,  7.84 ,  694 ,  8.70 , 1058795
1058818 ,  60.0268 ,  -5.2666 , -18.66 ,   9.86 ,  8.78 ,  628 ,  5.07 , 1058818
1058910 , 233.7004 , -52.5033 , -17.28 ,  12.07 ,  8.22 ,  471 ,  7.43 , 1058910
1059005 ,  51.5840 ,  31.9522 , -17.11 ,  12.87 ,  8.16 ,  951 ,  9.91 , 1059005
1059095 , 212.7870 ,  43.3206 , -17.19 ,  12.78 ,  8.19 ,  796 ,  9.85 , 1059095
1059105 ,  84.7243 , -34.7624 , -18.03 ,  10.29 ,  8.52 ,  331 ,  4.60 , 1059105
1059130 , 301.3475 ,  35.5932 , -16.23 ,  13.32 ,  7.80 ,  697 ,  8.13 , 1059130
1059171 , 207.1391 ,  31.9006 , -17.54 ,  12.38 ,  8.33 ,  747 ,  9.62 , 1059171
1059295 , 300.1044 ,  -4.3224 , -17.88 ,  11.59 ,  8.46 ,  704 ,  7.82 , 1059295
1059479 , 222.9812 ,  28.0382 , -17.75 ,  10.49 ,  8.41 ,  406 ,  4.46 , 1059479
1059663 , 227.1841 ,  45.8505 , -17.09 ,  12.29 ,  8.15 ,  685 ,  7.51 , 1059663
1059874 , 176.1400 , -26.7032 , -17.63 ,  11.41 ,  8.37 ,  549 ,  6.43 , 1059874
1060035 , 247.0827 ,  37.6813 , -17.16 ,  11.77 ,  8.18 ,  637 ,  6.11 , 1060035
1060195 , 170.0852 , -34.7215 , -17.66 ,  10.69 ,  8.38 ,  292 ,  4.69 , 1060195
1060211 ,  94.6437 ,  85.7637 , -17.36 ,  12.48 ,  8.25 ,  799 ,  9.26 , 1060211
1061108 ,  62.4963 , -25.6174 , -18.18 ,  11.79 ,  8.59 ,  983 ,  9.87 , 1061108
1061215 , 295.2407 ,   1.9089 , -17.79 ,  12.19 ,  8.43 ,  803 ,  9.91 , 1061215
1061241 ,  51.7747 , -39.2302 , -16.64 ,  13.30 ,  7.97 ,  947 ,  9.72 , 1061241
1061413 , 353.4863 ,  60.8395 , -16.15 ,  13.10 ,  7.77 ,  682 ,  7.09 , 1061413
1061432 , 171.9256 , -33.1894 , -17.84 ,  10.36 ,  8.45 ,  373 ,  4.36 , 1061432
1061530 , 209.8763 ,  51.9179 , -15.75 ,  12.19 ,  7.61 ,  394 ,  3.86 , 1061530
1061777 , 215.9377 ,  32.5168 , -16.88 ,  12.85 ,  8.06 ,  787 ,  8.82 , 1061777
1061802 , 133.9122 , -43.2076 , -16.72 ,  12.83 ,  8.00 ,  702 ,  8.14 , 1061802
1061849 , 173.8149 , -18.2337 , -17.66 ,  12.28 ,  8.38 ,  680 ,  9.72 , 1061849
1062042 ,  69.0784 ,  11.6465 , -17.37 ,  10.69 ,  8.26 ,  406 ,  4.08 , 1062042
1062307 , 211.5061 ,  23.8126 , -17.95 ,   9.48 ,  8.49 ,  507 ,  3.05 , 1062307
1062308 , 289.7186 ,  17.0469 , -17.20 ,  12.11 ,  8.19 ,  684 ,  7.29 , 1062308
1062515 , 294.7848 ,  13.5716 , -16.24 ,  12.61 ,  7.81 ,  615 ,  5.89 , 1062515
1062549 ,  73.6134 , -36.5070 , -17.58 ,  12.16 ,  8.34 ,  658 ,  8.88 , 1062549
1062763 , 213.6694 ,  31.9171 , -17.72 ,  12.18 ,  8.40 ,  726 ,  9.57 , 1062763
1063118 , 221.5009 ,  37.9254 , -16.42 ,  12.98 ,  7.88 ,  726 ,  7.58 , 1063118
1063262 , 128.7957 ,  -1.0755 , -16.82 ,  12.48 ,  8.04 ,  494 ,  7.23 , 1063262
1063273 , 308.8362 ,  -9.4576 , -17.42 ,  11.93 ,  8.28 ,  629 ,  7.41 , 1063273
1063371 , 160.9342 , -33.9755 , -17.09 ,  10.78 ,  8.15 ,  318 ,  3.75 , 1063371
1063380 , 349.1573 , -53.1604 , -17.13 ,  12.57 ,  8.16 ,  759 ,  8.69 , 1063380
1063385 , 349.8811 , -17.5141 , -16.70 ,  13.26 ,  7.99 ,  880 ,  9.82 , 1063385
1063457 , 309.9467 , -57.3231 , -17.10 ,  11.56 ,  8.15 ,  398 ,  5.40 , 1063457
1063881 ,  54.9615 ,  -7.6085 , -17.40 ,  12.30 ,  8.27 ,  667 ,  8.69 , 1063881
1063923 ,  52.2247 ,  25.2323 , -16.33 ,  13.64 ,  7.84 ,  842 ,  9.84 , 1063923
1064065 ,  50.3311 ,  13.1887 , -16.52 ,  13.09 ,  7.92 ,  696 ,  8.33 , 1064065
1064134 , 106.1425 , -39.5058 , -16.09 ,  13.73 ,  7.75 ,  672 ,  9.19 , 1064134
1064175 , 259.6201 , -46.0453 , -17.17 ,  12.83 ,  8.18 ,  679 ,  9.97 , 1064175
1064283 ,  67.2662 ,  81.5822 , -17.05 ,  12.64 ,  8.13 ,  752 ,  8.67 , 1064283
1064450 , 197.1366 ,  -1.6891 , -16.24 ,  13.13 ,  7.81 ,  578 ,  7.49 , 1064450
1064535 ,  16.6623 , -33.1069 , -15.90 ,  13.92 ,  7.67 ,  895 ,  9.21 , 1064535
1065171 ,  57.4652 ,  41.7520 , -16.00 ,  13.74 ,  7.71 ,  777 ,  8.86 , 1065171
1065222 , 229.8385 ,  39.7539 , -16.93 ,  11.66 ,  8.09 ,  577 ,  5.22 , 1065222
1065296 ,  82.9690 ,  29.1978 , -15.29 ,  14.36 ,  7.43 ,  622 ,  8.53 , 1065296
1065308 , 171.1461 , -26.2115 , -14.29 ,  15.63 ,  7.03 ,  735 ,  9.66 , 1065308
1065339 , 142.6966 ,  36.6064 , -16.16 ,  13.60 ,  7.78 ,  612 ,  8.94 , 1065339
