n, chi2, alfa, beta, gama
4176, 4.882858, 4.2844, 0.7757, -0.4176
4177, 4.786354, 4.4062, 0.7813, -0.3794
4178, 4.304293, 3.7592, 0.8883, -0.4402
4179, 5.392368, 4.1208, 0.7761, -0.4758
4180, 4.051079, 3.8573, 0.8216, -0.4521
4181, 4.863753, 4.1376, 0.8303, -0.4211
4182, 5.677577, 3.7006, 0.8629, -0.4744
4183, 5.357163, 3.3716, 0.9244, -0.4198
4184, 7.298197, 3.4902, 0.8699, -0.3688
4185, 6.912431, 4.1377, 0.9848, -0.1783
4186, 4.751612, 4.4050, 0.7623, -0.4314
4187, 6.149245, 3.1790, 0.9542, -0.3440
4188, 5.537728, 4.0285, 0.8416, -0.3177
4189, 4.835444, 3.6660, 0.8895, -0.3311
4190, 4.593345, 4.2374, 0.8052, -0.4082
4191, 5.970530, 4.8773, 0.7940, -0.2501
4192, 5.770681, 5.3269, 0.8100, -0.2355
4193, 4.100675, 3.5884, 0.8775, -0.3750
4194, 3.155326, 3.7387, 0.8460, -0.4437
4195, 6.118346, 5.1221, 0.8306, -0.2146
4196, 5.311008, 4.1276, 0.7791, -0.4393
4197, 5.535036, 4.2261, 0.7652, -0.4935
4198, 7.807164, 4.9723, 0.7332, -0.4258
4199, 8.787057, 4.8555, 0.6415, -0.5500
4200, 5.486801, 4.5773, 0.7792, -0.3384
4201, 3.592802, 4.0302, 0.8334, -0.4262
4202, 6.191145, 3.4297, 0.9036, -0.3376
4203, 4.082279, 4.1026, 0.7895, -0.4349
4204, 5.044366, 3.1890, 0.9680, -0.3164
4205, 9.862428, 3.5821, 0.9308, -0.3892
4206, 4.673693, 4.3101, 0.8780, -0.2247
4207, 6.065684, 4.8329, 0.7044, -0.4440
4208, 6.868525, 4.3870, 0.8076, -0.4767
4209, 7.274666, 3.5141, 0.8621, -0.4317
4210, 3.481618, 3.7310, 0.8637, -0.4289
4211, 4.000946, 4.1626, 0.8184, -0.4349
4212, 7.108873, 4.9363, 0.7428, -0.3846
4213, 7.201714, 3.5976, 0.9192, -0.2455
4214, 6.846432, 3.3785, 0.9066, -0.3445
4215, 7.583183, 5.1105, 0.7169, -0.3852
4216, 4.958495, 4.6967, 0.7300, -0.4693
4217, 5.714253, 3.7256, 0.9340, -0.2269
4218, 6.022528, 5.0141, 0.6586, -0.5220
4219, 4.968675, 4.2736, 0.8299, -0.3110
4220, 6.828117, 4.0362, 0.8536, -0.4122
4221, 3.775576, 3.6281, 0.9049, -0.3535
4222, 10.465264, 4.9625, 0.7427, -0.4959
4223, 11.466972, 3.5284, 0.8951, -0.2998
4224, 11.067757, 4.9892, 0.9338, -0.2252
4225, 8.979761, 3.8983, 0.7693, -0.4404
4226, 6.630609, 4.0020, 0.8384, -0.5072
4227, 8.129672, 3.4822, 0.8609, -0.4397
4228, 6.338267, 3.2143, 0.9373, -0.4198
4229, 4.895250, 4.4662, 0.8148, -0.2968
4230, 5.559293, 4.3744, 0.7659, -0.3920
4231, 7.276280, 4.5891, 0.7564, -0.3519
4232, 4.914205, 4.5447, 0.7981, -0.2993
4233, 3.821715, 4.5048, 0.7423, -0.4987
4234, 6.186176, 3.8008, 0.8435, -0.4895
4235, 6.389404, 3.2959, 0.9126, -0.4024
4236, 4.405415, 4.1166, 0.7925, -0.4079
4237, 4.877849, 3.9858, 0.8480, -0.3264
4238, 8.550831, 5.2420, 0.6880, -0.4507
4239, 8.247490, 4.1391, 0.7389, -0.5032
4240, 9.158002, 4.6470, 0.7869, -0.3702
4241, 13.995694, 3.9308, 0.8008, -0.3295
4242, 9.982174, 4.2205, 0.9113, -0.2722
4243, 9.262688, 3.6863, 0.8127, -0.4784
4244, 6.278193, 5.0030, 0.8017, -0.2453
4245, 10.727347, 4.8052, 0.7566, -0.5595
4246, 5.705468, 4.4589, 0.8421, -0.2605
4247, 7.224636, 4.3418, 0.7619, -0.3773
4248, 7.636933, 4.6535, 0.7674, -0.4692
4249, 7.132041, 3.9771, 0.8669, -0.4321
4250, 4.366118, 3.8980, 0.8694, -0.3652
4251, 4.936120, 4.4890, 0.7700, -0.4066
4252, 4.133096, 3.8279, 0.8778, -0.4178
4253, 7.047762, 4.5799, 0.8127, -0.3002
4254, 8.108792, 3.9485, 0.7830, -0.4211
4255, 6.678772, 3.9104, 0.8736, -0.4700
4256, 4.070493, 4.1946, 0.7804, -0.4839
4257, 4.250775, 4.1479, 0.8226, -0.4052
4258, 3.808519, 3.7080, 0.8914, -0.3456
4259, 5.602547, 4.2449, 0.7899, -0.5228
4260, 5.356514, 4.5345, 0.7838, -0.3428
4261, 7.740178, 4.9639, 0.7528, -0.3520
4262, 7.067903, 4.1357, 0.7833, -0.5309
4263, 5.418172, 3.9366, 0.7887, -0.4840
4264, 5.521304, 4.8061, 0.8218, -0.2434
4265, 5.882881, 3.1770, 0.9572, -0.3956
4266, 7.199637, 3.3616, 0.9469, -0.4270
4267, 10.110286, 3.6666, 0.8946, -0.4962
4268, 10.470265, 4.3232, 0.8112, -0.5392
4269, 6.930547, 4.3902, 0.8020, -0.4814
4270, 3.829943, 4.3145, 0.7913, -0.4679
4271, 4.728922, 3.7075, 0.8946, -0.4413
4272, 4.173580, 3.7215, 0.8547, -0.4615
4273, 3.713040, 4.0977, 0.8137, -0.4230
4274, 4.433857, 4.1909, 0.8133, -0.3981
4275, 3.834168, 3.8224, 0.8584, -0.3831
4276, 3.583654, 3.7958, 0.8683, -0.3960
4277, 6.520335, 5.4880, 0.7801, -0.2229
4278, 4.480395, 4.3013, 0.8053, -0.3623
4279, 6.146644, 4.8940, 0.8898, -0.2141
4280, 6.723727, 4.8077, 0.8166, -0.2687
4281, 5.754516, 4.3053, 0.7757, -0.5288
4282, 3.741384, 4.5149, 0.7538, -0.4823
4283, 3.861517, 3.9393, 0.8366, -0.4681
4284, 4.698789, 4.2148, 0.8914, -0.2272
4285, 4.860500, 4.5528, 0.7955, -0.3059
4286, 5.355958, 4.8166, 0.8670, -0.2238
4287, 5.729242, 4.0797, 0.7650, -0.4899
4288, 3.252248, 3.7041, 0.8772, -0.4023
4289, 3.614329, 3.8140, 0.8597, -0.3948
4290, 5.219556, 4.6630, 0.7322, -0.4592
4291, 4.747464, 4.7959, 0.7403, -0.4882
4292, 4.088732, 3.8761, 0.8674, -0.3326
4293, 4.428940, 4.4843, 0.7700, -0.4913
4294, 3.759605, 4.0874, 0.8133, -0.4603
4295, 4.664986, 3.9693, 0.8607, -0.3078
4296, 5.103111, 4.3981, 0.8232, -0.3035
4297, 5.075559, 3.3574, 0.9124, -0.3989
4298, 5.602145, 3.0183, 1.0021, -0.3634
4299, 5.186987, 4.7492, 0.7065, -0.4857
4300, 4.041061, 3.8140, 0.8275, -0.4455
4301, 4.498923, 4.6136, 0.7621, -0.4955
4302, 7.043937, 4.7596, 0.7142, -0.4031
4303, 6.345802, 3.9664, 0.7756, -0.5060
4304, 7.485396, 3.8986, 0.8822, -0.3748
4305, 6.282533, 3.8486, 0.8822, -0.4390
4306, 4.394265, 4.0609, 0.8363, -0.3716
4307, 3.902567, 4.3665, 0.7565, -0.4610
4308, 6.895112, 3.4170, 0.8900, -0.4475
4309, 6.607935, 4.5142, 0.8706, -0.2618
4310, 6.098276, 3.7378, 0.8295, -0.4749
4311, 3.878802, 4.2708, 0.7689, -0.4551
4312, 4.933582, 3.8156, 0.8616, -0.3417
4313, 5.061468, 4.4257, 0.7739, -0.5227
4314, 5.370554, 3.9636, 0.8364, -0.4905
4315, 4.319150, 4.0924, 0.8290, -0.3516
4316, 5.163447, 3.5169, 0.9046, -0.4346
4317, 6.866952, 4.0595, 0.7529, -0.5076
4318, 6.409820, 3.8125, 0.8541, -0.4871
4319, 8.215598, 4.7055, 0.7695, -0.5082
4320, 6.939457, 3.9197, 0.8829, -0.3393
4321, 3.950243, 4.0316, 0.8239, -0.4015
4322, 4.758600, 4.4439, 0.7921, -0.3981
4323, 6.433389, 3.7790, 0.7969, -0.4472
4324, 5.395820, 4.8728, 0.8085, -0.2612
4325, 4.422585, 3.8283, 0.8898, -0.3757
4326, 4.878087, 4.5774, 0.7336, -0.4617
4327, 4.945240, 4.0201, 0.8538, -0.3534
4328, 5.876054, 3.8662, 0.8639, -0.3133
4329, 3.981328, 3.7331, 0.8819, -0.3532
4330, 3.421893, 3.7786, 0.8517, -0.4333
4331, 3.288425, 3.6759, 0.8904, -0.4041
4332, 5.592064, 4.0242, 0.8500, -0.4423
4333, 8.219020, 3.0356, 0.9733, -0.3223
4334, 8.996979, 4.3479, 0.7858, -0.3209
4335, 9.882080, 4.7225, 0.6698, -0.4737
4336, 5.460243, 4.2203, 0.8184, -0.3111
4337, 5.724801, 4.1012, 0.7679, -0.4732
4338, 4.449517, 4.2329, 0.8216, -0.3295
4339, 4.485059, 3.3929, 0.9181, -0.3728
4340, 4.850667, 4.9317, 0.6999, -0.5276
4341, 9.316956, 4.0203, 0.7492, -0.4755
4342, 6.223808, 3.8540, 0.9112, -0.2249
4343, 6.497009, 5.1223, 0.8288, -0.2056
4344, 4.064560, 3.9237, 0.8529, -0.4287
4345, 3.755219, 3.7233, 0.8906, -0.4283
4346, 5.660114, 3.7171, 0.8375, -0.4268
4347, 5.336992, 3.6862, 0.8388, -0.4381
4348, 7.289003, 4.5909, 0.7092, -0.4592
4349, 9.772804, 4.0939, 0.7801, -0.3891
4350, 6.229138, 4.1715, 0.8579, -0.3253
4351, 6.434986, 4.8604, 0.7344, -0.4334
4352, 7.316900, 4.5539, 0.9082, -0.1829
4353, 5.254999, 3.4604, 0.9327, -0.4198
4354, 5.150086, 4.5252, 0.7830, -0.4018
4355, 4.583197, 4.0335, 0.8636, -0.3120
4356, 4.361802, 3.7615, 0.8350, -0.4313
4357, 6.490233, 5.0036, 0.7222, -0.5166
4358, 7.021891, 4.2694, 0.8179, -0.5041
4359, 4.315318, 4.3403, 0.7817, -0.4371
4360, 3.511462, 3.9391, 0.8297, -0.4301
4361, 3.549042, 3.8244, 0.8304, -0.4673
4362, 5.305816, 4.3016, 0.8025, -0.5119
4363, 5.063136, 4.5432, 0.7916, -0.3052
4364, 5.227639, 3.6627, 0.8647, -0.3612
4365, 5.982197, 3.6204, 0.8426, -0.4298
4366, 3.335919, 3.7672, 0.8680, -0.4405
4367, 5.903460, 4.7708, 0.7418, -0.5359
4368, 5.616561, 3.5448, 0.9163, -0.2883
4369, 4.987692, 4.5638, 0.7392, -0.5286
4370, 4.839268, 3.5048, 0.8817, -0.3791
4371, 3.576686, 3.7509, 0.8887, -0.3981
4372, 4.346335, 4.5273, 0.7605, -0.4763
4373, 7.826183, 4.7196, 0.8337, -0.2116
4374, 9.591065, 5.4364, 0.6989, -0.3016
4375, 4.935744, 4.7104, 0.7488, -0.5007
4376, 7.744637, 4.9969, 0.7101, -0.3816
4377, 6.058321, 3.8788, 0.7865, -0.4542
4378, 4.243884, 3.9029, 0.8557, -0.4474
4379, 7.755297, 3.9367, 0.8613, -0.4884
4380, 4.406144, 4.2859, 0.8110, -0.3705
4381, 3.667331, 3.6288, 0.8725, -0.3972
4382, 4.418943, 3.4170, 0.9207, -0.4046
4383, 4.073750, 3.4422, 0.9426, -0.3440
4384, 5.500568, 3.8251, 0.8427, -0.4855
4385, 6.276456, 4.3359, 0.9433, -0.1906
4386, 4.594834, 3.2855, 0.9423, -0.3585
4387, 3.569015, 4.0991, 0.8201, -0.4228
4388, 5.766988, 4.4028, 0.7967, -0.4164
4389, 5.189853, 4.5578, 0.8595, -0.2481
4390, 5.291977, 4.1772, 0.7975, -0.5151
4391, 3.460021, 4.0108, 0.8221, -0.4236
4392, 3.348265, 3.7896, 0.8635, -0.4273
4393, 5.846614, 5.0132, 0.8626, -0.2069
4394, 6.046977, 3.9188, 0.7910, -0.4595
4395, 5.661123, 4.5793, 0.7988, -0.3239
4396, 12.042780, 3.9322, 0.7800, -0.5335
4397, 9.375286, 4.8758, 0.6640, -0.4608
4398, 10.683043, 4.6596, 0.7839, -0.4496
4399, 5.839924, 3.4811, 0.9205, -0.4354
4400, 4.303960, 4.2381, 0.7803, -0.4925
4401, 4.033538, 4.2546, 0.7696, -0.4476
4402, 4.558451, 4.4533, 0.7802, -0.3895
4403, 4.108054, 3.8172, 0.8607, -0.3605
4404, 5.538886, 3.8342, 0.8656, -0.4712
4405, 5.344983, 4.3092, 0.7920, -0.3603
4406, 4.675922, 4.0800, 0.8755, -0.2587
4407, 3.933931, 4.0514, 0.8168, -0.4030
4408, 4.757994, 4.1552, 0.8400, -0.2921
4409, 4.049380, 4.0283, 0.8151, -0.4916
4410, 8.635920, 3.2653, 0.8869, -0.4148
4411, 8.885668, 5.3154, 0.7278, -0.3272
4412, 7.469523, 4.3984, 0.8064, -0.4465
4413, 2.760617, 3.6529, 0.8882, -0.4241
4414, 3.901589, 4.4502, 0.7598, -0.4938
4415, 4.056422, 3.5882, 0.8771, -0.3802
4416, 4.292185, 4.2332, 0.7928, -0.4907
4417, 4.055103, 3.7303, 0.8438, -0.4241
4418, 4.981828, 4.4878, 0.8127, -0.2751
4419, 5.416124, 4.9582, 0.7587, -0.2835
4420, 5.007472, 4.3663, 0.8250, -0.3125
4421, 3.848561, 4.5630, 0.7464, -0.4863
4422, 4.346460, 4.0899, 0.8451, -0.3357
4423, 5.506092, 3.6865, 0.8339, -0.4521
4424, 6.433628, 5.2953, 0.7926, -0.2566
4425, 6.621625, 4.2136, 0.8041, -0.5244
4426, 7.035261, 5.4292, 0.8420, -0.2253
4427, 4.981117, 3.8829, 0.8633, -0.4573
4428, 3.718757, 4.0246, 0.8095, -0.4405
4429, 7.978484, 4.1322, 0.7707, -0.4194
4430, 6.154031, 4.8240, 0.6851, -0.5020
4431, 7.648233, 4.2484, 0.7296, -0.5278
4432, 8.796721, 5.2611, 0.7718, -0.2790
4433, 5.693198, 4.0835, 0.8425, -0.3786
4434, 5.787223, 4.7292, 0.7655, -0.3316
4435, 5.162703, 3.8815, 0.8343, -0.3676
4436, 6.225941, 4.3339, 0.7417, -0.4547
4437, 3.920352, 3.8042, 0.8842, -0.4365
4438, 4.752793, 4.3722, 0.7409, -0.4858
4439, 5.349934, 4.5018, 0.7201, -0.4924
4440, 9.828852, 4.3556, 0.7855, -0.3110
4441, 3.217164, 3.6335, 0.8771, -0.4216
4442, 3.620988, 3.8666, 0.8428, -0.4026
4443, 5.125732, 4.2381, 0.8381, -0.3129
4444, 3.573648, 4.2288, 0.7920, -0.4616
4445, 8.854571, 3.3923, 0.8733, -0.4441
4446, 11.774952, 4.5923, 0.7971, -0.3879
4447, 3.557376, 3.9736, 0.8278, -0.4300
4448, 5.000338, 4.0488, 0.8047, -0.3995
4449, 4.400780, 3.7441, 0.8445, -0.4682
4450, 5.840334, 4.1910, 0.7700, -0.4979
4451, 5.990829, 5.5531, 0.8212, -0.2330
4452, 7.133846, 4.6523, 0.7418, -0.3738
4453, 6.838609, 4.9129, 0.7354, -0.3303
4454, 4.421943, 4.0908, 0.8442, -0.3458
4455, 4.342202, 3.9304, 0.8632, -0.3254
4456, 4.542363, 4.1105, 0.8437, -0.3047
4457, 3.848562, 3.6479, 0.8807, -0.3709
4458, 3.976394, 3.9709, 0.8508, -0.3704
4459, 3.877606, 4.3781, 0.7728, -0.4677
4460, 3.676847, 4.2854, 0.7839, -0.4829
4461, 3.852629, 4.1977, 0.7879, -0.4348
4462, 6.258497, 4.9304, 0.6996, -0.4478
4463, 3.894757, 4.1057, 0.8261, -0.4511
4464, 4.297286, 3.8630, 0.8303, -0.4065
4465, 5.746410, 4.3810, 0.7865, -0.3452
4466, 5.924894, 3.1544, 0.9905, -0.2540
4467, 3.601975, 3.9912, 0.8396, -0.4217
4468, 8.882615, 4.5957, 0.7797, -0.5352
4469, 4.854894, 3.5028, 0.8819, -0.4315
4470, 4.777011, 4.2119, 0.8509, -0.2802
4471, 6.819454, 3.2500, 0.9183, -0.3954
4472, 6.755859, 3.7419, 0.8227, -0.4147
4473, 7.328979, 4.8582, 0.6875, -0.4614
4474, 3.773235, 3.9174, 0.8252, -0.4231
4475, 5.213417, 4.3929, 0.8903, -0.2433
4476, 4.701068, 4.1537, 0.8414, -0.2890
4477, 6.744495, 3.2732, 0.9314, -0.3310
4478, 5.723856, 4.4907, 0.7983, -0.2884
4479, 5.204067, 4.2550, 0.7570, -0.4815
4480, 5.856714, 3.9720, 0.8703, -0.4139
4481, 7.758408, 5.3279, 0.7050, -0.3309
4482, 7.290650, 4.5133, 0.7341, -0.4053
4483, 7.542553, 3.9098, 0.8789, -0.4247
4484, 7.224374, 2.9242, 0.9996, -0.3327
4485, 4.883719, 3.8600, 0.8587, -0.3323
4486, 5.746348, 4.0810, 0.7833, -0.4431
4487, 12.911137, 3.5455, 0.8368, -0.3588
4488, 5.026488, 3.2542, 0.9702, -0.3523
4489, 5.492705, 3.9624, 0.8549, -0.4624
4490, 4.580077, 6.3158, 0.7929, -0.2102
4491, 3.270879, 3.6098, 0.8953, -0.3844
4492, 3.359307, 4.1892, 0.7855, -0.4592
4493, 3.535896, 3.7629, 0.8741, -0.4373
4494, 3.881135, 3.7226, 0.8703, -0.3764
4495, 6.229134, 4.8664, 0.8801, -0.2387
4496, 9.236798, 4.3249, 0.8193, -0.4624
4497, 8.519622, 3.7128, 0.8514, -0.3357
4498, 8.422202, 3.7781, 0.9070, -0.3528
4499, 5.600823, 3.5244, 0.9488, -0.2653
4500, 4.272460, 3.9395, 0.8473, -0.4394
4501, 7.641635, 3.0640, 0.9528, -0.3464
4502, 3.437363, 3.8116, 0.8527, -0.4601
4503, 7.891898, 3.7150, 0.8614, -0.4928
4504, 7.876967, 4.6373, 0.7737, -0.5053
4505, 13.202420, 3.3440, 1.0250, -0.2505
4506, 8.938960, 4.2740, 0.7734, -0.3529
4507, 7.853367, 3.4215, 0.9322, -0.4562
4508, 17.607189, 3.6639, 0.7992, -0.3569
4509, 5.956005, 3.0146, 1.0044, -0.3691
4510, 8.903576, 3.2216, 0.9057, -0.4322
4511, 6.109578, 3.8428, 0.8292, -0.4931
4512, 4.156170, 4.2359, 0.7922, -0.4216
4513, 7.501159, 3.5037, 0.8760, -0.3364
4514, 10.584423, 3.7255, 0.8231, -0.5151
4515, 4.324528, 4.7230, 0.7245, -0.5064
4516, 4.530228, 3.4401, 0.9114, -0.4110
4517, 13.415736, 5.8150, 0.6477, -0.4671
4518, 5.200090, 4.5032, 0.7171, -0.5055
4519, 8.289864, 4.4858, 0.7679, -0.3421
4520, 5.692767, 3.6151, 0.9186, -0.3942
4521, 5.343812, 4.5499, 0.7324, -0.4502
4522, 5.587516, 4.2113, 0.8043, -0.5115
4523, 5.246282, 4.1225, 0.9046, -0.2139
4524, 6.849882, 4.5447, 0.7323, -0.3992
4525, 11.355402, 4.4726, 0.8089, -0.3794
4526, 3.759767, 3.9976, 0.8150, -0.4600
4527, 4.303763, 3.7139, 0.8963, -0.3720
4528, 3.645866, 3.9153, 0.8167, -0.4734
4529, 4.567164, 3.4658, 0.9445, -0.3788
4530, 4.970985, 4.1407, 0.9055, -0.2290
4531, 6.255355, 3.9569, 0.8623, -0.3996
4532, 4.682351, 4.2248, 0.8308, -0.3278
4533, 5.295784, 4.1789, 0.8179, -0.3369
4534, 5.435526, 3.8778, 0.8905, -0.3272
4535, 5.461413, 3.0987, 0.9767, -0.3655
4536, 5.157124, 4.3569, 0.7484, -0.5016
4537, 4.757723, 4.1609, 0.8229, -0.3411
4538, 7.260158, 2.8292, 1.0541, -0.2907
4539, 4.636238, 4.2376, 0.8398, -0.2758
4540, 4.501017, 4.2744, 0.7999, -0.4180
4541, 5.086271, 4.5681, 0.7550, -0.4154
4542, 4.635834, 4.1147, 0.8325, -0.4436
4543, 4.083020, 3.5832, 0.8623, -0.4232
4544, 3.871454, 4.2180, 0.7996, -0.4626
4545, 4.741199, 4.1562, 0.8160, -0.4825
4546, 5.440721, 4.0731, 0.9109, -0.2189
4547, 5.416108, 4.7822, 0.8217, -0.2426
4548, 6.529865, 4.1942, 0.7962, -0.3565
4549, 11.436301, 4.1202, 0.7277, -0.4532
4550, 13.099463, 3.7635, 0.7772, -0.4934
4551, 4.451711, 4.6541, 0.7170, -0.4960
4552, 4.260526, 3.5378, 0.8767, -0.3821
4553, 6.925093, 3.7505, 0.8695, -0.4859
4554, 5.130083, 4.2769, 0.7763, -0.4143
4555, 7.294789, 4.2881, 0.7225, -0.4876
4556, 5.557705, 3.7560, 0.8329, -0.3995
4557, 5.241002, 4.1472, 0.8028, -0.3848
4558, 5.266913, 4.5135, 0.7123, -0.4945
4559, 7.952341, 4.0831, 0.8191, -0.3225
4560, 8.624122, 3.4465, 0.8625, -0.4434
4561, 4.399761, 3.4841, 0.8898, -0.3937
4562, 6.287622, 4.1898, 0.7957, -0.3591
4563, 10.051380, 4.0361, 0.7608, -0.5375
4564, 13.855571, 4.1039, 0.7584, -0.5646
4565, 5.240590, 3.7707, 0.8265, -0.4577
4566, 5.196094, 3.9832, 0.7739, -0.4905
4567, 6.477569, 4.9750, 0.7339, -0.3489
4568, 7.470047, 4.4254, 0.9342, -0.2324
4569, 7.697044, 3.9097, 0.8654, -0.4882
4570, 3.244998, 3.4338, 0.9247, -0.3955
4571, 4.025945, 4.2706, 0.7853, -0.4335
4572, 3.772501, 3.5324, 0.9100, -0.3510
4573, 5.179784, 4.6275, 0.7519, -0.4203
4574, 6.720710, 3.3318, 0.9030, -0.4332
4575, 5.243763, 3.6449, 0.8667, -0.4595
4576, 5.611490, 4.5311, 0.8117, -0.2921
4577, 8.630258, 3.3144, 0.9717, -0.3387
4578, 7.706291, 4.9087, 0.7384, -0.5361
4579, 8.496345, 5.4790, 0.6612, -0.4745
4580, 9.305293, 4.9448, 0.7621, -0.3512
4581, 10.826342, 3.2502, 0.9271, -0.4690
4582, 9.136115, 3.5159, 0.8693, -0.3388
4583, 11.219999, 4.2559, 0.7290, -0.5638
4584, 9.488959, 3.9806, 0.8699, -0.4672
4585, 6.726200, 3.4741, 0.9460, -0.3261
4586, 4.363034, 4.8249, 0.7075, -0.5056
4587, 5.888647, 4.7377, 0.7562, -0.3556
4588, 4.999272, 4.8581, 0.7247, -0.4922
4589, 3.702203, 4.0006, 0.8219, -0.4043
4590, 3.684050, 3.5200, 0.9118, -0.4213
4591, 10.084994, 4.1896, 0.8546, -0.2142
4592, 7.230615, 5.1632, 0.7160, -0.3671
4593, 7.541655, 4.7052, 0.7676, -0.4707
4594, 4.755232, 4.4617, 0.7478, -0.5255
4595, 10.898289, 3.0754, 0.9447, -0.3321
4596, 9.701024, 4.8895, 0.7709, -0.3577
4597, 4.369957, 4.0418, 0.8418, -0.3539
4598, 4.991768, 4.1367, 0.9215, -0.2177
4599, 6.436764, 4.4331, 0.7957, -0.4774
4600, 7.556684, 3.8031, 0.8232, -0.3746
4601, 3.859124, 4.0310, 0.8365, -0.4101
4602, 5.415369, 3.6255, 0.8595, -0.4567
4603, 3.837698, 4.1444, 0.8070, -0.4154
4604, 3.794063, 4.1441, 0.8119, -0.4347
4605, 4.329156, 3.9842, 0.8486, -0.3935
4606, 6.117947, 4.3577, 0.8447, -0.2284
4607, 5.638840, 4.4528, 0.7681, -0.3794
4608, 3.747095, 4.0126, 0.8168, -0.4590
4609, 3.415845, 3.5654, 0.8761, -0.4284
4610, 4.476139, 3.5865, 0.9108, -0.3088
4611, 6.494849, 4.6236, 0.7742, -0.4283
4612, 6.374169, 4.4295, 0.7348, -0.4556
4613, 3.460355, 3.8151, 0.8582, -0.4059
4614, 6.468845, 4.9096, 0.7089, -0.4388
4615, 5.325373, 4.3674, 0.7645, -0.4199
4616, 7.355113, 4.3638, 0.7702, -0.3580
4617, 5.771041, 3.3259, 0.9066, -0.3838
4618, 5.038328, 3.7546, 0.8974, -0.3741
4619, 4.573694, 4.3009, 0.8167, -0.3570
4620, 5.442399, 4.3828, 0.8091, -0.3693
4621, 4.353376, 4.2954, 0.7827, -0.4243
4622, 6.672889, 4.0620, 0.8454, -0.4656
4623, 4.802045, 3.6248, 0.8727, -0.3642
4624, 4.619072, 4.1559, 0.8424, -0.2884
4625, 3.612518, 4.1928, 0.8016, -0.4539
4626, 4.873046, 3.7648, 0.8976, -0.2821
4627, 4.723160, 3.9387, 0.8683, -0.3740
4628, 6.525774, 4.1939, 0.7851, -0.3714
4629, 4.139622, 4.1895, 0.7887, -0.4814
4630, 4.079629, 4.1338, 0.7946, -0.4820
4631, 7.034195, 4.1061, 0.7879, -0.3703
4632, 6.435553, 4.0020, 0.8941, -0.2113
4633, 5.486314, 3.9558, 0.7984, -0.4973
4634, 3.552928, 3.7191, 0.8878, -0.3768
4635, 7.009867, 3.9620, 0.7973, -0.4154
4636, 4.841776, 4.2703, 0.7976, -0.4951
4637, 6.254547, 4.8709, 0.7293, -0.5363
4638, 4.704430, 4.9405, 0.7047, -0.5057
4639, 3.926054, 3.5864, 0.8714, -0.4061
4640, 6.534789, 4.8297, 0.7400, -0.4473
4641, 5.900351, 3.9587, 0.7717, -0.4545
4642, 6.195850, 3.7058, 0.8349, -0.4370
4643, 6.240249, 3.0243, 1.0023, -0.2949
4644, 6.981708, 4.9745, 0.6943, -0.4233
4645, 3.566194, 3.5574, 0.8914, -0.4271
4646, 3.850552, 4.0374, 0.8096, -0.4796
4647, 3.797054, 4.0588, 0.8315, -0.4315
4648, 5.095780, 4.0424, 0.8359, -0.4711
4649, 3.877650, 4.3985, 0.7807, -0.4627
4650, 6.029492, 4.6193, 0.7836, -0.2952
4651, 5.185120, 4.3268, 0.8023, -0.4043
4652, 5.454531, 4.2089, 0.7908, -0.3773
4653, 4.895654, 4.4970, 0.7787, -0.4106
4654, 7.056659, 6.6378, 0.6260, -0.2838
4655, 4.073642, 3.4586, 0.9330, -0.4013
4656, 5.620284, 3.8753, 0.8038, -0.4482
4657, 4.318319, 3.9553, 0.8609, -0.3441
4658, 7.089528, 4.6157, 0.7764, -0.4858
4659, 6.531704, 4.9234, 0.7207, -0.5450
4660, 6.443575, 3.0148, 0.9773, -0.3858
4661, 3.671147, 4.0949, 0.8185, -0.4262
4662, 4.943298, 4.6440, 0.7899, -0.3081
4663, 4.583997, 3.2687, 0.9731, -0.2950
4664, 6.014939, 2.9940, 1.0137, -0.3484
4665, 8.407917, 4.9218, 0.7449, -0.4046
4666, 5.667627, 3.2177, 0.9607, -0.3991
4667, 8.426760, 5.0429, 0.6391, -0.4822
4668, 6.555595, 3.5960, 0.8577, -0.3714
4669, 5.816225, 4.7890, 0.7570, -0.3549
4670, 5.990982, 4.3351, 0.8068, -0.4674
4671, 5.979122, 4.2476, 0.8221, -0.4557
4672, 4.280999, 3.7967, 0.8706, -0.4495
4673, 6.040289, 5.4385, 0.8106, -0.1968
4674, 3.887833, 4.3163, 0.7609, -0.4667
4675, 8.435382, 4.6703, 0.7782, -0.3745
4676, 5.918484, 3.4195, 0.9217, -0.3238
4677, 4.823570, 4.0079, 0.8222, -0.3780
4678, 4.666363, 4.6419, 0.7500, -0.4798
4679, 3.383828, 3.4869, 0.9253, -0.3560
4680, 4.758944, 3.7659, 0.8905, -0.4266
4681, 4.623006, 4.0795, 0.8580, -0.3195
4682, 4.655481, 4.0911, 0.7898, -0.4153
4683, 4.468892, 3.6790, 0.8781, -0.4525
4684, 8.582964, 4.2259, 0.8417, -0.3547
4685, 6.258509, 4.8730, 0.7381, -0.5057
4686, 5.121050, 4.5996, 0.7477, -0.4251
4687, 5.415605, 3.1484, 0.9719, -0.3801
4688, 6.382285, 3.8851, 0.9444, -0.2340
4689, 5.390980, 4.1820, 0.7703, -0.4567
4690, 5.892871, 4.4072, 0.8104, -0.2840
4691, 9.296567, 3.5592, 0.8358, -0.3862
4692, 6.431143, 3.8462, 0.8401, -0.4948
