n, chi2, alfa, beta, gama
15825, 6.603809, 4.0603, 0.7640, -0.5205
15826, 6.372043, 4.5573, 0.8064, -0.3228
15827, 3.316021, 3.6650, 0.8828, -0.3958
15828, 7.061305, 4.2466, 0.9224, -0.1888
15829, 3.819148, 3.9272, 0.8413, -0.4644
15830, 3.995421, 4.0012, 0.8101, -0.4195
15831, 8.692826, 4.1378, 0.8036, -0.3355
15832, 7.387229, 3.3762, 0.9146, -0.4492
15833, 9.433224, 3.5643, 0.8561, -0.4807
15834, 7.281546, 3.6010, 0.9082, -0.4624
15835, 5.988789, 4.4172, 0.7826, -0.5300
15836, 8.705690, 3.8491, 0.8771, -0.5015
15837, 6.049002, 4.1910, 0.7565, -0.5215
15838, 6.662736, 3.5804, 0.8782, -0.3330
15839, 5.818153, 4.5971, 0.7577, -0.5271
15840, 7.833312, 4.3856, 0.8262, -0.2350
15841, 6.573531, 4.5662, 0.7909, -0.3860
15842, 6.907309, 3.4683, 0.8969, -0.4552
15843, 3.491562, 3.9404, 0.8419, -0.4316
15844, 4.796980, 3.7458, 0.9126, -0.2683
15845, 4.912867, 4.3788, 0.7827, -0.4188
15846, 5.132579, 4.6971, 0.7348, -0.4426
15847, 8.235920, 4.4547, 0.8141, -0.2408
15848, 5.998412, 3.9650, 0.8599, -0.4588
15849, 6.181298, 3.9018, 0.8262, -0.3720
15850, 6.690505, 3.8246, 0.8360, -0.3537
15851, 5.828511, 3.4858, 0.8738, -0.4005
15852, 8.812309, 4.1988, 0.7234, -0.4839
15853, 9.142613, 3.9908, 0.7561, -0.4954
15854, 9.989796, 3.9892, 0.8770, -0.3784
15855, 5.193046, 4.6760, 0.7440, -0.4285
15856, 5.252011, 4.3635, 0.7691, -0.5298
15857, 5.436235, 3.9637, 0.8655, -0.3958
15858, 5.082116, 5.6807, 0.8096, -0.2142
15859, 5.654094, 3.5828, 0.8688, -0.4551
15860, 5.750865, 3.8208, 0.8106, -0.4386
15861, 3.325040, 3.8267, 0.8303, -0.4514
15862, 3.699919, 3.5787, 0.8891, -0.3743
15863, 7.949757, 3.9724, 0.8721, -0.4475
15864, 7.153942, 3.7598, 0.8473, -0.3405
15865, 4.724783, 4.3795, 0.7793, -0.4980
15866, 3.889749, 4.5102, 0.7494, -0.4733
15867, 5.135005, 3.5596, 0.8732, -0.4437
15868, 5.605183, 3.9585, 0.9145, -0.2392
15869, 8.133992, 5.7647, 0.7906, -0.2597
15870, 6.094161, 4.1457, 0.8102, -0.3416
15871, 5.756990, 3.9433, 0.8088, -0.3959
15872, 6.141824, 3.8129, 0.8121, -0.4246
15873, 5.567832, 4.5010, 0.7796, -0.4064
15874, 5.696072, 4.1407, 0.7854, -0.4046
15875, 7.006181, 4.0830, 0.7520, -0.4650
15876, 6.702927, 4.9501, 0.7292, -0.4587
15877, 5.675286, 3.4043, 0.8896, -0.4223
15878, 3.977802, 4.0399, 0.8094, -0.4115
15879, 4.774514, 3.8680, 0.8289, -0.3911
15880, 5.534044, 4.1965, 0.7623, -0.4668
15881, 4.660163, 4.0016, 0.7997, -0.4660
15882, 9.248182, 3.1960, 0.9175, -0.3781
15883, 4.299902, 4.8073, 0.7211, -0.5036
15884, 5.815874, 4.9088, 0.7865, -0.2657
15885, 5.188015, 3.5311, 0.8923, -0.4389
15886, 5.785796, 4.2330, 0.7546, -0.4757
15887, 4.468802, 4.4187, 0.7801, -0.4437
15888, 5.539636, 5.8463, 0.7866, -0.2428
15889, 5.850017, 4.0393, 0.7794, -0.4901
15890, 4.474420, 3.9181, 0.8766, -0.2921
15891, 5.168602, 4.5404, 0.7699, -0.4226
15892, 3.637729, 4.0385, 0.8095, -0.4573
15893, 5.481883, 4.0407, 0.7893, -0.5042
15894, 6.212043, 4.5526, 0.7085, -0.4771
15895, 5.267196, 3.7092, 0.9305, -0.2491
15896, 8.100141, 3.5074, 0.8674, -0.4566
15897, 6.133536, 4.1019, 0.8516, -0.3487
15898, 5.931127, 4.3829, 0.8155, -0.3322
15899, 3.573729, 4.4447, 0.7486, -0.4854
15900, 4.538365, 3.9269, 0.8820, -0.3016
15901, 4.745385, 4.3322, 0.7975, -0.4701
15902, 5.292063, 3.5181, 0.8977, -0.3499
15903, 6.131778, 3.6609, 0.9081, -0.2677
15904, 7.207393, 4.8768, 0.9242, -0.1827
15905, 6.410980, 3.8145, 0.7991, -0.4439
15906, 5.638981, 4.4634, 0.7489, -0.4136
15907, 4.885186, 4.3508, 0.8344, -0.2586
15908, 4.235373, 3.9832, 0.8202, -0.4901
15909, 7.217137, 4.2564, 0.8192, -0.2899
15910, 6.410346, 4.6625, 0.6960, -0.5496
15911, 6.483082, 2.9590, 1.0204, -0.2780
15912, 5.524994, 4.6900, 0.7970, -0.2725
15913, 5.261778, 6.2273, 0.7786, -0.1836
15914, 6.769724, 5.0826, 0.7215, -0.3529
15915, 5.942179, 3.8357, 0.7960, -0.4674
15916, 4.975578, 4.6667, 0.7046, -0.4995
15917, 4.743812, 4.1647, 0.8387, -0.2857
15918, 3.572871, 4.0273, 0.8212, -0.4292
15919, 11.488438, 3.2690, 0.8812, -0.3736
15920, 10.106111, 4.9353, 0.7179, -0.3322
15921, 8.577390, 3.3094, 0.9190, -0.4597
15922, 5.368178, 4.3471, 0.9130, -0.2103
15923, 3.183427, 3.8418, 0.8452, -0.4478
15924, 4.056732, 3.8782, 0.8664, -0.3575
15925, 5.784947, 4.1172, 0.8357, -0.4562
15926, 5.586986, 3.9150, 0.8397, -0.3562
15927, 4.903143, 3.7310, 0.8714, -0.4626
15928, 6.898139, 4.0349, 0.8819, -0.2946
15929, 6.540465, 4.9545, 0.7074, -0.4173
15930, 7.388608, 3.8465, 0.8778, -0.4831
15931, 5.938176, 4.2039, 0.7905, -0.5237
15932, 5.677323, 3.8239, 0.8073, -0.4636
15933, 6.137971, 4.8830, 0.7445, -0.3405
15934, 6.780362, 4.9597, 0.8139, -0.2724
15935, 4.485370, 3.8488, 0.8915, -0.2986
15936, 6.101833, 4.7844, 0.7571, -0.3615
15937, 5.406066, 4.6622, 0.8017, -0.2732
15938, 5.908154, 3.9629, 0.7923, -0.4969
15939, 6.618202, 4.9758, 0.7314, -0.3530
15940, 5.706646, 4.8082, 0.8077, -0.2298
15941, 6.277231, 3.6786, 0.8391, -0.4317
15942, 6.020060, 4.1960, 0.8129, -0.3275
15943, 9.669441, 3.6455, 0.8441, -0.4981
15944, 7.371312, 4.9948, 0.6919, -0.4220
15945, 5.094930, 4.2356, 0.8545, -0.2836
15946, 6.140447, 3.8903, 0.8028, -0.4863
15947, 7.122285, 3.5309, 0.8344, -0.4372
15948, 4.916733, 4.3614, 0.7402, -0.4841
15949, 3.898884, 4.0539, 0.8209, -0.4545
15950, 4.776858, 4.4458, 0.7722, -0.4301
15951, 5.633698, 3.5970, 0.9248, -0.3928
15952, 5.858249, 3.7039, 0.8128, -0.4521
15953, 5.234162, 3.5323, 0.8937, -0.4408
15954, 9.144860, 5.1225, 0.7952, -0.2898
15955, 7.690588, 3.6087, 0.8747, -0.4833
15956, 5.189260, 3.9170, 0.8007, -0.4582
15957, 6.240425, 4.8363, 0.7619, -0.3327
15958, 8.279886, 4.0212, 0.7812, -0.4115
15959, 4.496244, 4.1539, 0.8399, -0.3323
15960, 4.469337, 3.5607, 0.8704, -0.3889
15961, 4.468187, 4.1762, 0.8212, -0.4381
15962, 4.238485, 3.7080, 0.8537, -0.4635
15963, 5.587539, 4.3555, 0.8035, -0.4711
15964, 5.898653, 3.5632, 0.8601, -0.3836
15965, 5.193203, 4.2681, 0.7380, -0.4916
15966, 6.002386, 4.0298, 0.7730, -0.4835
15967, 5.251989, 4.2297, 0.8420, -0.3185
15968, 6.246199, 4.6486, 0.7299, -0.4121
15969, 5.089190, 4.4024, 0.8038, -0.3511
15970, 6.086167, 5.0729, 0.6912, -0.5582
15971, 4.407007, 4.1114, 0.8275, -0.3597
15972, 5.619352, 4.0317, 0.7997, -0.3942
15973, 5.123632, 4.4095, 0.7607, -0.4256
15974, 6.379052, 4.7919, 0.6795, -0.5036
15975, 5.974459, 4.8508, 0.8454, -0.2393
15976, 5.195158, 3.4923, 0.8987, -0.4365
15977, 3.845434, 3.8451, 0.8523, -0.3876
15978, 4.185402, 3.4233, 0.9131, -0.3770
15979, 5.202852, 3.5275, 0.9248, -0.2916
15980, 6.917884, 4.4491, 0.7876, -0.5238
15981, 6.967417, 4.2300, 0.8243, -0.4787
15982, 7.511770, 5.8252, 0.7319, -0.2732
15983, 8.322017, 5.1035, 0.7208, -0.5484
15984, 4.878938, 5.1801, 0.6776, -0.5322
15985, 4.937640, 4.0370, 0.8503, -0.4315
15986, 4.362060, 3.5336, 0.8946, -0.3670
15987, 4.916562, 4.5813, 0.7579, -0.4564
15988, 4.978261, 3.9249, 0.8833, -0.3186
15989, 5.541491, 3.9675, 0.8700, -0.4016
15990, 5.661676, 3.8468, 0.8089, -0.4806
15991, 5.136368, 4.7847, 0.7112, -0.4703
15992, 3.929344, 3.7537, 0.8900, -0.4254
15993, 6.504662, 4.0781, 0.8220, -0.3340
15994, 5.210481, 3.7834, 0.8589, -0.4737
15995, 5.608081, 4.1769, 0.7646, -0.4794
15996, 3.982270, 3.9689, 0.8217, -0.4137
15997, 3.971600, 4.4167, 0.7706, -0.4571
15998, 2.824152, 3.5827, 0.8911, -0.4058
15999, 6.402034, 4.9881, 0.7388, -0.3415
16000, 5.564119, 4.5604, 0.8047, -0.3127
16001, 4.356369, 4.0010, 0.8682, -0.2891
16002, 8.042810, 4.0183, 0.7733, -0.4322
16003, 5.646869, 3.9484, 0.8217, -0.5024
16004, 5.280236, 3.8584, 0.8422, -0.3612
16005, 5.868256, 4.4063, 0.8061, -0.3744
16006, 5.270577, 3.9766, 0.7987, -0.4713
16007, 6.068183, 4.0590, 0.7718, -0.4609
16008, 6.779650, 4.0310, 0.8108, -0.3542
16009, 4.915328, 5.0255, 0.6869, -0.5390
16010, 5.267301, 3.9459, 0.8002, -0.4651
16011, 4.189831, 4.3200, 0.7848, -0.4878
16012, 9.471010, 4.4099, 0.9152, -0.2598
16013, 10.424408, 3.9458, 0.8746, -0.4797
16014, 7.822681, 3.4836, 0.8439, -0.4229
16015, 7.498562, 3.9280, 0.7950, -0.5065
16016, 3.462985, 3.5044, 0.8890, -0.4100
16017, 3.387140, 3.6088, 0.8829, -0.3961
16018, 4.411608, 4.1679, 0.8196, -0.3695
16019, 6.568652, 3.3583, 0.9064, -0.3647
16020, 9.572476, 4.0162, 1.0314, -0.1612
16021, 6.473290, 5.0253, 0.8352, -0.2453
16022, 9.659991, 3.4639, 0.8608, -0.3937
16023, 6.005316, 4.8616, 0.7506, -0.3596
16024, 4.559815, 3.7713, 0.8346, -0.4120
16025, 3.837404, 3.8222, 0.8543, -0.3845
16026, 4.272125, 3.7135, 0.8823, -0.3450
16027, 5.034712, 3.4011, 0.9553, -0.2800
16028, 7.409605, 4.6321, 0.8127, -0.2837
16029, 6.088340, 4.9971, 0.7050, -0.4681
16030, 6.190802, 3.3354, 0.9308, -0.3395
16031, 9.195608, 4.4300, 0.7092, -0.4320
16032, 7.638857, 5.1310, 0.7130, -0.4118
16033, 9.513718, 3.0549, 1.0282, -0.3298
16034, 7.167388, 4.2561, 0.7648, -0.5414
16035, 4.994559, 4.3561, 0.7744, -0.3958
16036, 5.218601, 3.8529, 0.8273, -0.3848
16037, 4.483926, 3.5553, 0.8664, -0.4105
16038, 5.224481, 4.0937, 0.7811, -0.4670
16039, 4.551765, 3.9836, 0.8404, -0.3472
16040, 5.847882, 3.7550, 0.8311, -0.4282
16041, 7.185529, 4.8925, 0.7392, -0.5129
16042, 6.856246, 3.1608, 0.9665, -0.3045
16043, 6.656718, 3.5779, 0.8509, -0.4414
16044, 8.318066, 4.5954, 0.7598, -0.3319
16045, 4.156010, 3.7873, 0.8853, -0.4050
16046, 4.794780, 3.6870, 0.8993, -0.3735
16047, 10.517303, 3.5522, 0.8981, -0.4944
16048, 7.143054, 4.0766, 0.7944, -0.5277
16049, 6.696148, 4.9444, 0.7215, -0.4483
16050, 4.420007, 4.1871, 0.7978, -0.4101
16051, 3.752704, 3.8715, 0.8309, -0.4760
16052, 3.768225, 3.9524, 0.8107, -0.4488
16053, 7.254906, 4.3655, 0.8274, -0.3465
16054, 6.101654, 4.0649, 0.8306, -0.3203
16055, 7.688693, 5.1978, 0.8361, -0.2481
16056, 6.063650, 3.2298, 0.9426, -0.4033
16057, 4.098203, 3.4737, 0.9292, -0.4064
16058, 5.400470, 4.3420, 0.7869, -0.3597
16059, 4.961987, 4.0615, 0.8127, -0.3828
16060, 9.753911, 4.1680, 0.8196, -0.2890
16061, 12.757990, 4.2245, 0.8821, -0.2901
16062, 12.848830, 4.3137, 0.6968, -0.4789
16063, 5.929723, 4.2758, 0.8167, -0.3963
16064, 7.202808, 3.7086, 0.8182, -0.4190
16065, 10.765622, 4.2686, 0.8679, -0.1832
16066, 6.470646, 4.6081, 0.6916, -0.4948
16067, 6.348686, 5.4523, 0.7576, -0.2487
16068, 5.411243, 3.2790, 0.9187, -0.3900
16069, 3.200005, 3.8624, 0.8458, -0.4478
16070, 3.671889, 3.9422, 0.8459, -0.4474
16071, 7.611852, 4.5076, 0.7944, -0.4099
16072, 7.889150, 4.3534, 0.7816, -0.3451
16073, 6.907857, 3.7820, 0.8081, -0.4278
16074, 4.742808, 4.1936, 0.8241, -0.3622
16075, 4.919684, 3.4977, 0.8765, -0.4204
16076, 5.521512, 4.4668, 0.7929, -0.3721
16077, 4.166885, 4.1010, 0.8354, -0.3516
16078, 5.250738, 4.9196, 0.7727, -0.2836
16079, 4.157812, 4.6870, 0.7355, -0.5040
16080, 4.660598, 4.5620, 0.7604, -0.4596
16081, 6.088810, 4.5101, 0.8379, -0.2228
16082, 4.727155, 4.4193, 0.7778, -0.3854
16083, 4.191878, 3.6152, 0.8779, -0.4506
16084, 5.551776, 4.1555, 0.8187, -0.3293
16085, 5.529379, 4.3994, 0.8273, -0.2859
16086, 3.900893, 3.7162, 0.8888, -0.3484
16087, 6.013347, 3.9542, 0.7904, -0.4669
16088, 3.624318, 4.1364, 0.7925, -0.4390
16089, 6.003258, 5.2730, 0.8152, -0.2160
16090, 5.979311, 4.0455, 0.8081, -0.3810
16091, 6.770461, 4.3488, 0.7390, -0.4502
16092, 8.311472, 4.6074, 0.9139, -0.2454
16093, 4.869354, 4.3634, 0.7980, -0.4356
16094, 4.595941, 4.4545, 0.7514, -0.5171
16095, 5.453388, 4.3937, 0.7571, -0.4171
16096, 4.744678, 4.6538, 0.7462, -0.4886
16097, 6.426153, 5.2912, 0.8436, -0.2320
16098, 13.352461, 3.4424, 0.8307, -0.4133
16099, 4.591932, 3.4460, 0.8948, -0.3814
16100, 6.302623, 3.1315, 0.9688, -0.4098
16101, 6.697801, 4.9180, 0.6739, -0.4988
16102, 5.750577, 4.5637, 0.7803, -0.4290
16103, 6.999368, 4.7432, 0.7583, -0.5154
16104, 8.601381, 3.6219, 0.9235, -0.3814
16105, 5.097633, 3.7704, 0.8356, -0.3977
16106, 5.889202, 3.5807, 0.8599, -0.4312
16107, 6.464971, 4.4973, 0.9167, -0.2299
16108, 5.840332, 3.9997, 0.7689, -0.4861
16109, 6.361740, 4.3288, 0.8124, -0.3036
16110, 6.833166, 4.9451, 0.6766, -0.4846
16111, 10.046072, 5.1531, 0.8587, -0.1567
16112, 14.434161, 5.4607, 0.6943, -0.4192
16113, 4.802381, 4.2000, 0.8095, -0.3945
16114, 4.290973, 4.7438, 0.7099, -0.4984
16115, 4.069953, 3.7758, 0.8797, -0.4155
16116, 4.979039, 4.3786, 0.7866, -0.4192
16117, 4.658144, 4.2431, 0.8126, -0.3785
16118, 4.752316, 3.8510, 0.8943, -0.2814
16119, 7.747244, 5.0636, 0.6933, -0.4086
16120, 3.872004, 3.6704, 0.9048, -0.3285
16121, 5.643807, 4.1980, 0.7902, -0.3691
16122, 8.399667, 3.4130, 0.8632, -0.4407
16123, 8.066179, 3.7344, 0.8009, -0.4231
16124, 5.580189, 5.4177, 0.8203, -0.2141
16125, 6.666886, 4.8378, 0.8175, -0.2235
16126, 5.965017, 4.2293, 0.7454, -0.4617
16127, 5.422095, 4.2998, 0.7649, -0.5253
16128, 7.126377, 3.9273, 0.7760, -0.4878
16129, 4.606100, 4.2765, 0.8013, -0.3807
16130, 6.439330, 4.3214, 0.8252, -0.3373
16131, 7.541454, 3.4789, 0.9284, -0.4518
16132, 7.899813, 4.3660, 0.9367, -0.2362
16133, 6.890598, 3.5722, 0.8875, -0.4629
16134, 6.605196, 4.2089, 0.8173, -0.5099
16135, 5.691520, 4.6693, 0.7623, -0.3529
16136, 5.456312, 2.9511, 1.0147, -0.3288
16137, 8.493508, 3.2545, 0.9601, -0.4416
16138, 5.639998, 3.7974, 0.9248, -0.2466
16139, 9.149625, 4.8170, 0.7332, -0.3400
16140, 5.704659, 4.7751, 0.7098, -0.4454
16141, 5.093899, 3.3669, 0.9297, -0.4099
16142, 5.019125, 4.0708, 0.8334, -0.4676
16143, 4.571014, 4.4155, 0.7683, -0.5234
16144, 5.697852, 4.3961, 0.8489, -0.2549
16145, 7.909564, 5.9745, 0.7002, -0.2843
16146, 9.635076, 3.7198, 0.8165, -0.4993
16147, 5.640782, 4.3390, 0.8248, -0.3269
16148, 3.348254, 3.7736, 0.8523, -0.4578
16149, 5.073440, 3.3917, 0.9020, -0.3668
16150, 4.598360, 3.9228, 0.8759, -0.3124
16151, 4.712543, 3.2963, 0.9691, -0.3065
16152, 4.398581, 3.8427, 0.8255, -0.4199
16153, 5.913828, 4.0956, 0.8663, -0.2395
16154, 5.072856, 4.4359, 0.7736, -0.3996
16155, 4.184462, 4.1103, 0.8248, -0.3935
16156, 7.959080, 3.0786, 0.9718, -0.3244
16157, 5.548011, 5.5359, 0.7878, -0.2366
16158, 4.734536, 3.4647, 0.8848, -0.3747
16159, 3.580918, 3.9463, 0.8308, -0.4270
16160, 4.063861, 3.4566, 0.9304, -0.3247
16161, 4.086973, 3.9573, 0.8469, -0.3683
16162, 8.090768, 4.0702, 0.7783, -0.4132
16163, 6.686519, 4.7440, 0.8715, -0.2440
16164, 7.119708, 3.7963, 0.8169, -0.4144
16165, 5.404240, 4.2560, 0.8297, -0.3396
16166, 7.675437, 3.7906, 0.7907, -0.4627
16167, 9.884850, 3.5078, 0.8635, -0.4790
16168, 10.661775, 4.8319, 0.8921, -0.2620
16169, 5.878343, 4.8698, 0.7179, -0.4454
16170, 8.591306, 4.9701, 0.7718, -0.3227
16171, 7.427374, 3.9692, 0.8684, -0.4341
16172, 4.456193, 4.0628, 0.8440, -0.3359
16173, 3.584417, 4.2048, 0.8109, -0.4524
16174, 4.707781, 4.5031, 0.7477, -0.4514
16175, 6.597560, 4.2415, 0.7511, -0.4489
16176, 4.934097, 3.3259, 0.9179, -0.3895
16177, 8.228245, 3.9974, 0.7992, -0.3670
16178, 7.577805, 4.7426, 0.7576, -0.4596
16179, 3.933576, 3.7525, 0.8545, -0.3904
16180, 7.809889, 3.2641, 0.9583, -0.4376
16181, 6.785109, 3.8855, 0.7842, -0.4848
16182, 11.985229, 2.6036, 1.0487, -0.3898
16183, 10.801449, 3.6359, 0.8294, -0.3759
16184, 8.020312, 3.2877, 0.9158, -0.4466
16185, 9.538630, 4.4548, 0.8007, -0.4448
16186, 5.448267, 3.7436, 0.8690, -0.4686
16187, 7.819902, 3.7087, 0.8493, -0.4912
16188, 3.125382, 3.7861, 0.8692, -0.4424
16189, 3.555049, 3.6610, 0.8616, -0.4180
16190, 4.233246, 3.3292, 0.9406, -0.3862
16191, 6.414150, 5.0930, 0.6924, -0.4736
16192, 7.121937, 4.2672, 0.7928, -0.5375
16193, 3.857583, 4.5512, 0.7353, -0.4953
16194, 4.291413, 4.0774, 0.8419, -0.3454
16195, 3.891539, 4.2889, 0.7918, -0.4663
16196, 5.946793, 3.1264, 0.9575, -0.3609
16197, 5.065926, 4.5019, 0.7546, -0.4251
16198, 3.569047, 3.8986, 0.8260, -0.4742
16199, 5.799076, 3.4565, 0.8769, -0.3843
16200, 4.965736, 4.5714, 0.7637, -0.4045
16201, 25.699156, 3.6702, 0.9429, -0.4367
16202, 11.527242, 5.0575, 0.6563, -0.4376
16203, 3.622535, 3.8921, 0.8445, -0.4046
16204, 3.870340, 4.1945, 0.8148, -0.4304
16205, 5.326667, 4.1973, 0.7925, -0.3888
16206, 7.006198, 4.5318, 0.7905, -0.3947
16207, 3.475327, 3.8685, 0.8321, -0.4697
16208, 6.574220, 3.7453, 0.9136, -0.3324
16209, 6.851874, 4.1084, 0.7823, -0.4009
16210, 3.662925, 4.0521, 0.8041, -0.4496
16211, 9.763190, 4.5435, 0.9181, -0.1607
16212, 6.284739, 3.6822, 0.8292, -0.4395
16213, 5.283675, 4.6047, 0.7425, -0.4214
16214, 3.945241, 3.8986, 0.8555, -0.3693
16215, 4.664356, 4.7673, 0.7062, -0.5220
16216, 8.385799, 4.2273, 0.7739, -0.5481
16217, 4.578857, 3.7897, 0.8426, -0.4728
16218, 4.744031, 4.1474, 0.8461, -0.2971
16219, 3.832963, 3.8123, 0.8797, -0.3842
16220, 4.342723, 3.8174, 0.8445, -0.3791
16221, 7.376242, 3.9159, 0.9471, -0.1830
16222, 6.636079, 4.2494, 0.8612, -0.2681
16223, 5.573402, 3.7294, 0.8557, -0.3611
16224, 8.591093, 5.1692, 0.6867, -0.3858
16225, 7.967517, 3.5004, 0.8513, -0.4501
16226, 5.928412, 3.8076, 0.8277, -0.4816
16227, 6.809106, 4.3573, 0.8243, -0.3403
16228, 9.062046, 3.5250, 0.8430, -0.3992
16229, 9.072664, 3.3008, 0.8923, -0.4402
16230, 6.637033, 3.8593, 0.8439, -0.4984
16231, 6.672892, 4.5713, 0.8055, -0.3276
16232, 4.551752, 4.3586, 0.7527, -0.4807
16233, 3.200373, 3.6259, 0.8992, -0.3860
16234, 5.767918, 4.0724, 0.7791, -0.4583
16235, 4.868485, 4.4020, 0.8195, -0.2998
16236, 5.375259, 3.9828, 0.8642, -0.3953
16237, 4.468992, 3.2708, 0.9585, -0.3220
16238, 3.760558, 4.1887, 0.7830, -0.4423
16239, 3.868608, 3.5055, 0.9291, -0.3481
16240, 4.846803, 3.1291, 0.9809, -0.3593
16241, 4.676409, 4.1766, 0.8467, -0.3016
16242, 10.492442, 3.6845, 0.8324, -0.3712
16243, 9.206280, 3.4127, 0.8750, -0.3908
16244, 8.941932, 4.3429, 0.8210, -0.3832
16245, 5.123199, 3.7883, 0.8211, -0.4669
16246, 3.649895, 3.3549, 0.9536, -0.3250
16247, 13.046743, 4.8795, 0.8378, -0.1692
16248, 5.475667, 4.3740, 0.8060, -0.3721
16249, 4.515558, 4.1723, 0.8342, -0.3407
16250, 5.090940, 4.1724, 0.7764, -0.5024
16251, 10.868616, 4.8100, 0.6534, -0.4653
16252, 3.782449, 4.4454, 0.7477, -0.4960
16253, 4.353381, 3.6455, 0.9142, -0.3071
16254, 5.480600, 4.1337, 0.8227, -0.5050
16255, 3.546731, 3.8855, 0.8509, -0.3825
16256, 4.300357, 4.2623, 0.7764, -0.4956
16257, 4.564988, 4.1098, 0.8307, -0.4455
16258, 7.028112, 3.9876, 0.8256, -0.3416
16259, 6.113886, 4.5884, 0.7927, -0.3308
16260, 3.715271, 3.8804, 0.8472, -0.3911
16261, 7.436797, 3.6876, 0.8639, -0.4859
16262, 7.609392, 5.1846, 0.7292, -0.3292
16263, 6.697210, 4.0549, 0.8514, -0.4416
16264, 5.251970, 4.2478, 0.8369, -0.3242
16265, 6.962997, 4.1951, 0.8306, -0.4307
16266, 4.171941, 4.0031, 0.8456, -0.3840
16267, 3.328568, 4.0076, 0.8333, -0.4193
16268, 3.504491, 3.8142, 0.8603, -0.3972
16269, 8.274292, 4.0350, 0.7798, -0.4104
16270, 9.879314, 5.2506, 0.6940, -0.3517
16271, 20.642755, 4.0597, 0.8364, -0.2278
16272, 9.974207, 3.9989, 0.7463, -0.4650
16273, 4.233438, 4.2617, 0.7863, -0.4924
16274, 4.038958, 3.7431, 0.8969, -0.3370
16275, 3.611528, 3.3146, 0.9650, -0.3245
16276, 4.143594, 4.2267, 0.7891, -0.4235
16277, 6.944573, 4.7538, 0.7605, -0.4000
16278, 3.898490, 4.0069, 0.8359, -0.4757
16279, 10.876305, 4.5861, 0.7931, -0.4827
16280, 11.181537, 3.7615, 0.8144, -0.3753
16281, 6.893123, 4.1654, 0.8345, -0.4088
16282, 6.421029, 3.9647, 0.7798, -0.4497
16283, 8.395600, 3.4393, 0.8805, -0.3492
16284, 8.397166, 4.4704, 0.7866, -0.2966
16285, 4.492979, 4.3313, 0.7612, -0.4392
16286, 4.878341, 4.0856, 0.8570, -0.2780
16287, 5.875929, 3.4320, 0.9045, -0.4372
16288, 4.786982, 3.9820, 0.8572, -0.3513
16289, 5.932000, 4.0581, 0.8199, -0.3526
16290, 5.383292, 3.8674, 0.8158, -0.4824
16291, 4.830907, 4.1189, 0.7831, -0.4270
16292, 5.579916, 4.2940, 0.8605, -0.2256
16293, 5.701404, 3.8799, 0.7893, -0.4759
16294, 7.682408, 3.4113, 0.8768, -0.4206
16295, 4.397638, 3.4590, 0.9384, -0.3051
16296, 6.461154, 3.9197, 0.8381, -0.5054
16297, 4.490530, 4.1016, 0.8550, -0.2936
16298, 4.070285, 3.8478, 0.8526, -0.3774
16299, 4.418106, 3.5808, 0.9237, -0.3550
16300, 6.161603, 3.9987, 0.9725, -0.2075
16301, 3.510939, 3.9635, 0.8185, -0.4772
16302, 3.648724, 3.9049, 0.8322, -0.4752
16303, 3.524164, 3.7425, 0.8773, -0.4387
16304, 5.845061, 4.8071, 0.7883, -0.2510
16305, 4.059084, 4.2835, 0.7818, -0.4347
16306, 6.891744, 3.0274, 0.9922, -0.3087
16307, 4.893363, 4.2627, 0.9102, -0.2114
16308, 4.932585, 4.2354, 0.7727, -0.4212
16309, 4.756923, 4.0848, 0.8355, -0.4519
16310, 4.272016, 4.0832, 0.8400, -0.3316
16311, 3.590651, 4.0397, 0.8143, -0.4226
16312, 5.191170, 4.4556, 0.8201, -0.2552
16313, 3.650009, 3.7546, 0.8839, -0.3704
16314, 5.409432, 5.1793, 0.6753, -0.5463
16315, 7.483973, 3.3428, 0.9396, -0.2879
16316, 6.998685, 4.5145, 0.7921, -0.2769
16317, 5.779562, 4.1668, 0.8586, -0.2914
16318, 4.083813, 4.0149, 0.8293, -0.4748
16319, 3.756127, 4.1672, 0.8006, -0.4371
16320, 6.778788, 4.6243, 0.9396, -0.1814
16321, 8.733253, 5.3671, 0.7094, -0.3639
16322, 8.576641, 5.2021, 0.7355, -0.3484
16323, 7.994295, 4.2977, 0.7182, -0.4960
16324, 5.751507, 4.5369, 0.7661, -0.5253
16325, 8.314786, 4.6543, 0.7106, -0.4107
16326, 7.241995, 3.8986, 0.9391, -0.2418
16327, 5.703726, 3.9365, 0.8889, -0.2409
16328, 4.369944, 3.8873, 0.8331, -0.4833
16329, 6.941391, 3.8297, 0.8404, -0.5038
16330, 12.869324, 3.2263, 0.9093, -0.4730
16331, 10.689228, 3.7999, 0.8170, -0.5207
16332, 5.094402, 4.1952, 0.8398, -0.3079
16333, 5.249598, 3.3350, 0.9747, -0.3093
16334, 5.237909, 5.2428, 0.6695, -0.5471
16335, 11.972150, 4.4622, 0.8048, -0.5031
16336, 6.309643, 3.5656, 0.9261, -0.4052
16337, 4.532887, 3.9739, 0.8636, -0.3554
16338, 3.676373, 3.6922, 0.8528, -0.4475
16339, 5.370308, 4.0416, 0.8481, -0.4378
16340, 3.399300, 3.8801, 0.8259, -0.4598
16341, 5.868965, 4.1474, 0.8356, -0.4545
