 log10_L ,  log10_M
10.15700 , 11.76428
10.15800 , 11.76513
10.15900 , 11.76598
10.16000 , 11.76683
10.16100 , 11.76768
10.16200 , 11.76854
10.16300 , 11.76939
10.16400 , 11.77024
10.16500 , 11.77110
10.16600 , 11.77195
10.16700 , 11.77281
10.16800 , 11.77367
10.16900 , 11.77452
10.17000 , 11.77538
10.17100 , 11.77624
10.17200 , 11.77709
10.17300 , 11.77795
10.17400 , 11.77881
10.17500 , 11.77967
10.17600 , 11.78053
10.17700 , 11.78139
10.17800 , 11.78225
10.17900 , 11.78311
10.18000 , 11.78397
10.18100 , 11.78484
10.18200 , 11.78570
10.18300 , 11.78656
10.18400 , 11.78743
10.18500 , 11.78829
10.18600 , 11.78916
10.18700 , 11.79002
10.18800 , 11.79089
10.18900 , 11.79175
10.19000 , 11.79262
10.19100 , 11.79349
10.19200 , 11.79436
10.19300 , 11.79522
10.19400 , 11.79609
10.19500 , 11.79696
10.19600 , 11.79783
10.19700 , 11.79870
10.19800 , 11.79957
10.19900 , 11.80045
10.20000 , 11.80132
10.20100 , 11.80219
10.20200 , 11.80306
10.20300 , 11.80394
10.20400 , 11.80481
10.20500 , 11.80569
10.20600 , 11.80656
10.20700 , 11.80744
10.20800 , 11.80831
10.20900 , 11.80919
10.21000 , 11.81007
10.21100 , 11.81094
10.21200 , 11.81182
10.21300 , 11.81270
10.21400 , 11.81358
10.21500 , 11.81446
10.21600 , 11.81534
10.21700 , 11.81622
10.21800 , 11.81710
10.21900 , 11.81798
10.22000 , 11.81887
10.22100 , 11.81975
10.22200 , 11.82063
10.22300 , 11.82152
10.22400 , 11.82240
10.22500 , 11.82328
10.22600 , 11.82417
10.22700 , 11.82506
10.22800 , 11.82594
10.22900 , 11.82683
10.23000 , 11.82772
10.23100 , 11.82860
10.23200 , 11.82949
10.23300 , 11.83038
10.23400 , 11.83127
10.23500 , 11.83216
10.23600 , 11.83305
10.23700 , 11.83394
10.23800 , 11.83484
10.23900 , 11.83573
10.24000 , 11.83662
10.24100 , 11.83751
10.24200 , 11.83841
10.24300 , 11.83930
10.24400 , 11.84020
10.24500 , 11.84109
10.24600 , 11.84199
10.24700 , 11.84288
10.24800 , 11.84378
10.24900 , 11.84468
10.25000 , 11.84558
10.25100 , 11.84647
10.25200 , 11.84737
10.25300 , 11.84827
10.25400 , 11.84917
10.25500 , 11.85007
10.25600 , 11.85098
10.25700 , 11.85188
10.25800 , 11.85278
10.25900 , 11.85368
10.26000 , 11.85459
10.26100 , 11.85549
10.26200 , 11.85639
10.26300 , 11.85730
10.26400 , 11.85820
10.26500 , 11.85911
10.26600 , 11.86002
10.26700 , 11.86092
10.26800 , 11.86183
10.26900 , 11.86274
10.27000 , 11.86365
10.27100 , 11.86456
10.27200 , 11.86547
10.27300 , 11.86638
10.27400 , 11.86729
10.27500 , 11.86820
10.27600 , 11.86911
10.27700 , 11.87002
10.27800 , 11.87094
10.27900 , 11.87185
10.28000 , 11.87276
10.28100 , 11.87368
10.28200 , 11.87459
10.28300 , 11.87551
10.28400 , 11.87643
10.28500 , 11.87734
10.28600 , 11.87826
10.28700 , 11.87918
10.28800 , 11.88010
10.28900 , 11.88101
10.29000 , 11.88193
10.29100 , 11.88285
10.29200 , 11.88378
10.29300 , 11.88470
10.29400 , 11.88562
10.29500 , 11.88654
10.29600 , 11.88746
10.29700 , 11.88839
10.29800 , 11.88931
10.29900 , 11.89023
10.30000 , 11.89116
10.30100 , 11.89209
10.30200 , 11.89301
10.30300 , 11.89394
10.30400 , 11.89487
10.30500 , 11.89579
10.30600 , 11.89672
10.30700 , 11.89765
10.30800 , 11.89858
10.30900 , 11.89951
10.31000 , 11.90044
10.31100 , 11.90137
10.31200 , 11.90230
10.31300 , 11.90324
10.31400 , 11.90417
10.31500 , 11.90510
10.31600 , 11.90604
10.31700 , 11.90697
10.31800 , 11.90790
10.31900 , 11.90884
10.32000 , 11.90978
10.32100 , 11.91071
10.32200 , 11.91165
10.32300 , 11.91259
10.32400 , 11.91353
10.32500 , 11.91447
10.32600 , 11.91540
10.32700 , 11.91635
10.32800 , 11.91729
10.32900 , 11.91823
10.33000 , 11.91917
10.33100 , 11.92011
10.33200 , 11.92105
10.33300 , 11.92200
10.33400 , 11.92294
10.33500 , 11.92389
10.33600 , 11.92483
10.33700 , 11.92578
10.33800 , 11.92672
10.33900 , 11.92767
10.34000 , 11.92862
10.34100 , 11.92957
10.34200 , 11.93051
10.34300 , 11.93146
10.34400 , 11.93241
10.34500 , 11.93336
10.34600 , 11.93431
10.34700 , 11.93527
10.34800 , 11.93622
10.34900 , 11.93717
10.35000 , 11.93812
10.35100 , 11.93908
10.35200 , 11.94003
10.35300 , 11.94099
10.35400 , 11.94194
10.35500 , 11.94290
10.35600 , 11.94385
10.35700 , 11.94481
10.35800 , 11.94577
10.35900 , 11.94673
10.36000 , 11.94769
10.36100 , 11.94865
10.36200 , 11.94961
10.36300 , 11.95057
10.36400 , 11.95153
10.36500 , 11.95249
10.36600 , 11.95345
10.36700 , 11.95442
10.36800 , 11.95538
10.36900 , 11.95634
10.37000 , 11.95731
10.37100 , 11.95827
10.37200 , 11.95924
10.37300 , 11.96021
10.37400 , 11.96117
10.37500 , 11.96214
10.37600 , 11.96311
10.37700 , 11.96408
10.37800 , 11.96505
10.37900 , 11.96602
10.38000 , 11.96699
10.38100 , 11.96796
10.38200 , 11.96893
10.38300 , 11.96990
10.38400 , 11.97088
10.38500 , 11.97185
10.38600 , 11.97283
10.38700 , 11.97380
10.38800 , 11.97478
10.38900 , 11.97575
10.39000 , 11.97673
10.39100 , 11.97771
10.39200 , 11.97868
10.39300 , 11.97966
10.39400 , 11.98064
10.39500 , 11.98162
10.39600 , 11.98260
10.39700 , 11.98358
10.39800 , 11.98456
10.39900 , 11.98554
10.40000 , 11.98653
10.40100 , 11.98751
10.40200 , 11.98849
10.40300 , 11.98948
10.40400 , 11.99046
10.40500 , 11.99145
10.40600 , 11.99244
10.40700 , 11.99342
10.40800 , 11.99441
10.40900 , 11.99540
10.41000 , 11.99639
10.41100 , 11.99738
10.41200 , 11.99837
10.41300 , 11.99936
10.41400 , 12.00035
10.41500 , 12.00134
10.41600 , 12.00233
10.41700 , 12.00332
10.41800 , 12.00432
10.41900 , 12.00531
10.42000 , 12.00631
10.42100 , 12.00730
10.42200 , 12.00830
10.42300 , 12.00929
10.42400 , 12.01029
10.42500 , 12.01129
10.42600 , 12.01229
10.42700 , 12.01329
10.42800 , 12.01429
10.42900 , 12.01529
10.43000 , 12.01629
10.43100 , 12.01729
10.43200 , 12.01829
10.43300 , 12.01929
10.43400 , 12.02030
10.43500 , 12.02130
10.43600 , 12.02231
10.43700 , 12.02331
10.43800 , 12.02432
10.43900 , 12.02532
10.44000 , 12.02633
10.44100 , 12.02734
10.44200 , 12.02835
10.44300 , 12.02935
10.44400 , 12.03036
10.44500 , 12.03137
10.44600 , 12.03239
10.44700 , 12.03340
10.44800 , 12.03441
10.44900 , 12.03542
10.45000 , 12.03643
10.45100 , 12.03745
10.45200 , 12.03846
10.45300 , 12.03948
10.45400 , 12.04049
10.45500 , 12.04151
10.45600 , 12.04253
10.45700 , 12.04355
10.45800 , 12.04456
10.45900 , 12.04558
10.46000 , 12.04660
10.46100 , 12.04762
10.46200 , 12.04864
10.46300 , 12.04967
10.46400 , 12.05069
10.46500 , 12.05171
10.46600 , 12.05273
10.46700 , 12.05376
10.46800 , 12.05478
10.46900 , 12.05581
10.47000 , 12.05684
10.47100 , 12.05786
10.47200 , 12.05889
10.47300 , 12.05992
10.47400 , 12.06095
10.47500 , 12.06198
10.47600 , 12.06301
10.47700 , 12.06404
10.47800 , 12.06507
10.47900 , 12.06610
10.48000 , 12.06713
10.48100 , 12.06816
10.48200 , 12.06920
10.48300 , 12.07023
10.48400 , 12.07127
10.48500 , 12.07230
10.48600 , 12.07334
10.48700 , 12.07438
10.48800 , 12.07541
10.48900 , 12.07645
10.49000 , 12.07749
10.49100 , 12.07853
10.49200 , 12.07957
10.49300 , 12.08061
10.49400 , 12.08166
10.49500 , 12.08270
10.49600 , 12.08374
10.49700 , 12.08478
10.49800 , 12.08583
10.49900 , 12.08687
10.50000 , 12.08792
10.50100 , 12.08897
10.50200 , 12.09001
10.50300 , 12.09106
10.50400 , 12.09211
10.50500 , 12.09316
10.50600 , 12.09421
10.50700 , 12.09526
10.50800 , 12.09631
10.50900 , 12.09736
10.51000 , 12.09841
10.51100 , 12.09946
10.51200 , 12.10052
10.51300 , 12.10157
10.51400 , 12.10263
10.51500 , 12.10368
10.51600 , 12.10474
10.51700 , 12.10580
10.51800 , 12.10685
10.51900 , 12.10791
10.52000 , 12.10897
10.52100 , 12.11003
10.52200 , 12.11109
10.52300 , 12.11215
10.52400 , 12.11321
10.52500 , 12.11428
10.52600 , 12.11534
10.52700 , 12.11640
10.52800 , 12.11747
10.52900 , 12.11853
10.53000 , 12.11960
10.53100 , 12.12066
10.53200 , 12.12173
10.53300 , 12.12280
10.53400 , 12.12387
10.53500 , 12.12494
10.53600 , 12.12601
10.53700 , 12.12708
10.53800 , 12.12815
10.53900 , 12.12922
10.54000 , 12.13029
10.54100 , 12.13137
10.54200 , 12.13244
10.54300 , 12.13351
10.54400 , 12.13459
10.54500 , 12.13567
10.54600 , 12.13674
10.54700 , 12.13782
10.54800 , 12.13890
10.54900 , 12.13998
10.55000 , 12.14106
10.55100 , 12.14214
10.55200 , 12.14322
10.55300 , 12.14430
10.55400 , 12.14538
10.55500 , 12.14646
10.55600 , 12.14755
10.55700 , 12.14863
10.55800 , 12.14972
10.55900 , 12.15080
10.56000 , 12.15189
10.56100 , 12.15298
10.56200 , 12.15407
10.56300 , 12.15515
10.56400 , 12.15624
10.56500 , 12.15733
10.56600 , 12.15842
10.56700 , 12.15952
10.56800 , 12.16061
10.56900 , 12.16170
10.57000 , 12.16279
10.57100 , 12.16389
10.57200 , 12.16498
10.57300 , 12.16608
10.57400 , 12.16718
10.57500 , 12.16827
10.57600 , 12.16937
10.57700 , 12.17047
10.57800 , 12.17157
10.57900 , 12.17267
10.58000 , 12.17377
10.58100 , 12.17487
10.58200 , 12.17597
10.58300 , 12.17708
10.58400 , 12.17818
10.58500 , 12.17928
10.58600 , 12.18039
10.58700 , 12.18149
10.58800 , 12.18260
10.58900 , 12.18371
10.59000 , 12.18482
10.59100 , 12.18592
10.59200 , 12.18703
10.59300 , 12.18814
10.59400 , 12.18925
10.59500 , 12.19037
10.59600 , 12.19148
10.59700 , 12.19259
10.59800 , 12.19370
10.59900 , 12.19482
10.60000 , 12.19593
10.60100 , 12.19705
10.60200 , 12.19817
10.60300 , 12.19928
10.60400 , 12.20040
10.60500 , 12.20152
10.60600 , 12.20264
10.60700 , 12.20376
10.60800 , 12.20488
10.60900 , 12.20600
10.61000 , 12.20713
10.61100 , 12.20825
10.61200 , 12.20937
10.61300 , 12.21050
10.61400 , 12.21163
10.61500 , 12.21275
10.61600 , 12.21388
10.61700 , 12.21501
10.61800 , 12.21613
10.61900 , 12.21726
10.62000 , 12.21839
10.62100 , 12.21952
10.62200 , 12.22066
10.62300 , 12.22179
10.62400 , 12.22292
10.62500 , 12.22406
10.62600 , 12.22519
10.62700 , 12.22633
10.62800 , 12.22746
10.62900 , 12.22860
10.63000 , 12.22974
10.63100 , 12.23087
10.63200 , 12.23201
10.63300 , 12.23315
10.63400 , 12.23429
10.63500 , 12.23544
10.63600 , 12.23658
10.63700 , 12.23772
10.63800 , 12.23886
10.63900 , 12.24001
10.64000 , 12.24115
10.64100 , 12.24230
10.64200 , 12.24345
10.64300 , 12.24459
10.64400 , 12.24574
10.64500 , 12.24689
10.64572 , 12.24772
10.64672 , 12.24887
10.64772 , 12.25002
10.64872 , 12.25117
10.64972 , 12.25232
10.65072 , 12.25347
10.65172 , 12.25462
10.65272 , 12.25577
10.65372 , 12.25692
10.65472 , 12.25807
10.65572 , 12.25922
10.65672 , 12.26037
10.65772 , 12.26152
10.65872 , 12.26267
10.65972 , 12.26382
10.66072 , 12.26497
10.66172 , 12.26612
10.66272 , 12.26727
10.66372 , 12.26842
10.66472 , 12.26957
10.66572 , 12.27072
10.66672 , 12.27187
10.66772 , 12.27302
10.66872 , 12.27417
10.66972 , 12.27532
10.67072 , 12.27647
10.67172 , 12.27762
10.67272 , 12.27877
10.67372 , 12.27992
10.67472 , 12.28107
10.67572 , 12.28222
10.67672 , 12.28337
10.67772 , 12.28452
10.67872 , 12.28567
10.67972 , 12.28682
10.68072 , 12.28797
10.68172 , 12.28912
10.68272 , 12.29027
10.68372 , 12.29142
10.68472 , 12.29257
10.68572 , 12.29372
10.68672 , 12.29487
10.68772 , 12.29602
10.68872 , 12.29717
10.68972 , 12.29832
10.69072 , 12.29947
10.69172 , 12.30062
10.69272 , 12.30177
10.69372 , 12.30292
10.69472 , 12.30407
10.69572 , 12.30522
10.69672 , 12.30637
10.69772 , 12.30752
10.69872 , 12.30867
10.69972 , 12.30982
10.70072 , 12.31097
10.70172 , 12.31212
10.70272 , 12.31327
10.70372 , 12.31442
10.70472 , 12.31557
10.70572 , 12.31672
10.70672 , 12.31787
10.70772 , 12.31902
10.70872 , 12.32017
10.70972 , 12.32132
10.71072 , 12.32247
10.71172 , 12.32362
10.71272 , 12.32477
10.71372 , 12.32592
10.71472 , 12.32707
10.71572 , 12.32822
10.71672 , 12.32937
10.71772 , 12.33052
10.71872 , 12.33167
10.71972 , 12.33282
10.72072 , 12.33397
10.72172 , 12.33512
10.72272 , 12.33627
10.72372 , 12.33742
10.72472 , 12.33857
10.72572 , 12.33972
10.72672 , 12.34087
10.72772 , 12.34202
10.72872 , 12.34317
10.72972 , 12.34432
10.73072 , 12.34547
10.73172 , 12.34662
10.73272 , 12.34777
10.73372 , 12.34892
10.73472 , 12.35007
10.73572 , 12.35122
10.73672 , 12.35237
10.73772 , 12.35352
10.73872 , 12.35467
10.73972 , 12.35582
10.74072 , 12.35697
10.74172 , 12.35812
10.74272 , 12.35927
10.74372 , 12.36042
10.74472 , 12.36157
10.74572 , 12.36272
10.74672 , 12.36387
10.74772 , 12.36502
10.74872 , 12.36617
10.74972 , 12.36732
10.75072 , 12.36847
10.75172 , 12.36962
10.75272 , 12.37077
10.75372 , 12.37192
10.75472 , 12.37307
10.75572 , 12.37422
10.75672 , 12.37537
10.75772 , 12.37652
10.75872 , 12.37767
10.75972 , 12.37882
10.76072 , 12.37997
10.76172 , 12.38112
10.76272 , 12.38227
10.76372 , 12.38342
10.76472 , 12.38457
10.76572 , 12.38572
10.76672 , 12.38687
10.76772 , 12.38802
10.76872 , 12.38917
10.76972 , 12.39032
10.77072 , 12.39147
10.77172 , 12.39262
10.77272 , 12.39377
10.77372 , 12.39492
10.77472 , 12.39607
10.77572 , 12.39722
10.77672 , 12.39837
10.77772 , 12.39952
10.77872 , 12.40067
10.77972 , 12.40182
10.78072 , 12.40297
10.78172 , 12.40412
10.78272 , 12.40527
10.78372 , 12.40642
10.78472 , 12.40757
10.78572 , 12.40872
10.78672 , 12.40987
10.78772 , 12.41102
10.78872 , 12.41217
10.78972 , 12.41332
10.79072 , 12.41447
10.79172 , 12.41562
10.79272 , 12.41677
10.79372 , 12.41792
10.79472 , 12.41907
10.79572 , 12.42022
10.79672 , 12.42137
10.79772 , 12.42252
10.79872 , 12.42367
10.79972 , 12.42482
10.80072 , 12.42597
10.80172 , 12.42712
10.80272 , 12.42827
10.80372 , 12.42942
10.80472 , 12.43057
10.80572 , 12.43172
10.80672 , 12.43287
10.80772 , 12.43402
10.80872 , 12.43517
10.80972 , 12.43632
10.81072 , 12.43747
10.81172 , 12.43862
10.81272 , 12.43977
10.81372 , 12.44092
10.81472 , 12.44207
10.81572 , 12.44322
10.81672 , 12.44437
10.81772 , 12.44552
10.81872 , 12.44667
10.81972 , 12.44782
10.82072 , 12.44897
10.82172 , 12.45012
10.82272 , 12.45127
10.82372 , 12.45242
10.82472 , 12.45357
10.82572 , 12.45472
10.82672 , 12.45587
10.82772 , 12.45702
10.82872 , 12.45817
10.82972 , 12.45932
10.83072 , 12.46047
10.83172 , 12.46162
10.83272 , 12.46277
10.83372 , 12.46392
10.83472 , 12.46507
10.83572 , 12.46622
10.83672 , 12.46737
10.83772 , 12.46852
10.83872 , 12.46967
10.83972 , 12.47082
10.84072 , 12.47197
10.84172 , 12.47312
10.84272 , 12.47427
10.84372 , 12.47542
10.84472 , 12.47657
10.84572 , 12.47772
10.84672 , 12.47887
10.84772 , 12.48002
10.84872 , 12.48117
10.84972 , 12.48232
10.85072 , 12.48347
10.85172 , 12.48462
10.85272 , 12.48577
10.85372 , 12.48692
10.85472 , 12.48807
10.85572 , 12.48922
10.85672 , 12.49037
10.85772 , 12.49152
10.85872 , 12.49267
10.85972 , 12.49382
10.86072 , 12.49497
10.86172 , 12.49612
10.86272 , 12.49727
10.86372 , 12.49842
10.86472 , 12.49957
10.86572 , 12.50072
10.86672 , 12.50187
10.86772 , 12.50302
10.86872 , 12.50417
10.86972 , 12.50532
10.87072 , 12.50647
10.87172 , 12.50762
10.87272 , 12.50877
10.87372 , 12.50992
10.87472 , 12.51107
10.87572 , 12.51222
10.87672 , 12.51337
10.87772 , 12.51452
10.87872 , 12.51567
10.87972 , 12.51682
10.88072 , 12.51797
10.88172 , 12.51912
10.88272 , 12.52027
10.88372 , 12.52142
10.88472 , 12.52257
10.88572 , 12.52372
10.88672 , 12.52487
10.88772 , 12.52602
10.88872 , 12.52717
10.88972 , 12.52832
10.89072 , 12.52947
10.89172 , 12.53062
10.89272 , 12.53177
10.89372 , 12.53292
10.89472 , 12.53407
10.89572 , 12.53522
10.89672 , 12.53637
10.89772 , 12.53752
10.89872 , 12.53867
10.89972 , 12.53982
10.90072 , 12.54097
10.90172 , 12.54212
10.90272 , 12.54327
10.90372 , 12.54442
10.90472 , 12.54557
10.90572 , 12.54672
10.90672 , 12.54787
10.90772 , 12.54902
10.90872 , 12.55017
10.90972 , 12.55132
10.91072 , 12.55247
10.91172 , 12.55362
10.91272 , 12.55477
10.91372 , 12.55592
10.91472 , 12.55707
10.91572 , 12.55822
10.91672 , 12.55937
10.91772 , 12.56052
10.91872 , 12.56167
10.91972 , 12.56282
10.92072 , 12.56397
10.92172 , 12.56512
10.92272 , 12.56627
10.92372 , 12.56742
10.92472 , 12.56857
10.92572 , 12.56972
10.92672 , 12.57087
10.92772 , 12.57202
10.92872 , 12.57317
10.92972 , 12.57432
10.93072 , 12.57547
10.93172 , 12.57662
10.93272 , 12.57777
10.93372 , 12.57892
10.93472 , 12.58007
10.93572 , 12.58122
10.93672 , 12.58237
10.93772 , 12.58352
10.93872 , 12.58467
10.93972 , 12.58582
10.94072 , 12.58697
10.94172 , 12.58812
10.94272 , 12.58927
10.94372 , 12.59042
10.94472 , 12.59157
10.94572 , 12.59272
10.94672 , 12.59387
10.94772 , 12.59502
10.94872 , 12.59617
10.94972 , 12.59732
10.95072 , 12.59847
10.95172 , 12.59962
10.95272 , 12.60077
10.95372 , 12.60192
10.95472 , 12.60307
10.95572 , 12.60422
10.95672 , 12.60537
10.95772 , 12.60652
10.95872 , 12.60767
10.95972 , 12.60882
10.96072 , 12.60997
10.96172 , 12.61112
10.96272 , 12.61227
10.96372 , 12.61342
10.96472 , 12.61457
10.96572 , 12.61572
10.96672 , 12.61687
10.96772 , 12.61802
10.96872 , 12.61917
10.96972 , 12.62032
10.97072 , 12.62147
10.97172 , 12.62262
10.97272 , 12.62377
10.97372 , 12.62492
10.97472 , 12.62607
10.97572 , 12.62722
10.97672 , 12.62837
10.97772 , 12.62952
10.97872 , 12.63067
10.97972 , 12.63182
10.98072 , 12.63297
10.98172 , 12.63412
10.98272 , 12.63527
10.98372 , 12.63642
10.98472 , 12.63757
10.98572 , 12.63872
10.98672 , 12.63987
10.98772 , 12.64102
10.98872 , 12.64217
10.98972 , 12.64332
10.99072 , 12.64447
10.99172 , 12.64562
10.99272 , 12.64677
10.99372 , 12.64792
10.99472 , 12.64907
10.99572 , 12.65022
10.99672 , 12.65137
10.99772 , 12.65252
10.99872 , 12.65367
10.99972 , 12.65482
11.00072 , 12.65597
11.00172 , 12.65712
11.00272 , 12.65827
11.00372 , 12.65942
11.00472 , 12.66057
11.00572 , 12.66172
11.00672 , 12.66287
11.00772 , 12.66402
11.00872 , 12.66517
11.00972 , 12.66632
11.01072 , 12.66747
11.01172 , 12.66862
11.01272 , 12.66977
11.01372 , 12.67092
11.01472 , 12.67207
11.01572 , 12.67322
11.01672 , 12.67437
11.01772 , 12.67552
11.01872 , 12.67667
11.01972 , 12.67782
11.02072 , 12.67897
11.02172 , 12.68012
11.02272 , 12.68127
11.02372 , 12.68242
11.02472 , 12.68357
11.02572 , 12.68472
11.02672 , 12.68587
11.02772 , 12.68702
11.02872 , 12.68817
11.02972 , 12.68932
11.03072 , 12.69047
11.03172 , 12.69162
11.03272 , 12.69277
11.03372 , 12.69392
11.03472 , 12.69507
11.03572 , 12.69622
11.03672 , 12.69737
11.03772 , 12.69852
11.03872 , 12.69967
11.03972 , 12.70082
11.04072 , 12.70197
11.04172 , 12.70312
11.04272 , 12.70427
11.04372 , 12.70542
11.04472 , 12.70657
11.04572 , 12.70772
11.04672 , 12.70887
11.04772 , 12.71002
11.04872 , 12.71117
11.04972 , 12.71232
11.05072 , 12.71347
11.05172 , 12.71462
11.05272 , 12.71577
11.05372 , 12.71692
11.05472 , 12.71807
11.05572 , 12.71922
11.05672 , 12.72037
11.05772 , 12.72152
11.05872 , 12.72267
11.05972 , 12.72382
11.06072 , 12.72497
11.06172 , 12.72612
11.06272 , 12.72727
11.06372 , 12.72842
11.06472 , 12.72957
11.06572 , 12.73072
11.06672 , 12.73187
11.06772 , 12.73302
11.06872 , 12.73417
11.06972 , 12.73532
11.07072 , 12.73647
11.07172 , 12.73762
11.07272 , 12.73877
11.07372 , 12.73992
11.07472 , 12.74107
11.07572 , 12.74222
11.07672 , 12.74337
11.07772 , 12.74452
11.07872 , 12.74567
11.07972 , 12.74682
11.08072 , 12.74797
11.08172 , 12.74912
11.08272 , 12.75027
11.08372 , 12.75142
11.08472 , 12.75257
11.08572 , 12.75372
11.08672 , 12.75487
11.08772 , 12.75602
11.08872 , 12.75717
11.08972 , 12.75832
11.09072 , 12.75947
11.09172 , 12.76062
11.09272 , 12.76177
11.09372 , 12.76292
11.09472 , 12.76407
11.09572 , 12.76522
11.09672 , 12.76637
11.09772 , 12.76752
11.09872 , 12.76867
11.09972 , 12.76982
11.10072 , 12.77097
11.10172 , 12.77212
11.10272 , 12.77327
11.10372 , 12.77442
11.10472 , 12.77557
11.10572 , 12.77672
11.10672 , 12.77787
11.10772 , 12.77902
11.10872 , 12.78017
11.10972 , 12.78132
11.11072 , 12.78247
11.11172 , 12.78362
11.11272 , 12.78477
11.11372 , 12.78592
11.11472 , 12.78707
11.11572 , 12.78822
11.11672 , 12.78937
11.11772 , 12.79052
11.11872 , 12.79167
11.11972 , 12.79282
11.12072 , 12.79397
11.12172 , 12.79512
11.12272 , 12.79627
11.12372 , 12.79742
11.12472 , 12.79857
11.12572 , 12.79972
11.12672 , 12.80087
11.12772 , 12.80202
11.12872 , 12.80317
11.12972 , 12.80432
11.13072 , 12.80547
11.13172 , 12.80662
11.13272 , 12.80777
11.13372 , 12.80892
11.13472 , 12.81007
11.13572 , 12.81122
11.13672 , 12.81237
11.13772 , 12.81352
11.13872 , 12.81467
11.13972 , 12.81582
11.14072 , 12.81697
11.14172 , 12.81812
11.14272 , 12.81927
11.14372 , 12.82042
11.14472 , 12.82157
11.14572 , 12.82272
11.14672 , 12.82387
11.14772 , 12.82502
11.14872 , 12.82617
11.14972 , 12.82732
11.15072 , 12.82847
11.15172 , 12.82962
11.15272 , 12.83077
11.15372 , 12.83192
11.15472 , 12.83307
11.15572 , 12.83422
11.15672 , 12.83537
11.15772 , 12.83652
11.15872 , 12.83767
11.15972 , 12.83882
11.16072 , 12.83997
11.16172 , 12.84112
11.16272 , 12.84227
11.16372 , 12.84342
11.16472 , 12.84457
11.16572 , 12.84572
11.16672 , 12.84687
11.16772 , 12.84802
11.16872 , 12.84917
11.16972 , 12.85032
11.17072 , 12.85147
11.17172 , 12.85262
11.17272 , 12.85377
11.17372 , 12.85492
11.17472 , 12.85607
11.17572 , 12.85722
11.17672 , 12.85837
11.17772 , 12.85952
11.17872 , 12.86067
11.17972 , 12.86182
11.18072 , 12.86297
11.18172 , 12.86412
11.18272 , 12.86527
11.18372 , 12.86642
11.18472 , 12.86757
11.18572 , 12.86872
11.18672 , 12.86987
11.18772 , 12.87102
11.18872 , 12.87217
11.18972 , 12.87332
11.19072 , 12.87447
11.19172 , 12.87562
11.19272 , 12.87677
11.19372 , 12.87792
11.19472 , 12.87907
11.19572 , 12.88022
11.19672 , 12.88137
11.19772 , 12.88252
11.19872 , 12.88367
11.19972 , 12.88482
11.20072 , 12.88597
11.20172 , 12.88712
11.20272 , 12.88827
11.20372 , 12.88942
11.20472 , 12.89057
11.20572 , 12.89172
11.20672 , 12.89287
11.20772 , 12.89402
11.20872 , 12.89517
11.20972 , 12.89632
11.21072 , 12.89747
11.21172 , 12.89862
11.21272 , 12.89977
11.21372 , 12.90092
11.21472 , 12.90207
11.21572 , 12.90322
11.21672 , 12.90437
11.21772 , 12.90552
11.21872 , 12.90667
11.21972 , 12.90782
11.22072 , 12.90897
11.22172 , 12.91012
11.22272 , 12.91127
11.22372 , 12.91242
11.22472 , 12.91357
11.22572 , 12.91472
11.22672 , 12.91587
11.22772 , 12.91702
11.22872 , 12.91817
11.22972 , 12.91932
11.23072 , 12.92047
11.23172 , 12.92162
11.23272 , 12.92277
11.23372 , 12.92392
11.23472 , 12.92507
11.23572 , 12.92622
11.23672 , 12.92737
11.23772 , 12.92852
11.23872 , 12.92967
11.23972 , 12.93082
11.24072 , 12.93197
11.24172 , 12.93312
11.24272 , 12.93427
11.24372 , 12.93542
11.24472 , 12.93657
11.24572 , 12.93772
11.24672 , 12.93887
11.24772 , 12.94002
11.24872 , 12.94117
11.24972 , 12.94232
11.25072 , 12.94347
11.25172 , 12.94462
11.25272 , 12.94577
11.25372 , 12.94692
11.25472 , 12.94807
11.25572 , 12.94922
11.25672 , 12.95037
11.25772 , 12.95152
11.25872 , 12.95267
11.25972 , 12.95382
11.26072 , 12.95497
11.26172 , 12.95612
11.26272 , 12.95727
11.26372 , 12.95842
11.26472 , 12.95957
11.26572 , 12.96072
11.26672 , 12.96187
11.26772 , 12.96302
11.26872 , 12.96417
11.26972 , 12.96532
11.27072 , 12.96647
11.27172 , 12.96762
11.27272 , 12.96877
11.27372 , 12.96992
11.27472 , 12.97107
11.27572 , 12.97222
11.27672 , 12.97337
11.27772 , 12.97452
11.27872 , 12.97567
11.27972 , 12.97682
11.28072 , 12.97797
11.28172 , 12.97912
11.28272 , 12.98027
11.28372 , 12.98142
11.28472 , 12.98257
11.28572 , 12.98372
11.28672 , 12.98487
11.28772 , 12.98602
11.28872 , 12.98717
11.28972 , 12.98832
11.29072 , 12.98947
11.29172 , 12.99062
11.29272 , 12.99177
11.29372 , 12.99292
11.29472 , 12.99407
11.29572 , 12.99522
11.29672 , 12.99637
11.29772 , 12.99752
11.29872 , 12.99867
11.29972 , 12.99982
11.30072 , 13.00097
11.30172 , 13.00212
11.30272 , 13.00327
11.30372 , 13.00442
11.30472 , 13.00557
11.30572 , 13.00672
11.30672 , 13.00787
11.30772 , 13.00902
11.30872 , 13.01017
11.30972 , 13.01132
11.31072 , 13.01247
11.31172 , 13.01362
11.31272 , 13.01477
11.31372 , 13.01592
11.31472 , 13.01707
11.31572 , 13.01822
11.31672 , 13.01937
11.31772 , 13.02052
11.31872 , 13.02167
11.31972 , 13.02282
11.32072 , 13.02397
