n, chi2, alfa, beta, gama
1062, 7.338521, 5.1077, 0.7036, -0.5597
1063, 7.885099, 3.8537, 0.8078, -0.4044
1064, 5.916336, 4.1744, 0.7797, -0.4056
1065, 6.203292, 5.0883, 0.6986, -0.5309
1066, 6.928358, 4.6158, 0.7004, -0.4720
1067, 3.457350, 3.8611, 0.8527, -0.4091
1068, 4.323489, 4.2210, 0.8160, -0.3651
1069, 5.262760, 3.2735, 0.9628, -0.2857
1070, 5.542120, 3.5623, 0.8615, -0.4085
1071, 5.328594, 4.8829, 0.7205, -0.5000
1072, 3.463492, 4.2365, 0.7886, -0.4642
1073, 5.683553, 3.9975, 0.8146, -0.3715
1074, 7.049642, 3.7465, 0.8083, -0.4381
1075, 4.222166, 4.0096, 0.8457, -0.4266
1076, 6.496846, 3.9771, 0.7878, -0.4396
1077, 5.043538, 4.2503, 0.7949, -0.3751
1078, 5.105653, 4.3768, 0.8359, -0.2805
1079, 8.363076, 4.6735, 0.7749, -0.4750
1080, 4.479298, 4.1027, 0.8410, -0.3468
1081, 7.184787, 3.6586, 0.8392, -0.4682
1082, 8.626606, 4.9596, 0.7333, -0.5542
1083, 5.738589, 3.9732, 0.8185, -0.5066
1084, 10.182891, 4.2190, 0.7700, -0.3485
1085, 12.927322, 3.1270, 0.8938, -0.3828
1086, 5.408183, 4.1959, 0.8267, -0.3756
1087, 7.447037, 4.3002, 0.8168, -0.4779
1088, 9.478115, 4.2128, 0.8617, -0.3241
1089, 11.358333, 3.3332, 0.8587, -0.4461
1090, 9.366289, 4.2417, 0.8358, -0.3656
1091, 6.687349, 2.7412, 1.0465, -0.3228
1092, 5.949810, 4.1732, 0.7877, -0.3897
1093, 4.273463, 3.6797, 0.8585, -0.3818
1094, 6.813522, 5.6056, 0.7765, -0.2077
1095, 4.943639, 4.1578, 0.8422, -0.3325
1096, 4.825338, 4.4313, 0.7625, -0.5181
1097, 5.508780, 4.6508, 0.7529, -0.4150
1098, 4.738253, 4.0310, 0.7959, -0.4095
1099, 11.627041, 4.8911, 0.7911, -0.2959
1100, 2.949571, 3.6798, 0.8773, -0.4282
1101, 3.725776, 3.7203, 0.8733, -0.3753
1102, 3.545827, 3.6100, 0.9085, -0.3954
1103, 4.970957, 4.1084, 0.8097, -0.5055
1104, 13.061708, 3.6096, 0.9409, -0.3984
1105, 13.388618, 4.7709, 0.7887, -0.3524
1106, 12.242341, 4.4742, 0.7635, -0.3247
1107, 10.934609, 3.3418, 0.8606, -0.4450
1108, 5.503955, 4.1826, 0.8247, -0.4433
1109, 16.411526, 3.7833, 0.9410, -0.2952
1110, 5.693121, 4.2976, 0.7725, -0.5344
1111, 5.113011, 4.0999, 0.8160, -0.3698
1112, 4.656179, 4.4090, 0.7926, -0.4707
1113, 9.768867, 4.3684, 0.7045, -0.4764
1114, 8.391266, 4.0814, 0.7995, -0.3514
1115, 5.182704, 4.4517, 0.7639, -0.4083
1116, 7.387790, 4.6641, 0.9161, -0.2220
1117, 7.226584, 3.7782, 0.8507, -0.3316
1118, 9.536637, 3.6625, 0.9036, -0.2597
1119, 8.173901, 3.6689, 0.8200, -0.4021
1120, 13.276683, 4.0872, 0.8541, -0.5072
1121, 5.690768, 4.2873, 0.7760, -0.5311
1122, 5.656204, 4.4032, 0.8103, -0.2843
1123, 5.074375, 3.9380, 0.8041, -0.4900
1124, 5.150482, 3.9257, 0.8335, -0.3638
1125, 8.259487, 3.4642, 0.9668, -0.2866
1126, 4.705228, 4.8437, 0.7152, -0.5202
1127, 5.531369, 4.3654, 0.8017, -0.4225
1128, 5.950833, 3.9477, 0.8672, -0.4224
1129, 6.026964, 4.0173, 0.7814, -0.4789
1130, 7.074564, 3.9862, 0.7637, -0.4935
1131, 16.368022, 5.3415, 0.6578, -0.3478
1132, 7.759338, 5.2545, 0.8003, -0.2723
1133, 6.582403, 5.0304, 0.8592, -0.2439
1134, 6.099665, 4.8417, 0.8044, -0.2247
1135, 5.282085, 3.7214, 0.8345, -0.4429
1136, 4.146768, 4.2678, 0.8056, -0.4340
1137, 8.771039, 4.8500, 0.7107, -0.3667
1138, 7.006280, 5.0472, 0.7332, -0.3285
1139, 7.127311, 4.1796, 0.8348, -0.4707
1140, 4.959939, 3.3259, 0.9228, -0.3814
1141, 6.072853, 3.9386, 0.9390, -0.2192
1142, 7.757328, 4.1761, 0.7691, -0.4186
1143, 8.406124, 4.9181, 0.8856, -0.2523
1144, 9.551477, 4.9227, 0.7672, -0.3422
1145, 4.349478, 4.3019, 0.8058, -0.3649
1146, 4.619288, 4.2513, 0.8178, -0.3651
1147, 3.728306, 3.7419, 0.8771, -0.4413
1148, 7.018396, 3.5683, 0.8363, -0.4359
1149, 5.664026, 3.8088, 0.8991, -0.3290
1150, 8.731687, 3.4109, 0.8660, -0.4490
1151, 4.475584, 3.5167, 0.8821, -0.3752
1152, 3.845514, 3.7870, 0.8528, -0.3885
1153, 3.996298, 3.6901, 0.8479, -0.4245
1154, 4.048282, 4.0560, 0.8274, -0.4627
1155, 5.113985, 4.4539, 0.7477, -0.5290
1156, 6.250266, 3.9235, 0.8438, -0.4973
1157, 4.702384, 4.2470, 0.7768, -0.4190
1158, 4.054581, 4.1789, 0.7849, -0.4258
1159, 5.997374, 3.9949, 0.8699, -0.3355
1160, 5.971921, 3.6076, 0.8516, -0.4258
1161, 5.219256, 4.1951, 0.8027, -0.3825
1162, 8.502522, 5.1304, 0.8729, -0.2327
1163, 4.867275, 3.3857, 0.9605, -0.2818
1164, 5.183914, 4.0477, 0.7921, -0.4775
1165, 6.499716, 4.0664, 0.8435, -0.4884
1166, 5.932267, 4.6333, 0.7819, -0.3445
1167, 4.379364, 4.4076, 0.7764, -0.4376
1168, 2.983044, 3.7040, 0.8839, -0.4280
1169, 3.730888, 4.1251, 0.7916, -0.4688
1170, 5.657112, 3.9010, 0.7869, -0.4782
1171, 4.814141, 3.8335, 0.8903, -0.2833
1172, 6.567016, 4.5337, 0.7810, -0.4634
1173, 5.025780, 4.5178, 0.8700, -0.2366
1174, 4.559228, 4.2283, 0.8002, -0.5032
1175, 14.864259, 4.6542, 0.6725, -0.4241
1176, 10.773045, 4.2131, 0.8715, -0.2764
1177, 4.754403, 4.1166, 0.7970, -0.4045
1178, 4.555708, 4.4818, 0.7794, -0.4937
1179, 3.737281, 4.2940, 0.7767, -0.4844
1180, 6.091238, 3.3845, 0.9131, -0.4383
1181, 8.623468, 4.0961, 0.8488, -0.4858
1182, 7.256767, 3.9507, 0.7865, -0.4370
1183, 5.517359, 4.6238, 0.7606, -0.4479
1184, 3.945723, 3.6903, 0.8930, -0.3532
1185, 4.584903, 3.5031, 0.9227, -0.3088
1186, 10.992250, 3.4830, 0.8290, -0.4271
1187, 11.587513, 4.3503, 0.8999, -0.2784
1188, 6.454226, 4.3199, 0.8090, -0.4712
1189, 10.589008, 3.7668, 0.8446, -0.5206
1190, 5.561730, 4.6486, 0.7344, -0.4226
1191, 3.528201, 3.9521, 0.8180, -0.4421
1192, 6.799814, 3.1920, 0.9852, -0.3691
1193, 3.268640, 3.6597, 0.8890, -0.4046
1194, 4.621356, 4.4042, 0.7894, -0.4953
1195, 3.339842, 3.8863, 0.8411, -0.4589
1196, 5.720999, 5.3171, 0.8548, -0.2034
1197, 7.535287, 5.2151, 0.6576, -0.5930
1198, 4.731811, 4.3357, 0.8046, -0.3357
1199, 5.242017, 3.6585, 0.8842, -0.4616
1200, 5.847590, 3.9538, 0.9112, -0.2346
1201, 4.737180, 4.8593, 0.7073, -0.4911
1202, 6.493830, 4.0723, 0.8665, -0.2345
1203, 4.795287, 4.3525, 0.7922, -0.3664
1204, 8.002360, 5.1650, 0.6959, -0.3693
1205, 6.385071, 3.5587, 0.9515, -0.2721
1206, 5.491334, 3.7883, 0.8958, -0.3275
1207, 4.902689, 3.9288, 0.8697, -0.2901
1208, 3.889223, 3.7054, 0.8688, -0.3848
1209, 5.763927, 4.6455, 0.7617, -0.4232
1210, 5.111873, 3.9728, 0.8008, -0.4673
1211, 5.747158, 4.3295, 0.7608, -0.3975
1212, 5.372701, 4.5633, 0.7679, -0.4465
1213, 5.258260, 3.7667, 0.8299, -0.4585
1214, 5.933240, 4.2186, 0.7807, -0.3961
1215, 5.823961, 5.3323, 0.8286, -0.2244
1216, 7.113248, 4.5443, 0.7691, -0.3329
1217, 5.361342, 4.2507, 0.8195, -0.4476
1218, 6.046496, 3.8230, 0.9021, -0.3112
1219, 7.329991, 5.8710, 0.6957, -0.2610
1220, 4.169826, 4.1528, 0.8032, -0.4804
1221, 8.601596, 5.7280, 0.8837, -0.1812
1222, 5.047473, 4.4019, 0.7814, -0.4141
1223, 3.594394, 4.0466, 0.8197, -0.4240
1224, 4.895591, 4.0203, 0.8291, -0.3620
1225, 5.765495, 4.1181, 0.8608, -0.2483
1226, 5.034616, 3.9700, 0.8580, -0.4282
1227, 11.321100, 4.0216, 0.7883, -0.3687
1228, 13.680750, 4.5120, 0.8105, -0.4062
1229, 8.729114, 3.3821, 0.8715, -0.4436
1230, 4.661194, 4.6190, 0.7537, -0.4384
1231, 5.082677, 3.8849, 0.8744, -0.3893
1232, 4.660882, 4.4287, 0.7781, -0.3954
1233, 5.813287, 3.4651, 0.9102, -0.3316
1234, 6.020923, 3.7701, 0.9157, -0.2671
1235, 3.994815, 4.0540, 0.7962, -0.4758
1236, 4.907893, 4.1796, 0.8209, -0.3932
1237, 5.558110, 3.7289, 0.8763, -0.3171
1238, 4.320917, 3.9696, 0.8662, -0.3685
1239, 5.619125, 3.7474, 0.8847, -0.4663
1240, 3.548512, 3.4694, 0.9309, -0.3599
1241, 6.349245, 4.0319, 0.8548, -0.3954
1242, 6.005257, 4.3806, 0.8034, -0.4630
1243, 5.565920, 3.5744, 0.9415, -0.2508
1244, 6.421590, 4.1321, 0.8394, -0.4389
1245, 4.699378, 4.4388, 0.7507, -0.4460
1246, 5.458933, 4.9008, 0.6892, -0.4707
1247, 5.362437, 3.9031, 0.8642, -0.4354
1248, 6.753707, 4.2306, 0.7724, -0.5362
1249, 4.743043, 4.1756, 0.8259, -0.3809
1250, 11.487955, 3.8319, 0.9550, -0.2638
1251, 8.964516, 4.5662, 0.7203, -0.4016
1252, 8.613295, 3.3587, 0.8680, -0.4149
1253, 5.831333, 3.4589, 0.9583, -0.2885
1254, 4.001143, 4.1601, 0.7895, -0.4202
1255, 4.806493, 4.2437, 0.7644, -0.4836
1256, 5.967131, 3.3546, 0.9460, -0.4111
1257, 6.206036, 3.6502, 0.9144, -0.4032
1258, 6.668545, 3.3256, 0.9070, -0.3495
1259, 5.329881, 4.6345, 0.7562, -0.3931
1260, 4.895469, 3.8797, 0.8509, -0.3429
1261, 7.263601, 3.9501, 0.8225, -0.3463
1262, 5.827257, 4.7493, 0.8099, -0.2417
1263, 6.183470, 3.1866, 0.9457, -0.4149
1264, 7.197491, 5.4626, 0.7364, -0.2618
1265, 5.358044, 3.2800, 0.9184, -0.3934
1266, 6.664543, 4.5430, 0.7832, -0.3062
1267, 7.982979, 4.5106, 0.7014, -0.5331
1268, 6.737475, 3.7478, 0.8656, -0.4905
1269, 4.399598, 3.6578, 0.8922, -0.4491
1270, 5.855752, 5.1584, 0.7434, -0.2935
1271, 3.762400, 3.6402, 0.8742, -0.3770
1272, 6.503483, 3.4250, 0.8886, -0.3515
1273, 6.070765, 4.1501, 0.8349, -0.3936
1274, 5.112108, 4.1858, 0.8211, -0.3222
1275, 5.758547, 4.6663, 0.7676, -0.3634
1276, 8.905824, 3.2529, 0.9053, -0.4291
1277, 7.667166, 4.5361, 0.7005, -0.5491
1278, 5.916369, 4.0181, 0.9287, -0.2314
1279, 6.242713, 3.1643, 0.9383, -0.3807
1280, 6.790801, 4.3485, 0.7980, -0.3263
1281, 6.045617, 3.1895, 0.9422, -0.3845
1282, 4.369708, 3.9716, 0.8524, -0.4117
1283, 3.370480, 4.1681, 0.7912, -0.4579
1284, 6.101539, 3.5209, 0.8691, -0.4184
1285, 5.011366, 4.0466, 0.8088, -0.3972
1286, 4.845644, 4.1072, 0.8317, -0.3294
1287, 4.958360, 4.4846, 0.7950, -0.3412
1288, 5.792218, 4.3864, 0.7830, -0.3554
1289, 4.490692, 4.2579, 0.8159, -0.3695
1290, 5.780166, 3.9280, 0.8249, -0.5011
1291, 7.055326, 3.7164, 0.8599, -0.3359
1292, 7.054282, 5.5169, 0.7449, -0.2607
1293, 5.725764, 4.6576, 0.7371, -0.3986
1294, 5.825535, 4.2718, 0.8177, -0.4012
1295, 5.206281, 4.7857, 0.7892, -0.2781
1296, 4.542752, 4.0484, 0.8562, -0.2836
1297, 4.285855, 4.0949, 0.8215, -0.3919
1298, 8.517417, 3.5969, 0.8242, -0.4082
1299, 4.564436, 4.0308, 0.8490, -0.3144
1300, 4.240689, 3.7930, 0.8710, -0.3397
1301, 3.404923, 3.9331, 0.8445, -0.4601
1302, 5.520105, 4.5163, 0.8747, -0.2530
1303, 5.038551, 3.2857, 0.9733, -0.3140
1304, 4.359466, 3.9837, 0.8466, -0.4342
1305, 3.329450, 3.7251, 0.8828, -0.4031
1306, 4.402720, 4.0091, 0.8512, -0.3296
1307, 4.651581, 3.8221, 0.8292, -0.4080
1308, 3.664299, 3.8268, 0.8616, -0.3975
1309, 3.478531, 4.2041, 0.8111, -0.4494
1310, 4.649273, 4.2841, 0.8077, -0.3813
1311, 4.753178, 4.3078, 0.7561, -0.4801
1312, 9.053965, 5.7014, 0.8545, -0.2309
1313, 3.988292, 3.4743, 0.9402, -0.3456
1314, 3.929918, 3.5687, 0.8850, -0.3708
1315, 4.652616, 3.5571, 0.9265, -0.3232
1316, 6.210601, 4.1518, 0.8399, -0.3785
1317, 6.675836, 5.6966, 0.7092, -0.2621
1318, 5.881158, 4.9405, 0.8460, -0.2143
1319, 3.295879, 3.6173, 0.8989, -0.3761
1320, 5.718207, 4.3471, 0.7772, -0.3762
1321, 6.926663, 4.9850, 0.7931, -0.2258
1322, 11.112187, 3.2563, 0.9137, -0.3270
1323, 5.665819, 4.1832, 0.7670, -0.5132
1324, 5.570717, 3.6507, 0.8366, -0.4383
1325, 3.709492, 3.8266, 0.8745, -0.3654
1326, 6.304275, 4.7845, 0.6827, -0.5505
1327, 5.616881, 4.8347, 0.7213, -0.5473
1328, 4.280805, 3.6536, 0.9131, -0.3539
1329, 5.699406, 5.0124, 0.6855, -0.4747
1330, 6.490436, 4.8181, 0.7340, -0.3863
1331, 3.388719, 3.6975, 0.8763, -0.4168
1332, 5.111928, 4.7617, 0.7066, -0.4851
1333, 4.668886, 4.6548, 0.7176, -0.4853
1334, 5.868177, 4.9503, 0.8155, -0.2492
1335, 6.712089, 4.7266, 0.8395, -0.2171
1336, 8.944548, 4.7342, 0.7849, -0.3480
1337, 4.530097, 3.8928, 0.8672, -0.4025
1338, 4.827387, 4.1872, 0.8068, -0.3609
1339, 4.516948, 4.1102, 0.8261, -0.3719
1340, 5.391927, 4.5607, 0.7467, -0.4147
1341, 5.455896, 4.5259, 0.8408, -0.2463
1342, 3.566032, 3.7291, 0.8917, -0.3950
1343, 4.909984, 3.9277, 0.8379, -0.3720
1344, 5.090546, 3.8225, 0.8819, -0.3948
1345, 4.661790, 3.8301, 0.8694, -0.4550
1346, 3.385036, 3.6503, 0.8682, -0.4286
1347, 3.349747, 3.9428, 0.8224, -0.4664
1348, 6.024321, 4.1534, 0.7574, -0.4717
1349, 8.825044, 3.7458, 0.8770, -0.2845
1350, 11.653942, 4.2008, 0.8425, -0.3968
1351, 3.416873, 3.6676, 0.8588, -0.4326
1352, 4.484233, 3.3695, 0.9403, -0.3924
1353, 3.640542, 3.8612, 0.8443, -0.4472
1354, 3.745263, 3.7580, 0.8801, -0.3934
1355, 7.044547, 4.2130, 0.7883, -0.3516
1356, 3.993126, 4.2073, 0.8145, -0.4488
1357, 4.191020, 3.8651, 0.8614, -0.3488
1358, 5.255012, 4.2486, 0.8122, -0.4954
1359, 3.480676, 4.0802, 0.8204, -0.4454
1360, 5.865381, 3.8161, 0.8173, -0.4324
1361, 5.901728, 3.3763, 0.9381, -0.4242
1362, 4.155030, 4.0559, 0.8428, -0.3479
1363, 6.229241, 4.1311, 0.7730, -0.4480
1364, 5.325441, 4.5621, 0.7831, -0.3455
1365, 9.113649, 3.7587, 0.8495, -0.5113
1366, 7.673016, 3.5005, 0.8642, -0.4492
1367, 8.567685, 4.6625, 0.9769, -0.1443
1368, 6.837014, 4.9009, 0.7350, -0.3993
1369, 5.955058, 4.7517, 0.7383, -0.3997
1370, 9.098596, 5.1544, 0.7168, -0.4808
1371, 6.711142, 4.4011, 0.8027, -0.3989
1372, 7.693810, 3.8773, 0.7792, -0.4725
1373, 7.020841, 4.0421, 0.7589, -0.4810
1374, 4.214018, 3.3902, 0.9355, -0.3935
1375, 6.643776, 4.4612, 0.8337, -0.2790
1376, 6.433001, 4.5317, 0.7124, -0.5530
1377, 6.031779, 3.5643, 0.9011, -0.3220
1378, 5.055386, 4.4794, 0.8203, -0.2744
1379, 5.930495, 3.8173, 0.9276, -0.2236
1380, 3.933656, 3.6087, 0.8880, -0.3766
1381, 3.900467, 4.1677, 0.7811, -0.4441
1382, 3.830701, 4.3091, 0.7829, -0.4456
1383, 3.347351, 3.7280, 0.8663, -0.4045
1384, 4.302616, 3.6788, 0.8745, -0.4560
1385, 4.527048, 3.5818, 0.8643, -0.4353
1386, 3.286910, 4.0622, 0.8262, -0.4366
1387, 5.527980, 4.9116, 0.8844, -0.2318
1388, 5.169514, 4.1595, 0.8049, -0.3847
1389, 3.621216, 3.6966, 0.8756, -0.3831
1390, 4.037961, 4.4373, 0.7630, -0.5023
1391, 5.078879, 4.6410, 0.7415, -0.4459
1392, 5.778209, 4.6900, 0.7641, -0.3628
1393, 3.811450, 3.8592, 0.8470, -0.4699
1394, 4.148601, 3.8837, 0.8733, -0.4424
1395, 5.545274, 4.5090, 0.8065, -0.2737
1396, 14.302864, 2.8183, 0.9844, -0.3537
1397, 12.728333, 4.0464, 0.7779, -0.3754
1398, 5.471061, 4.1033, 0.8597, -0.3315
1399, 6.255015, 3.7169, 0.8566, -0.3478
1400, 5.732311, 3.2749, 0.9256, -0.3728
1401, 3.452186, 4.2291, 0.7830, -0.4578
1402, 4.646115, 4.0695, 0.8549, -0.3008
1403, 4.808882, 4.1432, 0.7854, -0.4120
1404, 7.131305, 4.5214, 0.7743, -0.3255
1405, 8.365490, 3.8478, 0.8163, -0.3558
1406, 3.613331, 3.7702, 0.8801, -0.3697
1407, 4.382287, 4.3051, 0.7824, -0.4973
1408, 5.306126, 4.3546, 0.8007, -0.4180
1409, 6.565946, 3.9594, 0.8088, -0.3730
1410, 8.044621, 3.6384, 0.8461, -0.3729
1411, 10.325260, 3.6799, 0.8184, -0.5108
1412, 9.313508, 3.8717, 0.8909, -0.4569
1413, 5.749730, 4.8626, 0.6673, -0.5312
1414, 6.759253, 4.3606, 0.8077, -0.2994
1415, 4.337166, 4.2543, 0.7672, -0.4465
1416, 3.613638, 3.8529, 0.8714, -0.3728
1417, 5.155320, 4.5878, 0.8379, -0.2348
1418, 5.345123, 4.1537, 0.7842, -0.5146
1419, 5.589328, 4.0901, 0.8138, -0.3604
1420, 4.918245, 3.6218, 0.8924, -0.4547
1421, 4.495784, 4.1012, 0.8180, -0.4882
1422, 3.972655, 3.7930, 0.8825, -0.3484
1423, 6.670688, 5.3623, 0.7773, -0.2378
1424, 7.844148, 3.7765, 0.8168, -0.3999
1425, 4.062534, 4.1599, 0.8202, -0.4135
1426, 7.016738, 3.2811, 0.9234, -0.4380
1427, 4.835560, 3.4212, 0.9466, -0.3866
1428, 3.465443, 3.4822, 0.9129, -0.4136
1429, 5.961666, 4.4487, 0.7769, -0.3569
1430, 3.796625, 3.9252, 0.8421, -0.4532
1431, 10.254979, 3.0301, 0.9251, -0.4263
1432, 13.203018, 4.2435, 0.7043, -0.4926
1433, 3.548441, 3.9068, 0.8441, -0.4074
1434, 7.409516, 4.2468, 0.7468, -0.4415
1435, 7.156867, 4.7150, 0.8183, -0.2764
1436, 10.362402, 4.2838, 0.7185, -0.5583
1437, 6.570934, 3.7548, 0.8707, -0.4801
1438, 5.755435, 4.0371, 0.8470, -0.4492
1439, 7.027654, 3.8041, 0.8975, -0.3379
1440, 9.327238, 3.3819, 0.8725, -0.3948
1441, 6.425399, 4.6312, 0.7423, -0.3874
1442, 5.153090, 4.6308, 0.7464, -0.4206
1443, 4.692943, 4.3808, 0.8007, -0.3757
1444, 3.919964, 3.5860, 0.9009, -0.3547
1445, 6.504019, 4.0553, 0.8079, -0.3580
1446, 6.059293, 3.2763, 0.9110, -0.3837
1447, 6.240120, 4.4912, 0.7546, -0.3738
1448, 8.380024, 4.3663, 0.9012, -0.2600
1449, 6.303679, 3.5899, 0.8721, -0.3543
1450, 6.318009, 4.0831, 0.8959, -0.2486
1451, 7.421460, 3.8347, 0.8420, -0.3291
1452, 8.996424, 3.4442, 0.8888, -0.4771
1453, 7.284035, 3.6037, 0.8331, -0.4583
1454, 3.949358, 4.2041, 0.7948, -0.4260
1455, 10.314765, 3.5003, 0.9082, -0.2903
1456, 4.323285, 4.0335, 0.7969, -0.4815
1457, 5.463661, 3.4369, 0.9280, -0.3079
1458, 5.716660, 4.2957, 0.8092, -0.4385
1459, 5.335164, 4.3227, 0.7897, -0.3686
1460, 5.772840, 3.3414, 0.9327, -0.4261
1461, 5.470292, 3.2688, 0.9391, -0.3572
1462, 6.220487, 4.9133, 0.8192, -0.2309
1463, 4.149149, 3.8449, 0.8642, -0.3381
1464, 4.930895, 3.9695, 0.8310, -0.3757
1465, 4.912544, 4.3347, 0.8328, -0.2809
1466, 18.673513, 4.4404, 0.8216, -0.4488
1467, 4.742746, 4.0566, 0.8370, -0.4565
1468, 5.805307, 4.7272, 0.7520, -0.5055
1469, 4.779183, 4.1606, 0.8405, -0.2819
1470, 10.206334, 4.1238, 0.8466, -0.4762
1471, 7.792543, 4.5168, 0.7056, -0.4550
1472, 3.678388, 3.9591, 0.8182, -0.4298
1473, 6.594243, 3.7027, 0.8327, -0.4230
1474, 4.370028, 4.1716, 0.8294, -0.3233
1475, 6.114772, 4.2834, 0.8682, -0.2165
1476, 5.929326, 4.6647, 0.7105, -0.5461
1477, 5.894342, 4.8135, 0.7149, -0.4398
1478, 6.100734, 4.6183, 0.8782, -0.2374
1479, 6.869545, 4.5795, 0.7752, -0.3083
1480, 10.049233, 4.6658, 0.7318, -0.3495
1481, 9.230957, 4.8546, 0.7647, -0.2651
1482, 8.469379, 3.2629, 1.0044, -0.1985
1483, 7.315336, 4.3871, 0.7336, -0.5576
1484, 7.185132, 4.5132, 0.7831, -0.5219
1485, 7.828188, 3.8719, 0.8086, -0.5042
1486, 9.075245, 3.8732, 0.8886, -0.3646
1487, 9.840974, 3.6759, 0.8334, -0.4955
1488, 3.590210, 4.2231, 0.7995, -0.4522
1489, 5.575041, 4.4030, 0.7258, -0.4808
1490, 5.662654, 4.1036, 0.7627, -0.4829
1491, 7.003139, 4.0014, 0.8687, -0.3442
1492, 11.487182, 4.8931, 0.7353, -0.2958
1493, 6.679921, 5.2452, 0.7578, -0.2592
1494, 4.878468, 3.7406, 0.8613, -0.3652
1495, 5.834403, 4.0070, 0.8514, -0.2975
1496, 6.297443, 3.9327, 0.8016, -0.4258
1497, 8.899601, 3.4674, 0.8701, -0.3944
1498, 6.356131, 3.4576, 0.9487, -0.4027
1499, 8.063044, 4.1632, 0.7599, -0.4249
1500, 7.775377, 3.5956, 0.9234, -0.4339
1501, 11.213753, 3.4199, 0.8582, -0.4868
1502, 10.915924, 4.3730, 0.7453, -0.5714
1503, 5.396805, 4.9265, 0.7037, -0.4699
1504, 5.434525, 4.6857, 0.7716, -0.3593
1505, 8.286971, 4.8476, 0.6728, -0.4749
1506, 5.723554, 4.2531, 0.7415, -0.5039
1507, 7.508873, 3.8263, 0.8412, -0.3278
1508, 3.882554, 3.6499, 0.8649, -0.4448
1509, 7.586425, 4.7610, 0.7047, -0.4153
1510, 10.212616, 5.2899, 0.7761, -0.2883
1511, 8.723545, 3.5896, 0.8521, -0.3746
1512, 6.433373, 3.2328, 0.9393, -0.4237
1513, 6.801958, 6.0443, 0.7606, -0.2603
1514, 7.338368, 4.1172, 0.7946, -0.5351
1515, 7.211039, 4.0489, 0.7925, -0.5245
1516, 5.336630, 3.9695, 0.8693, -0.3677
1517, 4.361459, 3.4190, 0.9404, -0.3064
1518, 4.465872, 4.2071, 0.8105, -0.3653
1519, 3.682357, 3.7260, 0.8516, -0.4124
1520, 3.659029, 3.8533, 0.8316, -0.4246
1521, 3.647312, 3.8840, 0.8396, -0.4645
1522, 7.394809, 3.4330, 0.8721, -0.4139
1523, 6.657765, 3.2195, 0.9304, -0.4283
1524, 7.428830, 4.2555, 0.7248, -0.5012
1525, 6.610073, 4.0860, 0.7858, -0.4017
1526, 7.944044, 3.9923, 0.8546, -0.4915
1527, 3.605449, 3.4701, 0.9191, -0.3783
1528, 6.661508, 4.2366, 0.8243, -0.4651
1529, 4.374284, 4.0031, 0.8496, -0.3298
1530, 6.333505, 3.9330, 0.8526, -0.4960
1531, 3.981906, 4.4012, 0.7719, -0.4881
1532, 4.189434, 3.9976, 0.8384, -0.4798
1533, 3.310019, 3.5508, 0.9040, -0.4185
1534, 4.262376, 3.7820, 0.8865, -0.3928
1535, 5.941840, 5.2867, 0.8465, -0.2213
1536, 5.540455, 3.7431, 0.8823, -0.3162
1537, 5.269607, 4.5662, 0.7701, -0.4101
1538, 5.780552, 3.2714, 0.9681, -0.2757
1539, 6.155495, 3.8825, 0.8393, -0.3496
1540, 6.156025, 3.8917, 0.8523, -0.4933
1541, 4.573291, 4.3264, 0.8032, -0.4662
1542, 5.061426, 4.2814, 0.7887, -0.5166
1543, 5.169934, 4.9563, 0.7103, -0.5110
1544, 3.727519, 3.7888, 0.8782, -0.3810
1545, 4.149309, 3.5976, 0.8951, -0.3577
1546, 5.654504, 4.1051, 0.7796, -0.4899
1547, 4.995403, 4.3143, 0.8123, -0.3693
1548, 6.282116, 3.9870, 0.8527, -0.4793
1549, 6.860597, 3.7357, 0.8082, -0.4699
1550, 4.016402, 3.8809, 0.8604, -0.4521
1551, 4.795573, 3.9849, 0.8730, -0.2638
1552, 3.870589, 3.7911, 0.8627, -0.3814
1553, 4.716027, 4.4764, 0.7651, -0.5071
1554, 5.718601, 4.5598, 0.7240, -0.5350
1555, 7.077085, 4.4786, 0.7921, -0.4848
1556, 4.935828, 4.4186, 0.7852, -0.3692
1557, 9.314116, 3.4116, 1.0012, -0.2255
1558, 10.640742, 4.8182, 0.7643, -0.4530
1559, 9.105534, 4.2759, 0.8549, -0.2074
1560, 9.100023, 3.8585, 0.7913, -0.5077
1561, 7.084291, 3.9868, 0.7670, -0.4606
1562, 7.175821, 3.8915, 0.7820, -0.4769
1563, 5.924713, 4.2574, 0.8737, -0.2165
1564, 6.030926, 4.6535, 0.7502, -0.3786
1565, 5.619774, 4.6591, 0.8008, -0.2572
1566, 4.274937, 3.9343, 0.8369, -0.3838
1567, 7.189174, 3.6146, 0.8778, -0.3292
1568, 7.313935, 4.9907, 0.7263, -0.5448
1569, 5.950016, 4.2414, 0.7616, -0.5072
1570, 5.866275, 4.7729, 0.7434, -0.3984
1571, 6.101604, 3.1943, 0.9800, -0.3804
1572, 8.881914, 4.8761, 0.7677, -0.3481
1573, 5.395406, 4.3570, 0.7425, -0.5059
1574, 6.880809, 3.6348, 0.8495, -0.4596
1575, 7.914875, 3.8697, 0.8168, -0.3569
1576, 8.670268, 4.0719, 0.7614, -0.4150
1577, 9.647359, 3.2896, 0.8902, -0.3833
1578, 4.859489, 4.3811, 0.7929, -0.4597
