n, chi2, alfa, beta, gama
527, 3.839996, 3.9137, 0.8215, -0.4220
528, 4.131897, 4.4282, 0.7814, -0.4825
529, 3.847101, 3.9837, 0.8271, -0.4770
530, 6.242171, 3.8463, 0.8201, -0.3842
531, 4.525115, 4.5930, 0.7459, -0.4694
532, 9.614168, 5.0026, 0.7373, -0.5076
533, 10.336939, 4.4822, 0.8056, -0.4648
534, 7.394801, 3.9059, 0.8331, -0.3342
535, 3.801151, 3.4680, 0.9171, -0.3530
536, 6.159467, 3.4140, 0.9473, -0.2518
537, 5.587127, 3.5831, 0.8574, -0.3920
538, 4.290749, 4.0254, 0.8607, -0.2903
539, 8.545478, 3.9381, 0.7703, -0.4102
540, 6.598552, 3.8430, 0.8142, -0.4199
541, 11.209717, 3.6271, 0.8884, -0.2825
542, 4.600647, 3.5593, 0.8699, -0.3784
543, 3.761149, 3.7546, 0.8628, -0.3871
544, 7.205591, 3.6755, 0.9063, -0.4547
545, 3.532209, 4.2617, 0.7839, -0.4640
546, 4.587019, 4.2404, 0.8142, -0.4451
547, 5.961419, 4.2732, 0.8291, -0.3499
548, 5.157731, 4.4461, 0.8504, -0.2331
549, 6.223707, 4.2286, 0.8056, -0.5184
550, 8.656801, 3.5356, 0.8353, -0.4124
551, 5.672766, 4.2790, 0.8115, -0.4438
552, 3.518558, 3.6779, 0.8653, -0.4427
553, 5.289543, 4.5902, 0.7012, -0.5029
554, 4.187900, 4.1967, 0.7876, -0.4237
555, 3.868030, 3.9849, 0.8623, -0.3393
556, 8.090017, 3.8679, 0.7927, -0.4196
557, 4.299855, 4.4796, 0.7502, -0.4605
558, 9.472817, 4.3612, 0.7087, -0.4694
559, 9.341672, 4.0272, 0.8294, -0.3029
560, 9.556908, 3.1784, 0.9587, -0.4520
561, 6.774950, 4.4921, 0.7129, -0.5531
562, 6.116433, 4.7178, 0.7783, -0.2979
563, 5.457210, 3.5152, 0.8970, -0.4446
564, 6.035436, 4.1400, 0.8350, -0.3799
565, 6.571257, 4.6341, 0.7699, -0.3148
566, 7.718030, 4.1168, 0.8615, -0.3547
567, 5.392307, 3.6136, 0.8603, -0.4515
568, 6.233670, 4.0456, 0.8486, -0.2896
569, 4.638547, 4.0126, 0.8436, -0.3381
570, 5.773784, 3.2574, 0.9497, -0.4111
571, 5.437382, 3.7275, 0.9087, -0.3201
572, 6.787003, 4.0695, 0.7946, -0.3703
573, 5.668186, 4.0440, 0.8448, -0.4608
574, 5.974247, 3.2929, 0.9603, -0.4067
575, 6.088946, 4.4902, 0.7422, -0.4103
576, 6.766980, 3.5584, 0.8591, -0.3811
577, 3.696563, 4.3220, 0.7681, -0.4619
578, 3.963087, 3.8451, 0.8429, -0.3935
579, 5.184478, 4.1631, 0.7945, -0.3987
580, 3.951744, 4.0666, 0.8162, -0.4856
581, 3.664718, 4.3479, 0.7771, -0.4824
582, 3.843509, 4.2415, 0.7820, -0.4824
583, 3.747003, 4.1642, 0.8054, -0.4297
584, 8.010155, 4.1979, 0.9069, -0.2632
585, 10.491516, 3.8971, 0.7791, -0.4009
586, 5.007901, 4.0024, 0.8072, -0.3953
587, 3.966833, 4.0410, 0.8321, -0.4578
588, 3.901373, 3.7838, 0.8520, -0.3855
589, 4.975450, 3.5268, 0.9328, -0.3676
590, 3.885941, 3.6962, 0.8934, -0.3420
591, 6.062164, 4.5956, 0.8158, -0.2353
592, 11.654012, 3.8679, 0.7907, -0.3901
593, 7.695809, 3.9521, 0.8009, -0.3895
594, 5.374608, 4.4470, 0.7579, -0.4124
595, 4.504007, 3.9291, 0.8051, -0.4693
596, 6.983252, 3.6163, 0.8222, -0.4476
597, 9.651478, 4.4800, 0.8569, -0.2795
598, 5.778328, 5.3468, 0.8324, -0.2361
599, 6.884411, 3.7714, 0.8089, -0.4256
600, 5.796584, 4.3043, 0.7920, -0.3526
601, 4.194163, 3.4969, 0.8822, -0.3933
602, 6.462409, 5.0988, 0.8616, -0.2420
603, 3.997759, 3.8526, 0.8656, -0.4136
604, 6.248427, 5.0996, 0.7609, -0.2614
605, 5.962774, 4.3100, 0.8137, -0.4648
606, 3.653498, 3.7533, 0.8748, -0.3837
607, 3.655548, 3.9395, 0.8335, -0.4192
608, 4.793068, 4.8545, 0.7022, -0.4974
609, 7.990548, 3.7166, 0.9155, -0.3502
610, 8.033459, 4.6336, 0.9114, -0.2441
611, 6.208933, 4.5092, 0.7377, -0.4225
612, 5.104545, 4.2944, 0.8281, -0.2869
613, 3.954168, 3.4428, 0.9202, -0.3711
614, 7.961910, 3.5875, 0.8682, -0.3363
615, 6.432009, 3.7932, 0.8744, -0.3099
616, 6.890231, 4.5075, 0.7982, -0.2731
617, 7.630385, 3.1570, 0.9511, -0.4276
618, 5.368728, 4.4026, 0.7938, -0.4861
619, 4.877332, 4.6377, 0.7126, -0.5228
620, 4.360652, 4.1850, 0.8061, -0.4781
621, 4.327716, 4.2619, 0.8066, -0.4552
622, 11.756376, 4.0334, 0.7823, -0.3760
623, 10.552978, 4.5852, 0.7212, -0.3717
624, 5.826856, 3.9582, 0.8227, -0.3654
625, 8.873550, 4.5088, 0.7929, -0.5100
626, 14.412854, 4.9443, 0.7876, -0.3116
627, 14.966371, 4.3952, 0.8547, -0.2990
628, 3.783271, 3.6157, 0.8591, -0.4410
629, 4.063196, 4.0202, 0.8291, -0.3916
630, 3.548465, 3.6203, 0.8993, -0.3639
631, 4.588343, 4.3185, 0.7907, -0.3823
632, 4.197603, 3.9243, 0.8670, -0.3269
633, 5.753656, 4.5457, 0.7323, -0.4329
634, 6.013247, 3.4178, 0.9471, -0.2520
635, 3.868885, 3.5523, 0.8706, -0.4165
636, 4.233128, 4.3710, 0.7563, -0.4528
637, 3.959586, 3.6184, 0.8624, -0.4057
638, 2.929685, 3.7170, 0.8622, -0.4332
639, 10.030398, 4.0383, 0.7802, -0.3959
640, 11.082643, 4.4194, 0.7709, -0.3279
641, 4.175413, 3.7762, 0.8772, -0.4557
642, 4.420739, 4.2366, 0.8208, -0.3386
643, 3.383660, 3.4332, 0.9346, -0.3590
644, 5.075443, 4.5693, 0.7254, -0.4782
645, 6.260071, 5.2380, 0.9016, -0.1776
646, 5.954755, 4.4546, 0.7439, -0.4278
647, 5.136341, 3.7268, 0.8637, -0.3631
648, 4.580716, 3.9472, 0.8551, -0.4253
649, 3.573637, 4.0420, 0.8209, -0.4194
650, 9.454838, 4.3637, 0.7103, -0.4483
651, 7.425678, 3.9255, 0.8341, -0.3338
652, 8.312069, 3.3156, 0.9588, -0.4390
653, 4.559023, 4.2422, 0.8266, -0.3413
654, 3.524221, 3.6131, 0.9083, -0.3890
655, 3.590537, 4.0156, 0.8172, -0.4410
656, 4.840435, 4.2022, 0.8049, -0.3963
657, 8.816447, 3.0434, 0.9879, -0.4249
658, 5.058415, 4.5041, 0.7860, -0.4101
659, 4.122359, 3.8490, 0.8341, -0.4043
660, 4.086094, 4.1362, 0.8264, -0.4218
661, 5.222211, 3.8020, 0.8853, -0.4518
662, 9.578664, 3.6901, 0.9155, -0.3572
663, 7.161356, 5.0381, 0.7163, -0.5194
664, 6.378356, 3.7478, 0.8667, -0.4784
665, 6.473206, 3.8196, 0.8926, -0.3567
666, 4.989945, 4.4590, 0.7817, -0.4710
667, 4.976387, 4.3578, 0.7960, -0.4202
668, 5.338091, 4.9412, 0.7009, -0.4841
669, 4.367315, 3.6631, 0.8892, -0.4523
670, 9.351810, 4.7419, 0.7420, -0.3331
671, 9.293160, 3.9733, 0.7556, -0.5013
672, 13.574998, 5.1821, 0.7241, -0.5395
673, 5.275762, 4.3964, 0.7862, -0.5110
674, 6.804920, 3.9405, 0.9314, -0.1957
675, 6.188373, 3.7006, 0.8443, -0.3778
676, 4.024913, 3.8965, 0.8335, -0.3954
677, 5.024571, 3.5646, 0.9032, -0.3253
678, 5.151787, 4.2485, 0.8103, -0.4768
679, 5.179419, 4.4840, 0.7630, -0.3928
680, 5.044360, 3.4275, 0.9105, -0.4216
681, 5.358873, 4.0489, 0.7827, -0.4753
682, 4.682618, 3.3284, 0.9338, -0.3613
683, 7.989676, 3.7513, 0.8189, -0.3916
684, 4.389454, 4.4546, 0.7411, -0.4896
685, 4.902566, 3.8583, 0.9016, -0.2455
686, 5.024234, 4.1161, 0.8592, -0.3293
687, 4.555287, 4.0361, 0.8449, -0.4212
688, 7.339130, 3.7012, 0.8650, -0.3276
689, 8.007969, 4.5180, 0.7458, -0.3678
690, 7.148652, 3.8021, 0.8149, -0.4109
691, 11.291263, 3.4908, 0.8817, -0.4979
692, 3.802126, 3.5292, 0.9038, -0.3670
693, 3.568992, 4.0707, 0.8241, -0.4112
694, 4.663400, 3.5222, 0.9012, -0.3549
695, 6.783018, 4.8622, 0.6555, -0.5202
696, 7.378463, 4.2002, 0.8262, -0.4880
697, 7.529968, 4.1933, 0.7350, -0.5015
698, 6.718898, 4.0108, 0.8003, -0.5165
699, 6.268939, 3.9138, 0.8612, -0.4787
700, 8.784401, 3.7233, 0.8221, -0.4885
701, 7.405124, 5.0781, 0.7094, -0.4105
702, 8.149046, 4.8502, 0.7573, -0.4111
703, 6.754573, 4.9588, 0.7330, -0.3356
704, 6.273931, 3.3193, 0.9211, -0.4252
705, 5.994043, 3.5237, 0.9555, -0.2666
706, 8.632759, 4.6486, 0.8628, -0.2683
707, 6.447730, 3.1577, 0.9509, -0.3470
708, 5.539913, 4.4358, 0.7626, -0.3846
709, 4.947232, 3.6419, 0.8587, -0.4552
710, 4.592393, 4.4751, 0.7688, -0.4468
711, 3.452543, 3.7079, 0.8925, -0.3865
712, 5.245352, 4.5466, 0.7753, -0.3748
713, 3.888958, 4.4381, 0.7673, -0.4883
714, 6.912966, 4.1246, 0.8502, -0.3341
715, 4.225212, 3.7040, 0.8502, -0.4591
716, 4.470565, 3.9535, 0.8445, -0.3525
717, 4.121700, 3.6697, 0.9022, -0.3464
718, 4.713242, 4.2449, 0.8044, -0.4897
719, 4.159452, 3.6497, 0.9036, -0.3373
720, 4.395613, 4.1361, 0.8394, -0.3365
721, 6.048018, 5.0093, 0.7491, -0.2958
722, 6.251859, 3.2989, 0.9173, -0.3676
723, 8.624260, 3.6041, 0.8681, -0.3311
724, 7.526178, 4.2388, 0.8282, -0.4955
725, 7.995191, 4.6152, 0.9388, -0.2021
726, 6.276579, 3.9175, 0.7895, -0.4559
727, 13.508034, 5.5952, 0.9102, -0.1913
728, 8.161833, 4.9237, 0.6473, -0.5097
729, 4.543652, 4.0629, 0.7945, -0.4921
730, 4.670916, 4.3101, 0.8093, -0.3506
731, 4.991987, 4.1574, 0.7750, -0.4670
732, 4.327309, 4.1453, 0.8263, -0.3620
733, 4.456052, 4.3497, 0.7972, -0.3729
734, 8.830889, 3.3162, 0.8733, -0.4022
735, 5.825892, 4.0896, 0.8960, -0.2363
736, 5.780911, 3.4772, 0.8978, -0.4414
737, 6.356950, 3.8613, 0.8308, -0.3702
738, 3.803483, 3.2823, 0.9590, -0.3433
739, 3.859928, 4.1945, 0.8000, -0.4430
740, 3.395673, 3.7650, 0.8771, -0.4062
741, 3.370998, 3.8137, 0.8440, -0.4586
742, 8.539949, 5.2041, 0.6766, -0.4108
743, 3.574600, 3.8380, 0.8634, -0.3744
744, 6.125409, 5.0611, 0.7058, -0.4739
745, 4.645333, 4.1335, 0.8441, -0.3024
746, 4.566107, 4.0772, 0.8407, -0.4050
747, 9.794000, 5.4817, 0.7830, -0.2822
748, 6.120146, 4.5347, 0.7233, -0.4660
749, 6.330681, 3.5142, 0.8708, -0.3686
750, 6.029152, 4.9300, 0.7797, -0.2798
751, 3.632596, 3.5608, 0.9190, -0.4084
752, 6.145239, 4.3694, 0.8775, -0.2531
753, 5.674836, 4.9127, 0.6839, -0.4986
754, 3.219002, 3.6302, 0.8831, -0.4226
755, 5.463650, 3.5177, 0.9365, -0.3239
756, 6.359194, 4.0343, 0.9522, -0.2278
757, 5.249811, 4.2833, 0.7807, -0.4069
758, 8.240250, 4.1925, 0.7654, -0.4158
759, 8.006055, 4.7670, 0.6680, -0.5372
760, 6.572290, 3.8029, 0.8663, -0.4845
761, 6.707317, 5.0901, 0.6911, -0.4650
762, 6.564875, 4.5683, 0.7540, -0.3821
763, 4.631658, 3.6319, 0.9012, -0.4385
764, 5.428182, 3.5222, 0.9126, -0.3148
765, 5.347058, 3.9046, 0.8612, -0.4671
766, 3.813694, 3.9562, 0.8353, -0.4509
767, 4.880786, 4.1785, 0.8230, -0.3871
768, 3.909224, 4.0597, 0.8049, -0.4187
769, 4.193005, 4.0255, 0.8319, -0.3857
770, 5.096406, 4.3570, 0.7800, -0.3919
771, 4.094487, 3.7152, 0.8834, -0.4525
772, 7.489365, 4.6184, 0.7780, -0.4384
773, 6.848883, 5.7947, 0.6233, -0.5655
774, 5.269745, 4.4652, 0.7945, -0.3296
775, 4.170458, 4.1410, 0.8092, -0.4876
776, 7.005463, 4.0641, 0.7912, -0.3812
777, 7.208675, 4.7385, 0.7392, -0.3684
778, 5.145497, 5.2051, 0.8457, -0.2288
779, 5.210985, 3.7790, 0.8939, -0.3806
780, 5.137438, 4.4802, 0.7760, -0.3679
781, 4.033562, 4.1598, 0.8018, -0.4728
782, 7.617705, 3.6042, 0.9203, -0.4313
783, 5.391201, 4.1400, 0.8352, -0.4144
784, 9.174856, 4.9429, 0.6853, -0.4001
785, 11.029552, 3.4042, 0.8587, -0.3861
786, 11.837712, 3.2127, 0.8779, -0.4375
787, 9.139204, 3.6329, 0.8251, -0.3943
788, 8.386645, 4.2397, 0.7792, -0.3545
789, 9.734579, 4.4944, 0.7991, -0.4534
790, 4.178031, 3.8342, 0.8837, -0.3531
791, 9.068425, 5.1581, 0.7187, -0.2920
792, 4.407524, 3.9839, 0.8554, -0.3757
793, 4.400642, 4.4338, 0.7778, -0.4529
794, 5.360822, 3.8693, 0.8761, -0.2879
795, 7.438997, 4.3015, 0.8197, -0.4719
796, 6.465273, 3.8503, 0.8996, -0.3162
797, 4.842280, 4.1045, 0.7844, -0.4390
798, 5.234965, 3.5988, 0.8700, -0.4521
799, 8.333106, 3.1827, 0.9820, -0.4231
800, 7.980923, 4.6639, 0.7589, -0.3220
801, 6.609031, 4.6398, 0.7022, -0.5523
802, 7.639143, 4.5563, 0.7812, -0.3009
803, 3.642522, 4.0022, 0.8244, -0.4254
804, 5.260476, 4.1727, 0.9037, -0.2361
805, 5.619580, 4.7068, 0.8195, -0.2306
806, 5.949948, 3.1403, 0.9806, -0.3815
807, 6.170161, 4.1179, 0.7653, -0.4626
808, 5.967630, 4.4119, 0.7995, -0.4671
809, 5.917640, 4.8665, 0.8779, -0.2239
810, 5.841169, 3.8377, 0.8878, -0.3966
811, 5.433458, 3.4982, 0.8963, -0.4412
812, 5.654589, 4.5686, 0.7992, -0.3263
813, 5.488233, 4.2268, 0.8208, -0.4018
814, 3.591819, 3.6736, 0.8781, -0.3830
815, 5.149843, 4.4192, 0.7912, -0.4661
816, 6.680803, 3.8175, 0.8684, -0.4873
817, 5.976632, 3.9850, 0.8662, -0.3507
818, 5.235741, 5.5729, 0.7982, -0.2117
819, 6.147670, 4.7928, 0.7621, -0.3415
820, 3.930189, 3.9922, 0.8448, -0.3853
821, 4.047835, 3.6668, 0.8876, -0.4472
822, 4.205003, 3.3718, 0.9307, -0.3897
823, 7.797293, 3.3551, 0.9757, -0.3482
824, 6.020114, 3.6394, 0.9168, -0.4000
825, 3.906214, 4.3001, 0.7670, -0.4520
826, 3.499023, 3.5326, 0.8967, -0.4230
827, 3.547505, 3.8777, 0.8346, -0.4331
828, 4.473529, 3.9316, 0.8678, -0.3641
829, 3.739829, 3.6141, 0.8996, -0.3540
830, 4.376327, 3.7999, 0.8836, -0.3151
831, 3.718947, 3.3752, 0.9359, -0.3678
832, 3.499932, 3.8875, 0.8348, -0.4431
833, 6.256610, 4.7657, 0.8305, -0.2652
834, 10.436000, 3.2701, 0.8725, -0.3846
835, 8.624875, 5.2081, 0.7307, -0.2640
836, 5.883299, 4.3726, 0.7613, -0.3946
837, 3.865386, 3.5938, 0.8620, -0.4255
838, 16.546333, 3.7557, 0.7594, -0.4373
839, 14.145738, 3.2550, 0.8527, -0.4426
840, 17.342994, 5.3686, 0.9926, -0.1163
841, 14.191169, 3.9900, 0.7542, -0.3944
842, 14.423251, 4.6795, 0.6975, -0.3875
843, 5.724251, 4.7623, 0.7321, -0.4347
844, 5.238984, 4.5442, 0.7741, -0.3847
845, 13.289965, 4.4291, 0.8174, -0.3971
846, 9.517610, 3.9007, 0.8382, -0.3169
847, 8.132460, 4.7871, 0.7556, -0.4705
848, 5.151913, 4.5791, 0.7586, -0.4484
849, 2.973253, 3.6655, 0.8941, -0.4234
850, 4.771138, 3.9177, 0.8658, -0.4102
851, 3.691272, 3.7645, 0.8839, -0.3860
852, 4.590509, 4.4558, 0.7713, -0.4429
853, 3.478413, 3.4900, 0.9131, -0.4106
854, 6.202247, 3.9439, 0.7855, -0.4551
855, 7.155016, 3.0553, 0.9596, -0.3599
856, 6.651954, 4.0878, 0.7609, -0.4495
857, 6.835071, 4.0944, 0.8225, -0.3252
858, 12.933237, 6.2363, 0.7768, -0.2654
859, 4.123837, 3.5349, 0.9203, -0.4064
860, 3.682492, 4.4617, 0.7616, -0.4862
861, 4.581745, 4.0897, 0.8530, -0.2981
862, 4.190350, 3.8734, 0.8588, -0.4702
863, 4.346636, 3.4356, 0.9392, -0.3977
864, 5.025995, 4.1361, 0.8408, -0.3586
865, 4.322660, 4.2210, 0.8231, -0.3547
866, 4.007854, 3.7908, 0.8346, -0.4233
867, 5.378020, 4.0273, 0.7861, -0.4691
868, 5.728005, 4.2910, 0.7837, -0.3703
869, 5.875977, 4.2552, 0.8306, -0.3491
870, 3.941271, 4.1398, 0.7900, -0.4269
871, 4.627132, 4.0772, 0.8393, -0.4175
872, 4.153964, 4.0987, 0.8206, -0.4648
873, 6.740762, 4.5051, 0.7906, -0.3954
874, 5.580633, 3.3599, 0.9194, -0.4234
875, 5.493472, 3.6726, 0.8917, -0.3170
876, 6.149940, 4.4361, 0.7286, -0.5270
877, 4.049253, 3.4350, 0.9411, -0.3527
878, 7.861802, 3.5530, 0.8609, -0.3609
879, 14.750351, 4.1814, 0.8548, -0.4281
880, 12.481427, 3.0992, 0.9231, -0.4531
881, 4.098181, 4.1315, 0.8180, -0.4148
882, 5.474250, 3.9525, 0.8525, -0.3070
883, 5.374431, 5.0533, 0.8650, -0.2164
884, 7.609207, 4.0998, 0.8177, -0.5235
885, 8.361219, 4.1498, 0.8344, -0.5126
886, 6.343915, 4.1165, 0.7929, -0.3822
887, 5.297587, 4.2140, 0.9297, -0.2111
888, 4.397120, 3.7165, 0.8985, -0.3061
889, 4.974725, 4.4622, 0.7878, -0.3942
890, 3.947837, 3.5928, 0.8905, -0.3759
891, 5.105346, 3.9103, 0.8976, -0.2655
892, 5.156899, 4.1404, 0.7905, -0.5161
893, 5.399461, 5.5811, 0.7893, -0.2354
894, 4.418889, 4.1748, 0.8046, -0.4039
895, 4.696000, 3.8474, 0.8949, -0.3120
896, 6.768324, 3.8656, 0.8182, -0.3814
897, 5.684060, 4.7816, 0.7410, -0.4690
898, 11.593191, 4.3893, 0.6913, -0.5048
899, 4.389177, 3.9564, 0.8524, -0.4306
900, 5.868532, 4.4080, 0.7731, -0.3714
901, 3.574630, 3.6351, 0.8811, -0.4330
902, 9.162609, 4.7222, 0.7031, -0.4231
903, 6.148540, 4.1609, 0.7617, -0.4662
904, 4.501515, 3.9947, 0.8064, -0.4987
905, 4.716887, 4.3208, 0.7891, -0.4931
906, 6.133838, 4.4892, 0.7932, -0.3114
907, 7.441213, 3.9389, 0.8241, -0.3429
908, 13.839675, 3.2839, 0.8890, -0.3436
909, 7.067720, 4.0435, 0.9256, -0.2455
910, 6.389909, 4.1913, 0.7568, -0.4637
911, 5.952595, 4.4196, 0.7668, -0.3785
912, 8.605301, 4.3798, 0.7380, -0.4262
913, 7.015342, 4.3353, 0.9543, -0.1827
914, 6.558171, 4.5633, 0.7848, -0.3846
915, 12.750150, 3.6264, 0.8717, -0.2924
916, 13.854566, 4.0119, 0.7945, -0.3222
917, 8.949346, 5.5365, 0.6639, -0.3943
918, 12.322759, 5.3352, 0.6501, -0.3928
919, 8.390045, 3.8316, 0.7818, -0.4632
920, 7.671383, 4.2871, 0.8354, -0.3514
921, 7.994875, 3.2306, 0.9368, -0.3193
922, 3.998580, 3.7267, 0.8416, -0.4523
923, 3.479188, 3.9160, 0.8461, -0.4090
924, 7.090725, 4.8078, 0.7457, -0.4333
925, 8.940270, 4.3714, 0.7244, -0.4345
926, 8.915481, 3.5947, 0.8665, -0.3321
927, 5.685297, 3.9594, 0.7959, -0.4985
928, 5.702864, 4.0018, 0.8561, -0.4254
929, 6.745190, 3.6617, 0.8980, -0.4771
930, 4.355037, 4.0504, 0.8048, -0.4053
931, 4.487245, 3.7349, 0.8503, -0.3846
932, 4.554340, 4.1848, 0.8177, -0.4675
933, 4.606054, 4.2644, 0.7840, -0.4989
934, 7.202090, 3.4916, 0.8696, -0.4271
935, 7.148004, 4.0802, 0.7511, -0.4934
936, 4.283209, 4.1318, 0.8287, -0.3556
937, 5.457868, 3.9390, 0.8896, -0.2773
938, 4.290873, 3.9177, 0.8830, -0.2917
939, 8.230345, 3.6510, 0.8648, -0.4939
940, 8.694567, 3.8124, 0.8454, -0.5140
941, 5.758001, 4.0851, 0.8485, -0.2695
942, 5.074941, 4.5794, 0.7979, -0.3115
943, 4.366481, 3.6127, 0.8889, -0.3671
944, 5.233023, 3.9965, 0.8245, -0.3666
945, 6.162856, 4.3780, 0.8075, -0.3096
946, 5.472848, 4.6682, 0.7381, -0.4087
947, 4.625737, 4.0471, 0.8805, -0.2556
948, 7.767897, 4.2920, 0.8178, -0.4188
949, 5.680878, 3.9140, 0.8053, -0.4328
950, 8.569366, 4.7419, 0.9204, -0.1523
951, 7.465361, 3.5501, 0.8638, -0.4446
952, 5.803818, 4.8365, 0.7376, -0.4790
953, 5.944683, 4.3141, 0.7539, -0.4602
954, 5.124177, 4.7075, 0.7344, -0.4453
955, 5.743538, 4.2638, 0.8284, -0.3419
956, 6.149158, 4.1433, 0.7768, -0.4278
957, 3.789380, 3.6514, 0.8720, -0.3781
958, 10.154627, 3.2403, 0.9298, -0.3110
959, 4.652471, 4.3234, 0.8096, -0.3315
960, 5.737779, 5.6977, 0.8486, -0.2062
961, 5.819396, 4.8668, 0.8566, -0.2436
962, 5.980126, 4.8700, 0.7121, -0.5523
963, 5.274249, 3.8710, 0.8154, -0.4498
964, 5.170420, 4.5977, 0.7490, -0.4157
965, 4.437834, 4.4594, 0.8760, -0.2421
966, 6.590580, 4.3718, 0.8080, -0.3934
967, 3.888844, 4.0442, 0.8273, -0.4541
968, 4.885393, 4.1131, 0.8296, -0.3305
969, 5.582333, 4.1345, 0.8113, -0.3606
970, 4.614224, 4.6152, 0.7504, -0.4723
971, 5.496592, 4.4842, 0.8307, -0.2508
972, 5.382617, 4.3295, 0.8141, -0.2965
973, 8.378707, 4.5492, 0.7231, -0.3955
974, 4.152561, 3.8858, 0.8589, -0.4530
975, 4.522553, 3.3702, 0.9406, -0.3958
976, 3.942849, 3.7859, 0.8548, -0.3861
977, 4.269287, 4.1964, 0.8326, -0.3252
978, 5.597797, 3.8421, 0.9239, -0.2390
979, 3.543856, 3.9895, 0.8270, -0.4460
980, 4.043569, 4.3610, 0.7872, -0.4492
981, 13.157425, 4.6159, 0.8297, -0.3014
982, 8.802924, 4.1467, 0.8099, -0.3177
983, 7.039129, 3.5367, 0.8807, -0.3354
984, 8.769970, 4.8983, 0.7529, -0.3811
985, 5.338672, 4.8408, 0.7366, -0.5265
986, 4.371533, 3.3563, 0.9479, -0.3073
987, 4.568111, 4.4478, 0.7792, -0.3845
988, 5.016529, 4.2731, 0.7653, -0.5136
989, 8.132089, 4.1171, 0.7511, -0.5334
990, 3.412227, 3.7235, 0.8713, -0.4084
991, 6.428203, 3.8761, 0.8341, -0.3512
992, 8.886809, 3.2293, 0.8851, -0.4089
993, 5.363068, 3.7486, 0.8250, -0.4659
994, 10.097811, 3.4163, 0.8837, -0.3296
995, 8.645481, 3.6895, 0.8071, -0.4544
996, 8.115119, 4.1565, 0.8374, -0.4988
997, 3.588515, 4.1682, 0.8072, -0.4472
998, 4.113726, 3.6334, 0.8859, -0.3622
999, 4.680741, 4.3167, 0.7739, -0.5042
1000, 8.516275, 4.2315, 0.8238, -0.5178
1001, 3.744475, 3.9573, 0.8463, -0.4053
1002, 6.319120, 5.9788, 0.8375, -0.2050
1003, 4.648428, 4.4549, 0.7905, -0.3861
1004, 4.720445, 4.1174, 0.8341, -0.4201
1005, 6.960047, 4.0712, 0.8081, -0.3513
1006, 7.600674, 3.4746, 0.8722, -0.4057
1007, 6.773424, 3.9421, 0.8840, -0.3395
1008, 3.561900, 3.6876, 0.8818, -0.4423
1009, 6.177469, 4.4243, 0.7257, -0.5243
1010, 5.646078, 4.4467, 0.7968, -0.3860
1011, 8.755129, 4.6454, 0.7352, -0.3569
1012, 9.759302, 4.9846, 0.6312, -0.4862
1013, 5.415353, 4.0115, 0.8717, -0.2572
1014, 6.838104, 4.3934, 0.7737, -0.3590
1015, 3.378502, 4.1048, 0.8082, -0.4445
1016, 5.142009, 3.4998, 0.9403, -0.3331
1017, 6.053552, 4.4442, 0.7987, -0.3117
1018, 7.719372, 4.9056, 0.7421, -0.3883
1019, 7.927205, 4.1191, 0.7418, -0.5197
1020, 6.072536, 4.5732, 0.7541, -0.3844
1021, 4.019576, 3.7296, 0.8564, -0.3857
1022, 5.044637, 3.9299, 0.8627, -0.3699
1023, 6.038182, 4.3349, 0.7603, -0.4134
1024, 6.011328, 4.3819, 0.8074, -0.2889
1025, 7.325223, 4.0500, 0.7559, -0.4900
1026, 6.907131, 4.8063, 0.6897, -0.4666
1027, 3.417936, 3.8677, 0.8501, -0.4190
1028, 3.309819, 3.7381, 0.8811, -0.4157
1029, 5.677110, 3.7897, 0.8269, -0.4083
1030, 5.316197, 4.2680, 0.8263, -0.2844
1031, 4.749307, 6.7736, 0.7012, -0.2332
1032, 8.464932, 5.6983, 0.6872, -0.2964
1033, 6.361775, 4.4463, 0.7808, -0.3364
1034, 8.628698, 3.6371, 0.9213, -0.3824
1035, 6.505685, 5.1551, 0.6285, -0.5544
1036, 6.706452, 4.6292, 0.7692, -0.3156
1037, 9.402930, 3.7667, 0.9042, -0.3912
1038, 8.086145, 4.6345, 0.6934, -0.4605
1039, 7.951718, 3.8184, 0.8138, -0.4051
1040, 4.014566, 3.9542, 0.8121, -0.4370
1041, 4.097265, 4.0235, 0.8432, -0.4325
1042, 4.151014, 4.6152, 0.7431, -0.5057
1043, 6.327236, 4.8231, 0.6621, -0.5330
1044, 6.156069, 4.7628, 0.7496, -0.3632
1045, 6.772844, 4.2692, 0.7686, -0.5383
1046, 5.006120, 4.4203, 0.8213, -0.2986
1047, 5.955717, 4.1229, 0.8211, -0.3365
1048, 6.456361, 3.5138, 0.8728, -0.4418
1049, 7.000830, 4.4581, 0.7466, -0.3858
1050, 8.060327, 3.5535, 0.8646, -0.4625
1051, 3.670379, 4.0877, 0.8161, -0.4125
1052, 4.988956, 4.4748, 0.7336, -0.4829
1053, 5.953790, 4.2864, 0.7465, -0.5060
1054, 6.281523, 3.9712, 0.8180, -0.5128
1055, 5.277941, 5.0339, 0.6818, -0.4910
1056, 8.480790, 3.5129, 0.9005, -0.4788
1057, 6.144922, 3.2744, 0.9586, -0.2811
1058, 5.794579, 3.6906, 0.8310, -0.4578
1059, 9.273941, 4.0261, 0.8525, -0.4995
1060, 9.409438, 3.1796, 0.8935, -0.3954
1061, 7.925200, 2.9554, 0.9822, -0.3975
